UID,TERM,LOAN,GRADUATED
761165,201454,5250.0,Yes
761104,201344,10498.0,No
761443,201564,1750.0,Yes
760945,201454,2750.0,Yes
761302,201454,571.0,No
760656,201454,11850.0,Yes
760659,201564,15465.0,Yes
760791,201454,3250.0,Yes
760792,201454,2750.0,Yes
761573,201344,2750.0,No
761676,201564,8990.0,Yes
762157,201454,16470.0,Yes
762015,201904,6250.0,Yes
762164,201344,2750.0,No
762101,201454,1750.0,Yes
761658,201674,3750.0,Yes
762372,201454,3250.0,Yes
762418,201454,11380.0,No
762958,201454,6250.0,Yes
762258,201454,5250.0,Yes
762308,201454,6250.0,Yes
762606,201454,2751.0,Yes
762670,201564,3250.0,Yes
763684,201454,3250.0,Yes
763765,201454,13083.0,Yes
763771,201454,2751.0,Yes
763776,201454,2250.0,Yes
763778,201454,4750.0,No
763789,201454,3250.0,Yes
763791,201454,11418.0,Yes
763152,201564,4750.0,No
763698,201344,19750.0,Yes
763747,201454,16380.0,Yes
763751,201454,15882.0,Yes
763300,201454,5750.0,Yes
763037,202014,2750.0,No
763602,201454,2250.0,No
764364,201674,13004.0,Yes
749631,201674,0.0,Yes
764099,201454,2750.0,Yes
764042,201454,5750.0,Yes
764175,201344,250.0,Yes
763841,201678,5250.0,Yes
764338,201674,14952.0,No
764610,201344,7750.0,Yes
764013,201454,10364.0,No
763855,201344,6250.0,No
764138,201454,8250.0,No
763797,201568,13772.0,No
763810,201454,2250.0,Yes
763814,201454,4750.0,Yes
763876,201344,6250.0,Yes
764167,201454,2750.0,Yes
764179,201454,10048.0,Yes
765027,201454,3250.0,Yes
765089,201674,3750.0,No
764637,201454,3251.0,No
764952,201454,5150.0,No
764622,201348,6250.0,No
765127,201348,6250.0,Yes
764823,201454,2750.0,Yes
764997,201904,2750.0,No
764632,201348,7500.0,Yes
764975,201344,11885.0,Yes
764824,201454,2750.0,No
764881,201454,500.0,Yes
765063,201454,0.0,Yes
765211,201344,15250.0,No
764771,201454,3250.0,Yes
764928,201454,12661.0,Yes
764912,201348,6250.0,No
764914,201454,2750.0,Yes
764746,201674,2750.0,Yes
765439,201348,3800.0,Yes
765602,201454,5250.0,No
766046,201454,2250.0,Yes
765749,201454,4750.0,No
766102,201454,4750.0,Yes
765472,201454,12858.0,Yes
766196,201454,5250.0,Yes
765641,201454,8250.0,No
765524,201674,17928.0,Yes
765531,201454,6750.0,No
765548,201674,7037.0,Yes
765573,201674,8657.0,No
765574,201784,3250.0,No
765581,201784,12750.0,No
765593,201564,7315.0,Yes
766627,201454,5550.0,Yes
766969,201564,1750.0,Yes
767021,201454,1742.0,Yes
766469,201454,2250.0,Yes
766331,201454,1698.0,No
766538,202234,6250.0,No
766706,201454,3250.0,Yes
766721,201454,4750.0,No
766746,201454,10574.0,Yes
766801,201454,2250.0,Yes
767045,201454,3750.0,Yes
767052,201454,1750.0,Yes
767055,201454,4700.0,Yes
767054,201454,3250.0,Yes
767056,201454,5250.0,Yes
766653,201454,5231.0,Yes
766680,201454,0.0,No
767228,201784,6250.0,Yes
767623,201454,2250.0,Yes
767646,201454,18035.0,No
767662,201348,5250.0,No
767773,201454,3250.0,Yes
767791,201564,13406.0,Yes
767322,201454,2656.0,Yes
767959,201454,2750.0,Yes
767639,201454,5250.0,No
767711,201674,4750.0,Yes
767754,201784,2750.0,Yes
767687,201454,5250.0,Yes
767577,201454,11750.0,No
768213,201564,10500.0,No
693648,201454,7450.0,Yes
751169,201564,24885.0,Yes
768540,201454,1750.0,Yes
768689,201454,3250.0,Yes
768705,201458,6750.0,No
768323,201454,7600.0,No
768586,201454,8401.0,Yes
768645,201454,2750.0,Yes
768739,201454,17717.0,No
768502,201564,2750.0,Yes
768790,201454,12500.0,Yes
768797,201454,2750.0,Yes
768265,201564,6250.0,No
768468,201348,4350.0,Yes
768637,201454,4750.0,Yes
768372,201564,2750.0,Yes
768414,201564,5250.0,No
768422,201674,11131.0,No
767979,201674,1750.0,No
767980,201674,2750.0,Yes
768036,201674,2750.0,Yes
768055,201454,5500.0,No
768165,201564,2420.0,No
768494,201454,2750.0,No
768497,201454,3250.0,Yes
768510,201564,2750.0,Yes
768594,201454,500.0,Yes
769468,201458,8500.0,Yes
769502,201454,2250.0,Yes
768907,201454,10605.0,No
768930,201454,2250.0,Yes
769234,201454,3250.0,Yes
768975,201564,2750.0,No
768982,201784,10401.0,Yes
769627,201454,3250.0,Yes
769374,201564,5250.0,No
769471,201454,9250.0,No
768926,201784,2250.0,Yes
768998,201454,10339.0,No
768950,201454,3250.0,Yes
769236,201454,3250.0,Yes
769355,201454,4500.0,Yes
769431,201454,2250.0,Yes
769432,201454,2250.0,Yes
769446,201454,18828.0,Yes
768817,201454,2750.0,No
769117,201564,2750.0,Yes
769488,201564,4750.0,No
769123,201458,11671.0,Yes
769606,201564,11646.0,Yes
769018,201454,6250.0,Yes
754309,201454,3250.0,No
769642,201454,13000.0,No
769920,201454,5250.0,Yes
769985,201454,3250.0,Yes
770264,201454,9500.0,Yes
770313,201564,2750.0,No
770315,201454,3250.0,No
769717,201454,4750.0,Yes
769766,201454,3250.0,Yes
769925,201454,3250.0,Yes
769947,201454,14043.0,Yes
769949,201454,4536.0,Yes
770188,201454,3250.0,Yes
770337,201454,2750.0,Yes
770348,201454,7612.0,Yes
770358,201348,5000.0,Yes
770247,201454,3250.0,No
770248,201458,8664.0,No
770293,201458,1750.0,Yes
770379,201454,3250.0,Yes
769919,201454,2750.0,No
770861,201454,10708.0,Yes
770868,201348,6800.0,Yes
770869,201454,11872.0,Yes
770736,201454,15879.0,Yes
770832,201454,2750.0,Yes
771381,201564,8750.0,Yes
771403,201454,2750.0,No
770754,201564,14149.0,Yes
770758,201454,1750.0,No
770764,201454,12000.0,No
770799,201898,7946.0,No
770880,201458,6000.0,Yes
770884,201454,12250.0,Yes
770967,201454,14518.0,No
771111,201454,5250.0,No
765168,201454,14365.0,No
770721,201454,6500.0,No
770970,201454,2750.0,Yes
770854,201348,5500.0,Yes
771496,201454,5250.0,Yes
771648,201454,2250.0,Yes
771634,201454,2750.0,Yes
771782,201454,3250.0,No
771939,201454,3250.0,Yes
772223,201454,3250.0,Yes
771862,201454,2250.0,No
771888,201564,2750.0,Yes
771698,201348,5250.0,Yes
771706,201454,3250.0,Yes
771911,201894,2750.0,No
772034,201674,2750.0,Yes
772198,201454,2750.0,No
772211,201784,0.0,Yes
772879,201564,8400.0,Yes
772888,201564,2750.0,Yes
772919,201564,4750.0,Yes
772789,201568,2750.0,Yes
772994,201454,6250.0,Yes
772995,201454,2250.0,No
772997,201454,12250.0,Yes
772348,201454,1208.0,No
772551,201564,1750.0,Yes
772597,201674,3750.0,No
772314,201564,4750.0,No
772623,201674,10158.0,No
772265,201674,5750.0,Yes
772275,201454,3250.0,Yes
773064,201564,5470.0,Yes
773510,201454,5250.0,Yes
773057,201454,2750.0,Yes
774571,201454,5250.0,Yes
774584,201454,11272.0,No
774588,201454,1368.0,Yes
774597,201454,2750.0,No
773935,201458,4750.0,Yes
773988,201454,3579.0,Yes
774110,201458,2750.0,Yes
774128,201454,7500.0,Yes
774129,201454,2497.0,Yes
774135,201454,13000.0,No
774297,201904,2250.0,Yes
774390,201454,2750.0,Yes
774393,201454,276.0,No
774409,201454,4750.0,No
774106,201458,7250.0,Yes
774147,201454,3250.0,Yes
774436,201454,5020.0,Yes
774371,201454,10250.0,No
774446,201454,2250.0,Yes
774463,201454,16688.0,No
774464,201454,3250.0,Yes
774115,201454,3250.0,Yes
774505,201454,9250.0,Yes
774551,201454,10501.0,Yes
774552,201458,12750.0,Yes
775144,201564,13152.0,Yes
775466,201454,2750.0,Yes
775483,201454,2750.0,Yes
774729,201564,6250.0,Yes
774734,201564,2750.0,Yes
775191,201454,3250.0,No
775365,201454,14639.0,Yes
774645,201454,8522.0,Yes
775203,201454,3250.0,Yes
774708,201564,11786.0,Yes
775267,201564,12220.0,No
774836,201454,2250.0,Yes
775183,201454,1412.0,Yes
775282,201674,4750.0,No
775124,201564,2750.0,Yes
775346,201564,2750.0,Yes
775451,201454,11885.0,No
775462,201454,3248.0,Yes
775161,201454,3250.0,Yes
775436,201348,10822.0,Yes
775439,201454,3250.0,Yes
775441,201454,2250.0,Yes
775442,201454,3250.0,Yes
774940,201454,11250.0,No
775169,201454,6250.0,Yes
775491,201454,4750.0,Yes
775494,201454,5250.0,Yes
775651,201454,2250.0,Yes
776447,201564,4750.0,Yes
775604,201784,2750.0,No
775532,201454,16150.0,No
775918,201454,2751.0,Yes
775989,201454,2750.0,Yes
775980,201454,3250.0,No
775852,201454,22095.0,Yes
775770,201564,2750.0,Yes
776130,201564,2750.0,Yes
776177,201454,6250.0,Yes
775807,201454,2750.0,Yes
776108,201454,3250.0,Yes
776339,201458,7900.0,Yes
776438,201454,3250.0,No
776795,201454,5250.0,No
777268,201454,3250.0,Yes
777287,201458,4750.0,Yes
777290,201454,3250.0,Yes
777251,201454,4750.0,Yes
777253,201454,3250.0,Yes
777328,201674,4750.0,Yes
777368,201674,6750.0,No
776497,201454,9354.0,No
776848,201454,7000.0,Yes
777385,201454,19250.0,Yes
777386,201454,11250.0,Yes
776470,201454,8882.0,Yes
776482,201454,5340.0,No
776483,201454,15871.0,Yes
776485,201454,4750.0,No
776489,201454,7750.0,Yes
776491,201454,12750.0,Yes
776492,201568,1750.0,No
777310,201898,3250.0,No
776573,201458,2750.0,No
776580,201674,17488.0,No
777113,201454,4250.0,Yes
777132,201454,3250.0,Yes
777139,201454,2750.0,Yes
777148,201454,2250.0,Yes
777149,201454,13380.0,No
776672,201454,5250.0,Yes
776875,201454,12616.0,Yes
776877,201454,4750.0,Yes
776992,201454,9825.0,No
777043,201454,10920.0,Yes
777054,201454,2000.0,Yes
777071,201454,2750.0,No
776963,201348,12500.0,No
776964,201454,3250.0,No
777161,201564,3750.0,Yes
776574,201454,6250.0,No
776576,201454,3250.0,No
777106,201454,5250.0,No
777243,201454,5250.0,Yes
777507,201564,2750.0,Yes
777841,201454,1750.0,Yes
777411,201784,3250.0,Yes
777719,201454,15219.0,No
778013,201454,5250.0,Yes
778092,201454,2750.0,Yes
778095,201674,11750.0,No
778096,201458,6983.0,Yes
778111,201454,2750.0,Yes
778003,201458,5250.0,Yes
778008,201454,5750.0,Yes
778119,201454,10414.0,No
778120,201454,2751.0,Yes
778132,201454,3250.0,Yes
778133,201454,5250.0,Yes
777428,201454,4250.0,Yes
777459,201564,8750.0,Yes
777746,201454,3250.0,No
777825,201454,17460.0,No
777828,201674,4750.0,Yes
777954,201454,2750.0,Yes
778031,201454,8250.0,No
777710,201454,5250.0,No
777922,201454,3251.0,Yes
777924,201454,13086.0,Yes
777932,201454,2250.0,No
778044,201454,5700.0,No
777867,201454,6750.0,Yes
777878,201454,12250.0,Yes
778913,201454,5250.0,Yes
778445,201454,6750.0,Yes
778470,201674,3250.0,Yes
778675,201454,7250.0,No
778870,201454,4750.0,No
778877,201454,3250.0,No
778213,201454,2750.0,No
778337,201454,6250.0,Yes
778878,201454,2750.0,Yes
778899,201454,6250.0,No
778914,201454,6250.0,Yes
778180,201564,4750.0,Yes
778196,201674,2750.0,Yes
778252,201458,5500.0,Yes
778253,201454,7490.0,Yes
778270,201454,13611.0,Yes
778271,201454,2751.0,Yes
776721,201564,3250.0,Yes
778459,201784,10300.0,No
778778,201454,5250.0,Yes
778189,201454,5750.0,Yes
778190,201458,6250.0,Yes
778706,201674,7000.0,Yes
778917,201454,2750.0,Yes
778918,201454,6250.0,Yes
778919,201454,5250.0,No
778727,201564,7410.0,Yes
778942,201454,9600.0,Yes
778200,201454,2750.0,No
725994,201784,11184.0,Yes
778197,201454,2750.0,No
779041,201894,2750.0,Yes
779408,201674,4313.0,No
779208,201564,1750.0,Yes
779844,201564,10750.0,No
779265,201454,11507.0,No
779467,201674,6250.0,Yes
779126,201564,5250.0,Yes
779766,201674,2750.0,Yes
779793,201894,7321.0,Yes
779187,201454,4538.0,Yes
779188,201454,3250.0,No
779190,201454,1750.0,No
779192,201454,1750.0,Yes
779551,201454,5250.0,Yes
779555,201674,2750.0,No
779153,201564,6250.0,Yes
779450,201454,2750.0,Yes
779451,201454,5250.0,Yes
779724,201564,2750.0,Yes
779773,201454,6250.0,Yes
779776,201454,11250.0,Yes
779777,201454,6250.0,Yes
779097,201454,11834.0,No
779118,201564,2750.0,No
779135,201564,13750.0,No
779144,201458,6500.0,No
779621,201564,4750.0,Yes
780269,201564,4750.0,No
780317,201564,2750.0,Yes
780359,201564,14973.0,Yes
780367,201784,3250.0,Yes
780381,201564,1750.0,Yes
780398,201674,12750.0,Yes
780426,201674,4750.0,Yes
780530,201674,2750.0,Yes
779913,201564,10750.0,Yes
780073,201564,2750.0,Yes
780075,201564,4750.0,No
780760,201564,1750.0,Yes
780804,201564,2750.0,Yes
780894,201674,1237.0,No
780936,201674,16154.0,Yes
780937,201564,8750.0,No
781119,201784,3750.0,Yes
780671,201564,15575.0,Yes
781471,201564,1750.0,Yes
782181,201454,5250.0,No
782182,201454,6250.0,Yes
781629,201564,1750.0,Yes
781713,201674,1750.0,Yes
781923,201564,2750.0,Yes
781936,201564,1750.0,Yes
782028,201564,2750.0,Yes
782487,201454,2750.0,Yes
782378,201564,2750.0,Yes
782477,202014,2750.0,No
782303,201454,5150.0,Yes
782381,201564,7045.0,Yes
782621,201564,5250.0,Yes
782639,201564,6626.0,Yes
782270,201564,2750.0,Yes
783311,201564,4751.0,Yes
783504,201564,17343.0,No
783707,201564,14100.0,Yes
783716,201564,2750.0,Yes
783408,201454,5250.0,Yes
782983,201564,4109.0,Yes
783059,201674,10964.0,Yes
783242,201674,3750.0,Yes
784108,201454,2750.0,Yes
784141,201564,2750.0,Yes
784173,201674,2750.0,No
784180,201564,2750.0,No
784450,201454,6250.0,Yes
784465,201674,12750.0,Yes
784051,201564,3251.0,Yes
784473,201454,1750.0,Yes
783957,201454,2750.0,Yes
784309,201564,6150.0,Yes
784407,201454,6250.0,Yes
784531,201454,4750.0,Yes
783902,201564,12540.0,No
784112,201454,3750.0,Yes
784254,201564,9250.0,No
784263,201568,6150.0,No
783760,201564,1750.0,Yes
784291,201454,4750.0,No
784347,201564,3750.0,Yes
784622,201454,4750.0,Yes
784702,201564,6250.0,No
785091,201454,6250.0,Yes
785031,201564,2750.0,No
784735,201564,2750.0,Yes
784900,201674,1612.0,Yes
784636,201564,10250.0,Yes
785117,201564,1750.0,Yes
784786,201454,2751.0,No
784961,201788,10550.0,Yes
784965,201564,2750.0,Yes
779398,201454,6250.0,No
785816,201564,2750.0,No
785669,201454,5250.0,Yes
785622,201674,6250.0,No
785713,201564,2750.0,Yes
786264,201894,2250.0,Yes
785662,201454,4700.0,Yes
785498,201458,9000.0,Yes
788067,201454,4750.0,Yes
787700,201564,2750.0,Yes
787943,201564,14942.0,Yes
788053,202234,6000.0,No
788081,201564,2750.0,Yes
788149,201674,2750.0,No
788272,201454,14879.0,No
788896,201564,2750.0,Yes
777819,201894,2750.0,Yes
788919,201674,8801.0,Yes
788477,201454,6250.0,Yes
787947,201454,7450.0,Yes
788716,201454,12840.0,Yes
788262,201674,2751.0,Yes
789546,201904,8650.0,Yes
789587,201568,12500.0,Yes
789269,201454,6250.0,No
789880,201674,2750.0,Yes
789122,201568,8958.0,Yes
789123,201454,12075.0,Yes
789425,201454,9590.0,No
781312,201894,11850.0,No
789146,201454,6250.0,Yes
789508,201458,7500.0,Yes
789337,201674,2750.0,Yes
784761,201564,2750.0,Yes
789717,201564,2750.0,Yes
789835,201674,3750.0,Yes
789225,201454,5250.0,No
789621,201564,2750.0,No
789285,201564,2750.0,No
789286,201674,2250.0,No
790026,201454,6250.0,No
790173,201564,3250.0,No
790354,201564,3750.0,No
790068,201454,4750.0,No
789999,201458,5250.0,Yes
790395,201564,14164.0,Yes
790086,201454,12500.0,Yes
790682,201454,6250.0,Yes
789993,201454,2750.0,Yes
790056,201674,5750.0,No
790580,201564,2750.0,Yes
789962,201454,2750.0,Yes
790013,201454,3750.0,Yes
790211,201454,6250.0,Yes
790578,201454,6250.0,Yes
790038,201454,2750.0,Yes
790742,201564,5251.0,Yes
791417,201454,4750.0,Yes
791462,201564,1750.0,Yes
791475,201674,3250.0,Yes
791498,201564,4750.0,Yes
790862,201454,11039.0,Yes
792036,201564,5250.0,Yes
792615,201894,2750.0,Yes
794171,201564,2750.0,No
794255,201454,5250.0,Yes
793829,201564,2750.0,Yes
793783,201454,2750.0,Yes
793819,201564,2750.0,Yes
793566,201674,15250.0,No
793834,201454,17373.0,No
793923,201564,2250.0,Yes
793579,201454,4750.0,Yes
794476,201564,2750.0,Yes
778149,201564,2750.0,Yes
766626,201904,4750.0,No
766787,201454,5250.0,Yes
794399,201674,7500.0,Yes
775455,201454,7000.0,Yes
722364,201234,5750.0,No
729051,201234,7750.0,No
730893,201234,9006.0,Yes
731897,201344,3250.0,No
734173,201344,12775.0,Yes
742702,201344,3250.0,Yes
794379,201564,2750.0,No
794380,201454,6250.0,Yes
794506,201568,12500.0,Yes
794559,201454,4500.0,Yes
794564,201784,2750.0,Yes
795116,201894,2750.0,Yes
794906,201564,15466.0,Yes
795027,201674,2750.0,Yes
795059,201674,2750.0,No
795342,201564,6250.0,Yes
795422,201564,5500.0,No
794789,201674,3565.0,No
794376,201564,11537.0,No
795043,201564,5250.0,Yes
795365,201674,11500.0,Yes
794944,201564,4750.0,Yes
795019,201674,6102.0,Yes
795252,201674,10250.0,Yes
794804,201454,6250.0,No
795329,201674,2750.0,No
795580,201564,5750.0,No
795364,201454,7300.0,Yes
795877,201564,2750.0,Yes
796260,201564,6518.0,Yes
796458,201564,1750.0,Yes
796673,201564,2750.0,Yes
796360,201564,2750.0,Yes
797131,201564,905.0,No
797100,201564,13868.0,Yes
796976,201564,8000.0,Yes
797815,201568,16407.0,Yes
795419,201564,3250.0,No
797820,201564,11250.0,No
797894,201784,670.0,No
797730,201674,2750.0,No
798374,201564,2750.0,Yes
795099,201564,2250.0,Yes
797867,202124,8750.0,No
797857,201564,6000.0,Yes
797830,201564,2750.0,No
799098,201564,13000.0,No
799100,201564,2750.0,Yes
798859,201564,8250.0,Yes
799226,201564,1750.0,No
799263,201674,11500.0,Yes
798930,201564,1750.0,Yes
798971,201564,6500.0,No
798505,202014,6250.0,Yes
799435,201784,5251.0,No
798446,201564,9250.0,Yes
798756,201564,2750.0,Yes
799529,201564,7750.0,Yes
799863,201564,11750.0,Yes
799953,201784,2750.0,No
799965,201678,7854.0,No
799986,201564,2750.0,No
799992,201674,10320.0,No
800015,201564,2750.0,Yes
800216,201564,4750.0,Yes
797777,201564,3250.0,Yes
799491,201564,2750.0,Yes
798508,201564,1873.0,Yes
800238,201674,2750.0,Yes
799782,201564,1750.0,Yes
799795,201564,1750.0,No
799874,201674,2750.0,Yes
799906,201564,5250.0,No
799689,201564,2750.0,No
800955,201674,4750.0,Yes
800975,201564,15530.0,Yes
800698,201564,15196.0,No
800908,201784,2750.0,Yes
800936,201564,4750.0,No
800963,201784,2750.0,Yes
800865,201678,6250.0,Yes
800986,201564,4750.0,Yes
801015,201564,14500.0,Yes
801016,201564,2750.0,Yes
800516,201674,2750.0,Yes
800303,201784,9250.0,No
800309,201674,4601.0,Yes
800724,201568,7500.0,No
800281,201564,2750.0,Yes
800610,201564,2750.0,Yes
800621,201564,2750.0,Yes
800667,201568,6250.0,Yes
800528,201674,3750.0,Yes
800533,201674,10934.0,Yes
800534,201674,14750.0,Yes
795308,201564,5413.0,Yes
800553,201674,17567.0,Yes
800839,201564,5250.0,Yes
800735,201784,1750.0,Yes
801218,201564,9004.0,Yes
801168,201564,1750.0,Yes
801562,201674,2750.0,No
801570,201678,2750.0,No
801455,201564,25913.0,No
801104,201564,4750.0,No
801974,201564,0.0,Yes
802041,201564,17340.0,Yes
802534,201564,2750.0,No
802264,201564,4750.0,Yes
801928,201564,2350.0,Yes
802098,201564,2750.0,Yes
802413,201564,9279.0,Yes
802898,201674,2750.0,Yes
803090,201674,2750.0,Yes
803200,201564,2750.0,Yes
803211,201564,2750.0,Yes
803213,201674,3750.0,Yes
802595,201564,11449.0,Yes
802795,201458,5250.0,Yes
803255,201674,2750.0,Yes
802807,201568,6250.0,Yes
802616,201564,6250.0,Yes
802998,201564,11250.0,No
795585,201674,1250.0,Yes
802656,201564,1750.0,Yes
802697,201564,15987.0,Yes
802723,201564,1750.0,Yes
803045,201564,2750.0,Yes
800996,201564,14050.0,Yes
803108,201564,2750.0,Yes
803138,201564,6250.0,Yes
803141,201564,2750.0,No
803144,201674,9512.0,Yes
800877,201674,7134.0,No
803159,201564,12570.0,Yes
795085,201564,2750.0,Yes
803191,201564,10251.0,Yes
795292,201564,2750.0,No
803590,201894,277.0,Yes
804087,201784,6250.0,Yes
804096,201674,6250.0,Yes
803731,201894,2000.0,No
803772,201674,14430.0,Yes
778643,201674,3750.0,No
803851,201568,7000.0,Yes
803871,201564,2750.0,No
803412,201564,4750.0,No
803935,201564,2750.0,Yes
803453,201564,3750.0,Yes
803419,201564,2750.0,No
803802,201564,2750.0,No
803981,201674,9250.0,Yes
803982,201674,3750.0,Yes
804339,201458,6250.0,Yes
804800,201674,2750.0,Yes
804152,201564,2750.0,Yes
804182,201564,2750.0,No
804364,201564,2750.0,No
804274,201564,2751.0,No
804464,201564,2750.0,Yes
804520,201898,7500.0,Yes
804193,201564,16055.0,Yes
804627,201674,5750.0,No
804098,201564,10250.0,Yes
804323,201564,5215.0,No
804714,201784,2751.0,Yes
804724,201674,1750.0,Yes
804901,201564,2750.0,Yes
805058,201564,3250.0,Yes
805125,201564,2750.0,Yes
805143,201564,2750.0,No
805149,201674,4750.0,No
804017,201564,4950.0,Yes
806545,201564,7600.0,No
806784,201564,13750.0,No
812389,201784,1263.0,Yes
812461,201564,12750.0,No
813164,201674,2650.0,No
817583,201784,2750.0,Yes
819113,201564,2750.0,Yes
820056,201898,4400.0,Yes
820508,201564,14449.0,No
822453,201674,2750.0,Yes
823191,201674,4750.0,No
822650,201674,2750.0,Yes
823966,201674,7138.0,Yes
823530,201564,1750.0,Yes
824789,201564,3750.0,Yes
825920,201564,2750.0,No
825908,201784,10750.0,No
829217,201564,2750.0,Yes
831592,201784,2750.0,No
831856,201564,4750.0,Yes
733915,201674,3750.0,Yes
834143,201674,2750.0,Yes
835584,201674,2750.0,No
836208,201564,5250.0,Yes
836348,201564,2750.0,No
835696,201674,2750.0,No
790515,201564,17824.0,No
837325,201674,2500.0,Yes
837978,201674,2750.0,Yes
838559,201674,5850.0,Yes
839727,201894,8750.0,Yes
840379,201564,12500.0,Yes
840808,201564,1750.0,Yes
842870,201564,0.0,Yes
844213,201564,1750.0,Yes
766454,201564,2750.0,Yes
845016,201564,6250.0,No
845265,201674,11250.0,Yes
845745,201674,1750.0,No
845335,201674,10234.0,Yes
846877,201568,5500.0,No
848375,201784,3250.0,Yes
848498,201894,3750.0,Yes
849201,201674,7734.0,No
850983,201564,11380.0,Yes
851217,201898,6250.0,Yes
853124,201564,12985.0,Yes
854666,202344,25099.0,No
854899,201564,2750.0,Yes
855881,201564,10425.0,No
855894,201564,1750.0,Yes
857582,201674,11750.0,No
859563,201674,14638.0,Yes
859437,201674,19918.0,No
859837,201674,9250.0,Yes
861846,201564,2750.0,Yes
861586,201674,2750.0,Yes
862115,201674,16274.0,Yes
863187,201564,9253.0,Yes
864172,201564,15496.0,Yes
863812,201564,1850.0,No
864741,201564,2750.0,Yes
864902,201564,2750.0,Yes
865234,201674,2750.0,Yes
866426,201784,2250.0,Yes
865804,201674,16500.0,Yes
868355,201564,2750.0,Yes
868358,201564,8370.0,No
868294,201674,15186.0,Yes
872493,201894,3750.0,Yes
872554,201564,2750.0,Yes
873383,201674,4904.0,No
874958,201674,2000.0,Yes
876505,201564,4750.0,Yes
876620,201564,2750.0,Yes
876451,201784,4750.0,No
876988,201674,4750.0,Yes
878527,201564,2750.0,No
879646,201674,2750.0,Yes
879943,201564,2750.0,Yes
778297,201674,12100.0,Yes
880543,201564,11728.0,No
883566,201564,7600.0,Yes
885246,201674,8750.0,No
886998,201674,2750.0,Yes
887024,201564,2750.0,Yes
887153,201564,2750.0,No
886735,201564,2750.0,No
888417,201564,6905.0,Yes
888942,201564,11245.0,No
889296,201564,4750.0,Yes
890901,201564,14885.0,No
891435,201568,2750.0,No
898132,201674,10260.0,Yes
899291,201564,11276.0,Yes
899292,201564,10704.0,No
899262,201674,2750.0,No
899273,201908,7500.0,Yes
899295,201564,2750.0,No
899301,201564,4750.0,Yes
899373,201564,8750.0,No
899463,201564,1750.0,Yes
899429,201564,4700.0,Yes
899491,201904,3250.0,Yes
899497,201564,0.0,No
801084,201674,3750.0,Yes
899513,201564,4750.0,No
899522,201564,0.0,No
775228,202344,5250.0,No
899538,201564,4750.0,No
899540,201564,5707.0,No
801178,201564,2750.0,Yes
899547,201564,7750.0,No
899433,201564,8250.0,No
899602,201568,7000.0,Yes
899605,201564,5000.0,Yes
774288,201564,2750.0,Yes
804195,201564,2750.0,Yes
899626,201784,5400.0,Yes
899641,201564,4750.0,Yes
899654,201564,4750.0,Yes
899453,201564,2692.0,Yes
899735,201674,2750.0,No
900098,201674,3500.0,Yes
900398,201564,15163.0,No
900429,201564,2750.0,Yes
900104,201564,1750.0,Yes
899893,201784,2750.0,Yes
899917,201784,2750.0,Yes
899871,201564,2750.0,Yes
899918,201564,6250.0,Yes
900349,201564,2250.0,Yes
899807,201784,3750.0,Yes
900388,201564,4750.0,No
900560,201674,5500.0,No
798863,201564,1750.0,Yes
900579,201564,2750.0,Yes
900813,201904,1750.0,Yes
900839,201564,2750.0,Yes
900288,201564,2750.0,No
900878,201674,2750.0,Yes
900929,201564,11124.0,No
900934,201564,2750.0,No
900938,201564,6609.0,Yes
900939,201788,11040.0,Yes
900951,201564,4750.0,Yes
901136,201564,2750.0,Yes
900575,201458,3250.0,Yes
900601,201564,6250.0,Yes
900912,201564,4750.0,Yes
902020,201564,1750.0,Yes
901426,201564,1750.0,Yes
901428,201458,6250.0,Yes
901432,201564,12829.0,Yes
901435,201564,12750.0,No
901454,201904,17250.0,No
901743,201674,4250.0,Yes
901797,201674,17567.0,Yes
901559,201674,2750.0,No
902324,201784,3250.0,Yes
902723,201564,3250.0,Yes
902725,201788,3750.0,Yes
902731,201564,2750.0,No
902733,201564,1750.0,No
902139,201564,5250.0,Yes
902637,201564,2750.0,Yes
902713,201564,4750.0,No
902721,201564,3750.0,Yes
902167,201674,4750.0,Yes
902649,202014,2751.0,No
902218,201674,13649.0,Yes
903251,201894,0.0,Yes
903432,201674,7319.0,Yes
903345,201458,6500.0,No
903496,201568,7500.0,Yes
903502,201564,13947.0,Yes
903503,201564,7816.0,Yes
903100,201674,2750.0,Yes
903288,201674,7250.0,No
903294,201564,7050.0,No
775311,201674,4250.0,Yes
903823,201564,10505.0,No
904018,201894,12474.0,No
903838,201568,3500.0,Yes
903842,201564,2750.0,No
804245,201564,11577.0,No
903971,201564,4750.0,Yes
903910,201564,9908.0,Yes
795245,201564,8250.0,No
903915,201564,12000.0,No
903932,201564,9946.0,No
903946,201564,4750.0,No
904769,201674,6600.0,No
747594,201674,10369.0,Yes
905503,201894,2750.0,Yes
905460,201784,1750.0,Yes
795088,201674,9122.0,No
795185,201564,5250.0,No
905696,201564,15585.0,No
905642,201564,5250.0,Yes
905663,201568,3250.0,Yes
905671,201564,4750.0,No
905206,201564,7458.0,Yes
905209,201568,10750.0,Yes
905210,201564,2053.0,Yes
905437,201564,6250.0,Yes
905438,201564,6250.0,Yes
905439,201564,8750.0,No
905740,201568,18674.0,Yes
905812,201674,8946.0,Yes
905769,201568,4600.0,Yes
905845,201564,6250.0,Yes
905847,202344,25947.0,No
905876,201564,2750.0,Yes
