UID,TERM,FGEN,GRADUATED
1331633,202014,No,No
1331357,201904,No,No
1331655,201894,No,Yes
1331331,201904,No,No
1331573,201894,No,No
1331620,201904,Yes,No
1331768,201904,No,No
1331774,201904,No,No
1331780,201904,Yes,No
1536650,202014,Yes,No
1331808,201904,No,No
1331815,201894,No,No
1331195,202344,No,No
1331291,201894,No,No
1331615,201904,No,Yes
1331796,201904,Yes,No
1332227,201904,Yes,No
1332362,202128,Yes,No
1332374,201894,No,Yes
1332648,202124,No,No
1332413,201904,No,Yes
1332708,202124,Yes,No
1002237,201784,No,Yes
1332371,202014,Yes,Yes
1332164,201904,No,Yes
1332169,201904,Yes,No
1332569,201904,No,No
1331939,201904,Yes,Yes
1331945,201904,Yes,Yes
1331563,201894,No,No
1332193,202014,Yes,Yes
1332347,201904,No,No
1332384,202014,Yes,No
1333145,202124,No,No
1333177,202014,No,No
1333245,201904,Yes,No
1332881,201904,No,No
1332919,201904,No,Yes
1327421,201904,Yes,No
1279879,201904,No,Yes
1333514,201904,No,No
1333651,202014,Yes,No
1333720,202124,Yes,Yes
1333771,202234,No,No
1335683,201904,Yes,Yes
1335874,202234,No,No
1335333,201904,No,Yes
1335334,201904,Yes,No
1335635,201904,Yes,Yes
1335645,201904,Yes,No
1335650,201904,No,No
1333120,201894,No,No
1335812,201904,No,Yes
1335888,202014,No,No
1335900,201894,No,No
1199171,202014,No,Yes
1335271,201904,No,Yes
1332615,201894,No,No
1335469,201904,No,Yes
1336404,201904,No,No
1336433,201904,No,No
1336737,202014,No,No
1336044,201904,Yes,No
1336116,201904,No,Yes
1336414,201904,No,Yes
1336253,202124,No,No
1336422,201904,Yes,No
1337017,201904,Yes,No
1337996,202018,No,No
1338752,201904,No,Yes
1338300,202124,No,No
1338617,202128,Yes,No
1339029,201904,No,No
1339051,202014,No,No
1339092,202234,Yes,No
1340503,201904,No,Yes
1342142,201904,No,No
1344081,201904,No,No
1343461,202014,No,No
1343520,201904,Yes,No
1327220,201904,No,Yes
1344494,201904,No,No
1346575,202128,No,No
1346625,201904,No,No
1347080,201904,Yes,No
1347383,201904,No,No
1347992,201904,No,Yes
1348858,201904,No,No
1349784,201904,No,No
1350784,201904,Yes,No
1350809,201904,No,No
1354012,201904,No,Yes
1354494,201904,Yes,No
1355450,201904,No,No
1355024,201904,No,Yes
1355940,201904,No,No
1356792,201904,No,No
1356461,201904,No,No
1357805,202234,No,No
1357903,201904,Yes,Yes
1358039,202344,No,No
1358837,201904,No,No
1359290,201904,No,No
1358689,201904,No,No
1360322,201904,No,No
1361898,202014,No,No
1362239,201904,No,No
1362621,201904,Yes,Yes
1363076,201904,No,No
1365234,201904,Yes,No
1365536,201904,Yes,No
1367944,201904,No,No
1369931,201904,No,No
1370809,201904,No,No
1370744,201904,No,No
1371449,202014,No,Yes
1371138,201904,No,Yes
1371188,201904,No,Yes
1373036,201904,No,No
1372640,201904,Yes,No
1372687,201904,Yes,No
1373708,201904,No,No
1373273,201904,Yes,Yes
1376588,202124,Yes,No
1376878,201904,No,Yes
1377935,201904,No,No
1378817,202014,No,Yes
1379238,202124,No,Yes
1379290,202018,No,No
1379577,201904,Yes,No
1381642,201904,No,Yes
1382020,201904,No,Yes
1383591,202344,No,No
1383629,202014,No,Yes
1383851,201904,Yes,No
1383191,201904,Yes,No
1383230,201904,No,No
1383996,201904,Yes,No
1384141,201904,No,No
1385815,201904,No,Yes
1385449,201904,No,Yes
1385506,202344,No,No
1385557,201904,Yes,No
1386492,201904,Yes,Yes
1386820,201904,No,Yes
1386357,201904,Yes,Yes
1335708,201904,Yes,No
1387355,201904,Yes,Yes
1389479,201904,No,Yes
1390219,201904,No,No
1390426,201904,No,No
1389899,201904,No,Yes
1390841,201904,No,Yes
1391559,201904,No,Yes
1392277,201904,No,No
1392616,201904,No,Yes
1392896,201904,Yes,No
1393376,201904,Yes,Yes
1392699,201904,Yes,Yes
1393808,201904,No,No
1394588,201904,No,Yes
1394468,202234,No,No
1395122,201904,No,Yes
1397673,201904,Yes,Yes
1398191,201904,No,Yes
1399813,201904,Yes,Yes
1400519,201904,No,Yes
1401631,201904,Yes,No
1401354,201904,Yes,No
1402319,201908,No,Yes
1402903,201904,Yes,Yes
1403099,201898,No,No
1404801,202344,No,No
1405188,202014,No,No
1406331,202014,No,Yes
1407654,202344,Yes,No
1407949,202014,No,No
1408216,202124,Yes,Yes
1408239,202014,No,No
1326902,202014,No,No
1409833,202014,No,No
1409769,202014,Yes,No
1410764,202018,No,No
1410589,202014,No,No
1411428,202014,No,No
1411483,202014,Yes,No
1410793,202014,Yes,No
1411061,202014,No,No
1412033,202014,Yes,No
1412180,202014,Yes,No
1411686,202014,No,No
1411779,202014,No,No
1412257,202014,Yes,No
1412605,202014,No,No
1412709,202014,No,Yes
1413488,202014,No,No
1413155,202014,Yes,No
1413179,202014,No,No
1413180,202014,Yes,No
1413246,202014,No,No
1413480,202124,No,No
1413891,202014,No,No
1414550,202014,No,No
1414569,202014,No,No
1414771,202014,Yes,No
1415702,202014,No,No
1415807,202128,No,No
1415303,202344,No,No
1415437,202014,No,No
1415663,202014,No,No
1416911,202014,Yes,Yes
1417007,202014,No,No
1417077,202014,Yes,No
1417367,202014,No,No
1418706,202014,Yes,No
1418315,202014,No,No
1419999,202014,No,No
1419640,202014,No,No
1419787,202124,Yes,Yes
1419804,202344,Yes,No
1343359,202014,No,No
1420861,202234,No,No
1420469,202014,No,No
1421575,202014,No,Yes
1422158,202014,Yes,No
1422291,202014,No,No
1421951,202014,No,No
1422497,202014,No,No
1422512,202014,No,No
1422519,202124,No,No
1423502,202014,No,No
1423607,202014,Yes,Yes
1424349,202014,No,No
1424423,202014,No,No
1423934,202014,No,No
1425115,202014,Yes,No
1424635,202014,No,Yes
1425807,202014,No,No
1426021,202014,No,No
1425329,202014,No,No
1426429,202014,No,No
1426432,202014,Yes,No
1426954,202014,No,Yes
1427891,202014,No,No
1428081,202014,No,No
1427553,202014,No,No
1428456,202014,No,No
1429188,201904,Yes,No
1430514,201904,No,No
1431323,202124,No,No
1431668,201904,Yes,Yes
1433192,201904,Yes,Yes
1433599,201904,Yes,No
1428842,201904,No,Yes
1436061,201904,No,No
1436459,201904,No,No
1436605,201904,Yes,No
1440413,201904,No,Yes
1440505,201898,No,Yes
1440687,201904,No,No
1440691,202124,No,No
1441093,201904,No,No
1440674,201898,No,Yes
1440675,201898,No,No
1333155,201904,No,No
776352,201904,No,No
1073872,201904,No,Yes
1336423,201904,No,No
1441544,201904,No,No
1441578,201904,No,Yes
1441639,202014,Yes,No
1441969,202124,No,Yes
1441912,201898,No,Yes
1441928,201898,No,No
1441595,201904,Yes,No
1441596,201904,No,No
1442231,201898,No,No
1442234,202014,Yes,No
1442620,201904,Yes,No
1442648,202124,Yes,No
1442651,202124,Yes,No
1442912,201904,No,No
1442476,201904,Yes,Yes
1442623,202124,Yes,Yes
1442737,201904,No,Yes
1442832,201904,No,Yes
1442572,201904,No,No
715771,201904,No,No
1443753,201904,Yes,Yes
1443007,202014,Yes,No
1443256,201904,No,Yes
1443042,201904,Yes,No
1443157,202014,Yes,No
1443317,202014,No,No
1442970,201904,No,Yes
1443145,201904,Yes,Yes
1443244,201904,No,Yes
1443343,202014,No,No
1443344,202234,Yes,No
1443363,202014,Yes,No
1443368,202014,Yes,No
1443373,202124,Yes,No
1443191,202014,Yes,No
1443347,201904,No,Yes
1443546,202014,No,Yes
1443616,201904,No,No
1443506,201904,Yes,Yes
1443185,201904,Yes,Yes
1443186,201898,No,Yes
1443187,201904,No,Yes
1443429,201904,No,No
1442966,202014,Yes,No
1443678,202124,Yes,No
1443414,201904,Yes,No
1443726,201904,Yes,No
1444375,202014,Yes,No
1272055,202234,No,No
1444433,201904,No,Yes
1444009,201904,No,Yes
1219561,201904,No,No
1444329,201904,No,No
1444310,201904,No,No
1444292,201904,Yes,No
1444039,201904,No,No
1444058,202014,Yes,No
1443856,201904,Yes,Yes
1335710,201904,No,Yes
1443963,201904,No,No
1444346,202014,Yes,No
1444357,202014,Yes,No
1444359,202014,Yes,No
1445032,201898,No,No
1445193,201908,No,No
1445241,202238,Yes,No
1444900,201904,No,No
1444998,202014,No,No
1331441,202014,Yes,No
1331440,202234,No,No
1444676,202124,Yes,No
1444680,202124,No,No
1445356,201904,No,Yes
1444773,202234,No,No
1444797,201904,Yes,No
1444884,201904,No,No
1444909,201904,No,No
1331816,201904,No,No
1445059,201898,Yes,No
1445145,202014,No,No
1445486,202014,No,No
1445922,201908,No,No
1446003,201904,No,Yes
1446156,201904,Yes,No
1324966,201904,Yes,Yes
1547601,202014,Yes,No
1548185,202014,No,No
1548211,202014,Yes,No
1446466,201904,Yes,No
1446273,201904,No,No
1446285,201904,No,No
1446569,201904,Yes,Yes
1336084,201904,No,No
1446555,201904,Yes,Yes
1446627,202014,Yes,No
1446799,202234,Yes,No
1446937,202234,No,No
1446400,201904,No,Yes
1446446,202124,Yes,No
1446541,202018,No,No
1446360,202014,No,Yes
1446616,202014,Yes,No
1446734,201904,Yes,No
1446334,201904,No,No
1446694,201904,Yes,No
1446256,201904,No,Yes
1446269,201904,Yes,Yes
1446562,202014,Yes,No
1446298,202014,Yes,No
1446722,201904,No,No
1446802,201904,No,Yes
1447100,201904,No,Yes
1447615,201904,No,Yes
1447618,201904,Yes,No
1447122,202014,No,No
1447242,201904,Yes,Yes
1447295,202234,Yes,No
1447333,202014,Yes,No
1447270,201904,Yes,Yes
1447417,202014,No,No
1447428,202234,No,No
1447438,202234,Yes,No
1447176,202014,No,No
1447207,202124,No,No
1447472,202234,Yes,No
1447494,202344,No,No
1447643,201904,Yes,No
1447653,201904,No,Yes
1447667,201904,No,Yes
1332769,201904,Yes,Yes
1447346,202014,No,No
1447372,202124,Yes,No
1447535,201904,Yes,No
1447233,202014,Yes,No
1447235,202014,No,No
763627,201904,No,No
1271575,201904,Yes,No
1447714,201904,No,Yes
1448258,201904,Yes,No
1447873,202124,No,No
1447969,202014,Yes,No
1447989,202014,Yes,No
1280756,201904,Yes,No
1448074,201904,No,Yes
1448078,201904,Yes,No
1448194,201904,Yes,Yes
783994,202014,No,No
1448390,202124,Yes,Yes
1448455,202124,Yes,No
1448314,201904,No,Yes
1322833,201904,No,Yes
1448290,201904,No,Yes
1448406,201904,No,No
1448435,202014,Yes,Yes
1448545,201904,Yes,No
1448639,201898,No,No
1449006,201908,No,Yes
1449019,201904,No,Yes
1448588,201904,No,No
1448492,202014,Yes,No
1448511,201904,No,No
1442646,202014,No,No
1448422,201904,No,No
1448709,201904,Yes,Yes
1449163,201904,No,Yes
1448934,201904,No,No
1549989,202014,No,No
1448619,202014,No,No
1444378,201904,No,No
1448624,201904,Yes,Yes
1448634,201904,Yes,No
1448820,201904,Yes,Yes
1550000,202014,No,No
1550014,202014,Yes,No
1448505,202014,No,No
1449030,202124,Yes,No
1449078,201904,No,No
1449079,201904,No,Yes
1449102,202124,Yes,No
1449249,201904,No,Yes
1532785,202014,Yes,Yes
1449750,201904,Yes,No
1449752,201904,No,No
1449758,201904,Yes,Yes
1449759,201904,No,Yes
1449335,201904,No,No
1449442,201904,No,Yes
1449297,202234,Yes,No
1449345,202238,No,No
1449351,201904,Yes,Yes
1449355,201904,No,No
1449383,201904,Yes,No
1449386,201904,No,Yes
1449409,201904,Yes,No
1449248,201904,Yes,No
1449325,201904,Yes,No
1449328,201904,No,Yes
1449769,201904,Yes,No
1449795,201904,Yes,No
1447546,201908,No,Yes
1450589,201904,No,No
1450017,201904,Yes,Yes
1450036,202124,Yes,No
1450056,202014,No,Yes
1450219,201904,No,No
1450222,201904,Yes,No
1450223,201904,Yes,Yes
1449942,201908,Yes,Yes
1450276,202234,Yes,No
1450593,201904,No,Yes
1447629,202014,No,Yes
1327502,201904,No,No
1450702,201904,Yes,No
1450113,201904,Yes,Yes
1450991,201904,No,No
1451001,202014,Yes,No
1451092,201904,Yes,Yes
1451340,201904,No,No
1451341,201904,Yes,No
1451349,201904,No,Yes
1450719,202014,No,No
1451373,201904,No,Yes
1451378,201904,No,Yes
1451379,202014,Yes,Yes
1451380,201904,Yes,Yes
1451382,201904,No,No
1451383,201908,No,Yes
1450754,202014,No,Yes
1450766,202014,Yes,No
1451018,201904,No,No
1451024,202238,No,No
1451031,201904,Yes,Yes
1450984,201904,No,No
1551896,202014,Yes,No
1346240,201908,No,Yes
931448,201904,No,No
1451043,201904,No,Yes
1451293,201904,Yes,Yes
1451308,201904,No,Yes
1451318,201904,No,Yes
1451334,201904,No,Yes
1451355,202014,Yes,No
1451385,201904,No,No
1451388,201904,No,Yes
1452026,201904,No,No
1452062,201904,No,No
1452113,201904,No,No
1452064,201904,No,No
1550874,202124,No,No
1452156,201904,No,No
1451569,201904,Yes,No
1451575,201904,Yes,No
1451612,202344,Yes,No
1451459,202014,Yes,No
1451630,201904,Yes,No
1451655,201904,Yes,No
1451927,201904,No,No
1451962,201904,No,No
1452506,201904,Yes,Yes
1452513,201904,Yes,No
1452675,202014,Yes,No
1452677,201904,Yes,No
1452239,202014,Yes,No
1452295,201904,Yes,Yes
1452230,201908,No,Yes
1452249,202014,No,No
1452262,202234,No,No
1452310,201904,No,No
1452427,201904,Yes,No
1452441,201904,No,No
1452849,202014,Yes,Yes
1452593,202014,Yes,Yes
1452625,202014,Yes,No
1687507,202234,Yes,No
1687520,202234,No,No
1452517,201904,No,No
1322707,201904,No,No
1452668,201904,No,No
1452670,201904,No,No
1452860,202014,No,No
1452867,202014,No,No
1452489,201904,No,Yes
1452653,202014,No,No
1452416,201908,Yes,Yes
1452417,201904,No,No
1452419,201908,No,No
1452808,202014,Yes,No
1453363,201904,Yes,No
1453530,201904,Yes,Yes
1453626,202014,No,No
1453086,202014,Yes,No
1453091,202014,Yes,No
1453345,201904,No,No
1453025,201908,No,Yes
1453279,201904,No,Yes
1453280,202014,Yes,Yes
1561651,202014,No,No
1453566,201904,Yes,No
1453572,201904,No,No
1453531,201908,No,Yes
1451102,201904,No,No
1453290,201908,No,Yes
1452301,201904,No,Yes
1452940,201904,No,Yes
1452414,201904,No,Yes
1453422,202234,Yes,No
1452955,201904,No,Yes
1453267,202234,Yes,No
1278733,201904,No,Yes
1453542,202014,No,No
1452907,202014,Yes,No
1453286,201904,No,No
1453288,201904,No,Yes
1453299,202124,No,No
1454161,202014,No,No
1453660,201904,No,Yes
1453709,202124,No,No
1453843,201904,No,Yes
1453846,201904,No,Yes
1453901,202124,No,No
1453907,202124,Yes,No
1453922,202124,No,No
1453928,202128,Yes,No
1453970,202014,No,No
1453981,202014,Yes,No
1453839,201908,Yes,No
1454013,202014,No,No
1453779,202344,Yes,No
1453783,202018,No,No
1453868,202014,No,No
1454654,202014,Yes,Yes
1455032,202014,No,Yes
1455043,201904,No,No
725932,201238,No,Yes
1454934,201904,No,No
1455014,202014,Yes,No
1454474,202014,Yes,No
1455244,201904,Yes,No
1349759,201904,Yes,Yes
1062577,201904,Yes,No
1452276,201904,No,Yes
1455790,202014,Yes,No
709302,201234,Yes,Yes
1455149,201904,No,No
1455283,201904,No,Yes
1455354,202014,No,No
1455140,201908,No,Yes
1452925,201904,Yes,Yes
1455332,201908,No,Yes
1455520,202014,Yes,No
1455138,201904,No,No
1455333,201904,Yes,No
1455337,201904,Yes,No
1455672,202014,No,No
1455935,201904,Yes,No
1455995,202014,No,No
1455919,201904,No,No
1455920,201904,No,Yes
1455356,201904,No,Yes
1280952,201908,No,No
1456140,202014,No,No
1456170,202014,No,No
1455950,201904,Yes,Yes
1455890,202014,No,No
1455891,202014,Yes,No
1455900,201904,No,Yes
1455914,201904,Yes,Yes
1456475,202124,No,No
1456533,202014,Yes,No
1456575,201904,No,Yes
1456740,201904,No,Yes
1457093,202014,No,No
1457276,202124,Yes,No
1457343,202124,Yes,No
1456704,202128,No,No
1456883,202124,No,No
1456940,202014,Yes,No
1456948,202014,No,No
1456719,201904,No,Yes
1456986,202014,No,No
1457017,202014,No,No
1457023,202344,Yes,No
1457156,202014,No,No
1457261,202124,No,No
1457506,202234,No,No
1457735,202234,No,No
1457564,202124,Yes,No
1457980,202124,No,No
1457876,202234,Yes,No
1458042,202234,Yes,No
1457782,202234,No,No
1458759,201904,No,No
1458760,202014,No,No
1458762,201904,No,Yes
1458688,201904,No,No
1459026,201904,No,Yes
1459033,201904,No,No
1458592,201904,No,No
1458619,201904,Yes,No
1458386,202234,Yes,No
1458523,202124,No,No
1458547,202124,No,No
1458555,202014,No,No
1459119,202014,No,No
1459077,202014,Yes,No
1459083,202124,No,No
1459219,202014,No,No
1459233,202014,Yes,No
1459235,202014,No,No
1459413,201904,No,Yes
1326475,202014,No,No
1459375,201904,No,Yes
1459334,202014,Yes,No
1459385,202124,No,No
1460356,202014,No,No
1460518,202014,No,No
1564899,202014,No,Yes
1460429,202124,No,Yes
1459977,202014,No,No
1460064,202014,Yes,No
1461001,202014,No,No
1461022,202014,Yes,No
1461026,202014,No,No
1461044,202014,No,No
1461047,202014,Yes,No
1460902,202014,Yes,No
1461217,202234,No,No
1461144,202014,Yes,No
1461458,202124,No,Yes
1460797,201904,No,No
1460964,202014,Yes,No
1460986,201904,Yes,No
1461176,201904,No,Yes
1461262,202014,Yes,Yes
1461266,202014,Yes,No
1460792,202014,Yes,No
1461184,202128,No,No
1461186,202014,Yes,No
1461655,202234,No,No
1461664,201904,No,No
1461857,202014,No,No
1461485,201904,No,Yes
1462001,202124,No,No
1462048,202014,No,No
1461631,202014,No,No
1461715,202124,No,No
1461588,202014,No,No
1461890,202344,Yes,No
1459114,201904,No,Yes
1461936,202014,No,No
1462019,202014,No,Yes
1462125,202014,Yes,Yes
1461669,202014,Yes,No
1461763,202124,No,No
1461808,202234,Yes,No
1461721,202014,No,No
1462137,202014,No,Yes
1462989,202014,Yes,No
1462993,202014,Yes,No
1462430,202124,Yes,No
1462431,202014,Yes,No
1462467,202014,No,No
1462572,202124,Yes,No
1462558,202234,No,No
1462606,202124,Yes,No
1462579,202124,No,No
1462536,202014,Yes,No
1462644,202014,No,No
1462749,201904,No,Yes
1462592,201904,No,Yes
1462601,201904,No,No
715146,201124,Yes,Yes
1462953,202014,Yes,No
1462955,202014,Yes,No
1463089,202014,Yes,No
1463108,201908,No,Yes
1463280,202014,No,Yes
1463294,202014,Yes,No
1463387,202014,Yes,No
1463780,202014,No,No
1323837,202124,No,No
1463083,201904,Yes,Yes
1463316,201904,Yes,Yes
1463400,202014,Yes,No
1463412,202234,No,No
1458856,202124,No,No
1463834,202234,No,No
1464225,202014,No,No
1463842,202014,Yes,No
1465704,202124,No,No
1466393,202124,No,No
1467551,202014,Yes,No
1468782,202014,No,No
1469198,202124,No,No
1469534,202124,No,Yes
1469114,202014,No,No
1470245,202124,No,No
1469904,202014,No,No
1470693,202124,Yes,No
1470917,202014,No,No
1470306,202124,Yes,No
1472047,202234,No,No
1472852,202124,No,No
1473644,202124,No,No
1473420,202124,No,No
1473501,202014,No,No
1475098,202124,No,No
1201828,202124,No,Yes
1474838,202344,Yes,No
1474926,202124,Yes,No
1474994,202124,Yes,No
1475409,202124,No,No
1476846,202014,Yes,No
1477456,202014,Yes,No
1477569,202014,No,Yes
1478099,202014,Yes,No
1477815,202014,No,No
1478994,202124,Yes,No
1479367,202344,Yes,No
1479609,202124,No,No
1480411,202014,No,No
1480820,202124,No,No
1480716,202124,No,No
1482309,202344,No,No
1482167,202124,No,No
1482804,202014,Yes,No
1483453,202124,Yes,No
1483715,202124,Yes,No
1484164,202124,No,No
1484192,202014,Yes,Yes
1484494,202014,No,No
1485463,202124,No,Yes
1484947,202124,No,No
1486231,202014,No,No
1486258,202014,Yes,No
1486577,202014,Yes,No
1487932,202018,Yes,No
1488919,202014,No,No
1488732,202014,No,No
1489715,202014,No,Yes
1490473,202014,No,No
1490098,202234,No,No
1490312,202014,No,No
1490598,202014,No,No
1490904,202124,No,No
1491482,202014,No,Yes
1491492,202014,No,No
1491647,202014,No,No
1492105,202014,No,No
1492172,202344,No,No
1492250,202014,No,No
1492442,202014,No,No
1493879,202014,No,No
1496336,202014,No,No
1496046,202014,No,No
1496725,202124,Yes,No
1496500,202014,No,No
1496501,202014,Yes,No
1496552,202014,Yes,No
1497826,202124,No,No
1497716,202124,Yes,No
1498303,202124,Yes,No
1498419,202014,No,No
1500999,202014,No,No
1501201,202124,No,No
1502094,202124,No,No
1502813,202124,No,No
1502714,202124,No,No
1503223,202344,Yes,No
1503723,202124,Yes,No
1504976,202014,No,No
1504568,202124,Yes,No
1504626,202124,No,No
1506087,202344,No,No
1506161,202014,No,No
1507386,202124,Yes,No
1507492,202234,Yes,No
1508649,202014,No,No
1508370,202124,No,No
1508578,202124,No,No
1508987,202014,Yes,No
1510117,202014,Yes,No
1509518,202014,No,No
1512337,202234,Yes,No
1513143,202124,No,No
1513206,202014,No,No
1514138,202014,No,No
1514203,202014,No,No
1513822,202124,No,No
1513823,202124,No,No
1513978,202124,No,No
1515219,202234,Yes,No
1514612,202124,Yes,No
1515533,202014,No,No
1516465,202014,Yes,No
1517657,202124,No,No
1519542,202014,No,No
1519652,202124,Yes,No
1520759,202124,Yes,Yes
1521132,202124,No,Yes
1521140,202124,No,No
1522254,202234,No,No
1522288,202014,No,No
1522406,202124,No,No
1522931,202124,No,No
1522754,202124,Yes,No
1523802,202344,No,No
1524629,202124,Yes,No
1525027,202124,No,No
1525575,202014,Yes,No
1526561,202124,No,No
1527292,202124,No,No
1527341,202014,No,No
1526869,202124,Yes,No
1526954,202014,Yes,No
1529016,202014,No,No
1528718,202124,No,No
1528851,202014,No,No
1529134,202234,Yes,No
1530328,202014,No,Yes
1531413,202124,No,No
1531511,202014,No,No
1531525,202014,No,No
1531753,202014,Yes,Yes
1532442,201904,No,No
1532690,202014,No,No
1532176,201904,No,Yes
1532528,202124,No,No
1532655,201904,No,No
1532752,202014,No,No
1532154,202014,Yes,Yes
1532299,201904,No,No
1532151,202014,No,No
1532252,201904,No,Yes
1532376,202014,No,Yes
1532422,202124,No,No
1532441,201904,No,No
1532103,202014,No,No
1532210,201904,No,No
679269,201018,No,Yes
1532788,202014,Yes,No
1533399,202234,Yes,No
1533402,202124,No,No
1532791,202014,No,No
1532894,202124,No,No
1533496,202014,No,No
1533494,202014,Yes,No
1533002,202014,Yes,No
1533018,201904,No,Yes
1533156,202234,Yes,No
727644,201564,Yes,Yes
1533935,202014,Yes,No
1221322,202014,No,No
1452986,202124,No,No
1533956,201908,No,No
1534018,202014,No,No
1534091,202014,Yes,Yes
1534129,202014,No,No
1534028,202014,No,No
1534057,202014,No,No
1533715,202014,No,No
1533738,202344,Yes,No
1533775,202234,Yes,No
1533864,202234,Yes,No
1533994,202124,Yes,No
1533997,201908,No,Yes
1534327,201904,No,Yes
1534319,202124,No,Yes
1535721,202344,No,No
1535593,202234,Yes,No
1535657,201908,No,Yes
1535830,202124,No,No
1535680,202014,No,No
1536064,202014,No,Yes
1536510,202014,Yes,No
1273233,202014,Yes,Yes
1201782,202014,Yes,No
1535915,202124,Yes,No
1535957,202014,No,No
1535870,202124,Yes,No
1535885,202014,No,No
1535903,202124,No,No
1536866,202234,No,No
1536754,202344,Yes,No
1536852,202014,Yes,No
1536784,202014,No,No
1542361,202014,No,No
1542586,201908,No,Yes
1542919,202014,No,Yes
1542931,202014,No,No
1543156,202014,No,No
1542631,202014,No,No
1542632,202014,No,No
1543025,202014,Yes,No
1542715,202234,Yes,No
1542826,202014,No,Yes
1756897,202234,No,No
683393,201128,No,Yes
523031,201018,No,Yes
1756904,202234,Yes,No
1542740,202014,No,Yes
1542747,202014,No,No
1543508,202014,No,No
1543350,201908,No,Yes
1543550,202014,No,No
1543415,202014,Yes,No
1543670,202014,No,Yes
1543711,202014,Yes,No
1543901,202014,Yes,No
1543956,202014,No,No
1452200,202014,No,No
1543933,202014,Yes,No
1544040,202124,No,No
1543352,202014,No,No
1543715,202014,No,No
1543992,202124,No,No
1543730,202014,No,No
1544101,202234,No,No
1544102,202014,No,Yes
1544158,202014,No,No
1757378,202234,No,No
1544152,202014,No,Yes
1544188,202014,Yes,No
1544279,202124,Yes,No
1544280,202124,Yes,No
1544321,202014,Yes,No
1544422,202234,No,No
1544454,202124,No,No
1545097,202014,No,No
1545098,202014,No,No
1545190,202014,No,No
1535563,202014,No,No
1544801,202014,No,No
1544838,202014,No,No
1544697,202014,No,No
1544748,202014,Yes,No
1544796,202124,Yes,No
1544887,202014,Yes,No
1544659,202014,Yes,No
1544535,202124,No,No
1544812,202014,No,No
1545050,202014,No,No
1545053,202014,Yes,No
1545070,202014,Yes,No
1544591,202014,No,No
1544743,202234,Yes,No
1545137,202014,No,No
1544498,202014,No,No
1544862,202344,No,No
1334020,202014,No,No
1545193,202014,No,Yes
1544668,202124,No,No
1544985,201908,Yes,No
1544987,202124,Yes,No
1544744,202124,Yes,No
1544850,202018,No,No
1605205,202124,Yes,No
1545182,202344,No,No
1545235,202014,Yes,No
1545278,202128,No,No
1545280,202124,No,No
1545911,202014,Yes,No
1621426,202124,No,No
1546050,202124,Yes,No
1545854,202014,Yes,No
1545291,202124,Yes,No
1545886,202014,Yes,Yes
1545771,202014,Yes,No
1545795,202124,No,No
1545807,202014,No,No
1545815,202234,No,No
1545829,202014,No,No
1545839,202014,Yes,No
1546090,202014,Yes,No
1546236,202014,Yes,No
1546112,202014,No,Yes
1546275,202018,No,Yes
1546362,202014,No,No
1546383,202344,No,No
1546384,202014,Yes,No
1546385,202124,No,No
1331582,202014,No,No
1546790,202014,No,No
1643896,202128,No,No
1546806,202234,Yes,No
1546823,202238,Yes,No
1546827,202014,Yes,No
1546375,202014,No,No
1546379,202014,Yes,No
1546216,202014,Yes,No
1546288,202014,No,No
1546344,202014,No,No
1546120,202014,Yes,Yes
1546231,202014,No,No
1547090,202014,No,No
1546863,202014,No,No
1547093,202014,Yes,No
1546958,202124,Yes,No
1547312,202014,No,No
1547374,202014,No,No
1547340,202124,Yes,No
1547441,202014,Yes,No
1547588,202014,Yes,No
1547649,202014,Yes,Yes
1547464,202124,No,No
1548060,202014,No,No
1548061,202014,No,No
1547559,202014,Yes,No
1548158,202124,No,No
1548191,202014,Yes,No
1548213,202124,Yes,No
1547900,202234,No,No
1548247,202234,No,No
1547636,202014,Yes,Yes
1547638,202124,Yes,No
1547723,201908,No,Yes
1548087,202014,No,No
1548417,202124,No,No
1548442,202344,Yes,No
1548484,202344,Yes,No
1548500,202344,No,No
1548597,202014,No,No
1548630,202014,Yes,No
1548638,202014,Yes,No
1548494,202014,No,No
1648093,202124,No,No
1548589,202124,No,No
1549029,202014,No,No
1548260,202344,Yes,No
1548265,202234,Yes,No
1548270,202234,No,No
1548280,202344,Yes,No
1548281,202234,Yes,No
1548288,202344,Yes,No
1548289,202014,Yes,No
1548496,202014,Yes,No
1548498,202014,No,No
1548507,202014,No,No
1548520,202014,No,No
1548731,202124,No,No
1548737,202344,Yes,No
1548747,202124,Yes,No
1548524,201908,No,Yes
1548614,201908,No,Yes
1548615,202014,Yes,No
1548816,202014,Yes,No
1548572,202014,Yes,No
1548700,202124,No,No
1548830,202124,No,No
1548838,202124,Yes,No
1548848,202124,Yes,No
1548855,202124,No,No
1548178,202014,Yes,No
1548861,202124,Yes,No
1548899,202344,No,No
1548907,202234,No,No
1651295,202018,Yes,No
1549062,202124,Yes,No
1549246,202014,No,No
1549254,202014,No,Yes
1452423,202014,No,No
1549793,202014,Yes,No
1549824,202014,Yes,No
1549825,202014,No,No
1549828,202014,No,No
1549476,202014,Yes,No
1325738,201908,No,Yes
1549259,202124,No,No
1549528,202124,Yes,No
1549676,202234,No,No
1549737,202014,Yes,No
1549218,202124,No,No
1549226,201908,No,No
1549355,202014,No,No
1649633,202018,No,No
1549064,202124,No,No
1549310,202014,Yes,No
