UID,TERM,DFWIS,GRADUATED
700448,201238,2,Yes
700492,201128,1,Yes
700495,201128,1,No
700496,201124,0,Yes
700500,201018,1,Yes
700563,201234,0,Yes
700566,201124,1,No
678535,201124,0,Yes
700661,201124,0,No
700683,201894,0,Yes
700704,201238,1,Yes
700739,201124,0,Yes
700765,201124,0,Yes
700766,201234,0,Yes
700774,201124,0,Yes
700802,201124,1,Yes
700809,201124,7,No
700829,201124,3,Yes
700834,201234,0,Yes
700836,201124,1,No
700903,201128,1,Yes
700910,201124,0,Yes
700937,201234,1,No
700948,201124,9,Yes
700957,201128,0,Yes
700979,201124,0,No
700980,201454,0,No
700989,201124,0,Yes
700995,201124,0,Yes
701086,201564,0,Yes
701091,201894,1,Yes
701112,201234,0,Yes
701116,201564,5,Yes
701157,201018,0,Yes
701160,201124,0,Yes
701163,201018,0,Yes
701164,201124,2,No
701166,201124,0,Yes
701173,201234,8,No
701175,201124,0,Yes
701178,201124,0,No
701182,201124,5,No
701192,201124,2,Yes
701203,201124,4,Yes
701205,201124,0,Yes
701265,201348,0,Yes
701268,201124,1,Yes
701269,201124,0,Yes
701273,201124,1,Yes
701274,201124,4,No
701310,201124,0,Yes
701316,201348,5,Yes
701341,201128,0,Yes
50845,201018,0,Yes
701423,201124,0,Yes
701427,201124,14,Yes
701430,201124,0,No
701477,201124,0,Yes
701483,201128,2,Yes
701492,201124,8,No
701501,202344,0,No
701522,201454,1,Yes
701523,201128,0,Yes
701577,201124,1,No
701581,201124,6,No
701771,201344,3,No
701825,201124,0,Yes
701833,201234,0,Yes
701840,201124,3,Yes
701865,201344,5,No
701868,201128,0,Yes
701870,201234,1,Yes
701904,201238,4,No
701923,201124,1,Yes
701929,201124,5,No
701970,201124,3,No
701987,201124,3,Yes
701991,201124,1,Yes
701996,201128,1,Yes
701999,201124,0,Yes
702004,201124,0,Yes
702008,201124,0,Yes
702010,201128,9,No
701998,201124,0,Yes
702020,201124,0,Yes
702021,201124,0,Yes
702024,201124,5,Yes
702029,201124,3,Yes
702076,201124,0,No
702100,201124,0,Yes
702103,201124,0,Yes
702113,201124,0,Yes
702129,201344,1,Yes
702215,201124,0,Yes
702216,201124,9,No
702219,201124,0,Yes
702224,201128,0,Yes
702229,201124,1,No
702234,201128,0,Yes
702261,201344,3,Yes
702295,201124,9,No
702341,201124,2,No
702343,201124,0,Yes
702348,201124,0,Yes
702350,201018,0,Yes
702359,201674,0,Yes
702411,201674,0,Yes
702422,201564,0,Yes
702466,201234,0,No
702491,201238,0,Yes
702519,201124,0,Yes
702522,201124,10,No
702523,201124,2,No
702559,201124,6,No
702304,201018,0,No
702302,201018,0,No
702624,201124,0,Yes
702630,201124,0,Yes
702637,201124,0,No
702645,201124,0,Yes
702651,201124,1,Yes
702653,201124,2,No
702657,201124,0,No
702658,201124,1,Yes
702661,201124,0,Yes
702662,201124,6,No
702666,201234,1,Yes
702667,201124,0,No
702313,201124,0,No
702669,201124,0,Yes
702709,201124,0,Yes
702736,201128,2,Yes
702741,201124,5,Yes
702762,201124,1,No
702850,201124,1,Yes
702853,201124,2,Yes
702892,201124,0,Yes
702902,201124,1,No
702906,201124,4,Yes
702908,201124,0,Yes
702912,201128,4,No
681113,201018,0,No
702949,201124,6,No
703005,201234,8,Yes
703006,201124,4,Yes
703008,201124,0,No
703009,201124,1,No
703017,201124,1,Yes
703018,201124,4,No
703026,201344,4,Yes
703060,201124,0,Yes
703063,201124,0,Yes
703076,201124,0,Yes
703084,201124,1,No
703086,201124,3,Yes
703103,201124,3,Yes
703115,201124,7,Yes
703142,201124,0,Yes
703148,201128,6,No
703154,201124,1,Yes
703160,201124,1,Yes
703165,201124,1,Yes
703166,201128,5,No
703168,201124,0,Yes
703120,201124,5,No
703178,201124,0,Yes
703193,201124,0,No
703194,201124,12,Yes
703196,201124,0,Yes
703199,201128,9,Yes
703230,201124,0,Yes
703231,201454,0,Yes
703249,201124,0,Yes
703262,201124,1,Yes
703267,201124,4,No
703272,201124,0,Yes
703274,201124,0,Yes
703292,201124,6,Yes
703296,202344,0,No
703314,201234,9,No
703332,201124,3,No
703358,201124,12,No
703364,201124,0,Yes
703365,201124,13,No
703391,201344,1,Yes
703422,201124,0,Yes
703451,201124,0,Yes
703502,201128,0,Yes
703531,201124,0,Yes
703536,201124,3,Yes
703547,201124,0,Yes
703548,201124,3,No
703555,201124,0,Yes
703561,201124,5,No
703570,201344,9,Yes
703574,201454,0,Yes
703575,201124,2,No
703631,201234,1,Yes
703649,201124,2,No
703675,201124,0,Yes
703679,201124,8,No
703681,201124,2,Yes
703683,201124,3,No
703687,201124,5,Yes
703690,201124,0,Yes
703692,201124,8,Yes
703708,201454,0,Yes
703730,201454,0,Yes
703767,201124,7,Yes
703783,201674,0,Yes
703812,201124,4,Yes
703819,201124,0,Yes
703828,201124,6,Yes
703832,201124,0,Yes
703847,201124,3,Yes
703855,201124,1,Yes
703867,201124,5,No
703870,201344,4,Yes
703884,201348,3,Yes
703960,201124,1,Yes
703967,201128,7,Yes
703997,201124,6,No
704007,201124,0,Yes
704012,201124,0,Yes
704023,201564,0,Yes
704057,201234,1,Yes
704058,201124,3,Yes
704106,201234,2,No
704140,201124,2,Yes
704186,201348,4,No
704192,201124,1,No
704204,201128,4,Yes
704205,201124,0,Yes
704207,201124,1,Yes
647962,201018,9,Yes
704268,201124,0,No
704272,201124,0,No
704344,201234,0,No
705808,201344,0,Yes
705873,201344,1,No
704404,201454,0,Yes
704444,201124,14,Yes
704468,201344,6,Yes
704479,201234,1,Yes
701486,201124,0,Yes
704525,201454,2,Yes
704617,201234,1,Yes
704653,201344,0,No
704657,201674,0,Yes
704679,201454,0,Yes
704762,201234,1,Yes
704875,201234,0,Yes
704877,201234,0,Yes
704879,201234,0,Yes
704953,201234,2,Yes
704964,201234,0,Yes
704984,201234,0,Yes
704986,201234,1,No
705031,201234,0,Yes
705086,201234,0,No
705105,201234,1,Yes
705133,201344,1,Yes
705149,201234,1,Yes
705211,201344,2,No
705256,201234,0,Yes
705261,201234,0,Yes
705293,201344,1,No
705319,201234,0,Yes
705354,201344,8,No
705483,201344,0,Yes
705531,201344,0,Yes
705538,201344,13,No
705539,201344,0,Yes
705908,201344,0,Yes
705915,201344,0,Yes
706112,201234,0,Yes
706121,201238,8,No
706168,201234,1,Yes
706182,201234,13,No
706242,201458,0,Yes
706271,201234,2,Yes
706326,201234,0,Yes
706401,201894,1,Yes
706497,201344,0,Yes
706550,201344,0,Yes
706562,201344,0,No
706581,201234,0,Yes
706599,201564,0,Yes
706624,201564,0,Yes
706721,201124,0,Yes
706741,201564,0,Yes
706753,201454,0,Yes
706761,201124,0,Yes
706777,201124,3,No
706886,201454,4,Yes
706962,201124,0,Yes
706970,201124,0,Yes
706978,201564,0,No
707041,201234,1,Yes
707050,201348,0,Yes
707078,201124,0,Yes
707079,201124,0,No
707084,201128,0,No
707095,201128,1,Yes
707036,201124,0,Yes
707108,201124,0,No
707190,201348,0,No
707256,201454,2,Yes
707282,201234,0,Yes
707414,201234,2,No
707436,201348,0,Yes
707472,201344,5,No
707546,201344,0,No
707620,201234,1,Yes
707621,201124,0,Yes
707622,201124,2,No
707663,201124,0,Yes
707705,201124,4,No
707711,201124,2,Yes
707750,201124,0,Yes
707753,201124,0,Yes
707757,201234,0,Yes
707764,201234,8,No
707834,201234,2,No
707837,201344,0,Yes
707894,201344,0,Yes
707898,201344,1,No
707912,201234,3,Yes
707921,201238,12,Yes
707935,201238,4,Yes
707940,201234,0,Yes
707943,201124,6,No
708086,201564,0,Yes
708091,201234,1,Yes
708101,201454,0,Yes
708111,201128,0,Yes
708115,201128,2,No
708119,201234,0,Yes
708123,201124,1,Yes
708127,201124,0,Yes
708132,201234,0,Yes
708167,201124,2,Yes
708168,201454,0,Yes
708235,201124,0,Yes
708239,201124,1,Yes
708242,201454,3,Yes
708256,201234,4,No
708328,201124,0,Yes
708363,201124,5,No
708374,201234,5,No
708391,201234,1,Yes
708413,201128,1,No
708414,201124,0,Yes
708427,201234,0,Yes
708441,201124,0,No
708442,201124,0,Yes
708451,201234,1,No
708529,201234,2,Yes
708533,201344,6,Yes
708556,201124,1,Yes
708559,201124,3,No
708565,201238,4,No
708566,201234,8,No
708575,201238,0,Yes
708591,201674,0,Yes
708434,201124,0,Yes
708604,201234,0,Yes
708605,201234,7,No
708611,201564,0,Yes
708616,201124,2,No
708618,201124,2,No
708620,201124,0,Yes
708625,201124,3,Yes
708627,201344,0,Yes
708642,201124,3,Yes
708951,201454,0,Yes
709286,201234,1,Yes
709352,201238,0,Yes
709378,201234,0,Yes
709394,201234,0,No
709484,201234,1,Yes
709542,201234,13,No
709553,201234,0,No
709651,201234,0,No
709750,201234,0,Yes
709766,201234,4,No
709906,201234,1,Yes
709908,201234,0,Yes
709911,201344,1,Yes
708469,201124,0,Yes
710033,201234,2,No
710073,201234,0,Yes
710083,201124,2,Yes
710176,201128,10,Yes
710388,201234,1,Yes
710487,201234,2,No
710618,201234,0,Yes
710642,201234,0,Yes
710708,201234,0,Yes
710730,201234,0,Yes
710775,201234,1,Yes
710791,201234,0,No
710816,201234,0,Yes
710822,201564,0,Yes
710927,201234,0,Yes
711126,201124,2,No
711134,201234,0,Yes
711158,201344,1,Yes
711162,201124,3,No
711186,201234,0,Yes
711187,201124,0,Yes
711195,201344,1,Yes
711214,201234,0,Yes
711270,201128,4,Yes
711282,201238,0,Yes
711346,201344,5,No
711347,201454,4,No
708088,201124,0,Yes
711362,201234,0,Yes
711393,201124,0,Yes
711413,201234,14,No
711486,201124,7,Yes
711487,201124,1,Yes
711516,201238,1,Yes
711605,201234,0,Yes
711673,201234,3,Yes
711686,201238,0,Yes
711719,201234,1,Yes
711812,201458,0,Yes
711871,201674,1,No
711876,201124,9,No
711877,201124,0,Yes
711891,201234,0,Yes
711902,201234,1,Yes
711943,201564,1,Yes
712010,201234,1,Yes
712049,201234,5,Yes
712063,201234,2,No
712113,201234,0,Yes
712114,201344,0,Yes
712120,201234,1,Yes
712132,201344,3,No
712189,201234,5,Yes
712197,201344,0,Yes
712283,201234,0,Yes
712286,201124,0,Yes
712295,201124,0,Yes
712297,201124,1,No
712339,201454,1,No
712342,201234,0,Yes
697466,201124,0,Yes
712371,201124,0,No
712381,201124,2,No
712388,201894,0,Yes
712446,201128,1,Yes
712448,201124,4,No
712461,201234,0,Yes
712555,201124,9,No
712557,201124,0,No
712633,201124,6,No
712635,201124,4,No
712697,201124,6,No
712734,201234,0,Yes
712768,201124,0,Yes
712779,201454,0,Yes
712827,201124,9,Yes
712885,201344,1,Yes
712918,201234,0,Yes
712937,201568,0,Yes
712948,201344,12,No
712967,201234,0,Yes
713060,201128,1,Yes
713098,201124,1,Yes
713187,201234,1,Yes
707876,201564,1,Yes
713219,201238,2,Yes
713223,201784,1,Yes
713230,201124,2,No
713236,201128,1,Yes
713237,201128,1,Yes
713317,201124,5,No
713375,201234,0,Yes
713554,201128,4,Yes
713642,201344,1,Yes
713749,201124,7,Yes
707635,201564,10,No
712511,201124,0,Yes
713799,201234,0,No
713810,201234,0,Yes
713859,201564,5,Yes
713901,201344,1,Yes
713935,201124,0,Yes
713961,201234,0,Yes
714040,201344,15,No
714088,201234,0,Yes
714126,201124,1,Yes
714173,201238,2,Yes
714189,201454,0,Yes
714194,201564,0,No
714199,201234,0,No
714207,201124,3,Yes
714211,201124,0,Yes
714212,201344,0,Yes
714223,201238,0,Yes
714238,201124,0,Yes
714263,201234,3,No
714264,201124,3,Yes
714265,201344,0,Yes
714267,201234,0,Yes
714293,201564,5,No
714311,201454,0,Yes
714315,201234,6,Yes
714325,201344,0,Yes
714329,201234,3,Yes
714333,201124,0,Yes
714357,201124,0,Yes
714377,201238,1,Yes
714405,201234,0,Yes
714411,201234,5,Yes
714421,201344,0,Yes
714427,201234,0,Yes
714437,201234,0,Yes
714450,201348,0,Yes
714456,201234,4,Yes
714462,201124,1,No
714465,201128,4,No
714580,201674,0,Yes
714727,201784,0,Yes
714780,201234,2,No
714836,201674,0,Yes
714839,201238,0,No
712293,201124,0,Yes
714850,201234,0,Yes
714995,201128,1,Yes
714999,201454,0,Yes
715049,201564,7,Yes
715050,201564,0,Yes
715051,201784,0,Yes
695234,201124,0,Yes
683442,201124,13,No
715070,201234,3,No
715097,201674,2,No
715163,201128,1,No
715212,201124,7,Yes
715224,201344,0,Yes
715244,201564,0,Yes
715203,201234,0,Yes
715283,201124,3,No
715284,201124,15,No
715300,201344,0,Yes
715308,201344,0,Yes
715320,201344,2,No
715325,201344,1,Yes
715327,201564,0,Yes
715341,201564,0,Yes
715355,201894,2,Yes
715361,201124,3,Yes
715369,201234,5,Yes
715371,201234,1,Yes
715379,201238,0,Yes
715398,201344,0,Yes
715430,201674,0,Yes
715436,201454,5,Yes
715477,201674,1,Yes
715502,201564,1,Yes
715505,201344,0,Yes
715517,201674,0,Yes
715519,201344,7,No
715527,201564,4,Yes
715536,201348,3,Yes
715623,201564,0,Yes
715652,201784,1,Yes
715689,201904,0,Yes
715703,201674,1,Yes
715718,201784,0,Yes
715749,201454,0,Yes
715796,201674,0,Yes
715800,201784,1,Yes
715836,201234,1,Yes
715873,201564,5,No
715909,201454,0,Yes
715915,201454,4,No
715920,201674,1,Yes
715938,201674,0,Yes
715972,201234,5,No
715984,201344,6,No
715986,201348,1,Yes
715992,201454,6,No
715994,201348,0,Yes
716003,201564,3,Yes
716005,202014,2,No
716051,201128,1,Yes
716071,201458,4,No
716092,201894,1,Yes
716101,201344,10,No
716105,201564,0,Yes
716114,201564,0,Yes
716152,202124,0,No
716155,201674,0,Yes
716153,201234,1,Yes
716170,201344,0,Yes
716179,201234,0,No
716191,201124,0,No
716220,201238,3,Yes
716229,201234,2,Yes
716290,201234,3,No
716330,201234,3,Yes
716337,201234,0,Yes
716418,201124,4,No
716425,201568,0,Yes
716539,201234,4,Yes
716550,201234,3,Yes
716554,201234,1,Yes
716573,201234,4,No
716581,201234,1,No
716593,201234,0,Yes
716608,201344,1,Yes
716618,201234,6,No
716621,201904,0,Yes
716628,201234,1,Yes
716630,201234,0,No
716652,201234,0,Yes
716658,201894,4,Yes
716665,201124,0,Yes
716683,201234,0,Yes
716686,201124,0,Yes
716688,201124,0,No
716718,201128,1,No
716729,201124,1,Yes
716736,201894,10,No
716799,201234,0,Yes
716811,201128,4,No
716887,201348,0,Yes
716910,201234,0,Yes
716914,201128,1,No
716987,201894,0,Yes
717000,201238,2,No
717014,201344,2,Yes
717041,201128,0,Yes
717049,201238,6,Yes
717054,201234,1,Yes
717069,201234,0,Yes
717070,201238,1,Yes
717134,201234,0,Yes
717147,201234,0,Yes
717160,201234,0,Yes
717161,201234,0,Yes
717170,201454,0,Yes
717183,201124,0,Yes
717231,201344,0,No
717233,201234,0,Yes
716827,201234,0,Yes
717277,201124,1,Yes
717330,201234,0,Yes
717423,201234,0,Yes
717503,201344,0,Yes
717507,201344,4,Yes
717508,201128,0,Yes
717680,201234,0,Yes
719124,201234,1,Yes
717738,201238,0,Yes
717745,201234,0,Yes
717766,201124,2,Yes
717817,201344,9,Yes
717819,201234,0,Yes
717821,201238,1,Yes
717840,201234,0,No
717881,201234,0,Yes
717892,201234,0,No
717917,201344,4,Yes
717952,201344,7,No
717954,201454,6,Yes
717960,201234,3,No
717998,201234,2,Yes
718008,201904,3,No
718054,201128,2,Yes
718056,201234,0,Yes
718073,201234,1,Yes
718075,201344,0,No
718118,201238,0,Yes
718159,201234,2,No
718174,201234,0,Yes
718177,201238,0,Yes
718204,201128,0,No
718308,201128,3,Yes
718325,201234,0,Yes
718341,201234,2,Yes
718348,201344,2,Yes
718353,201234,4,Yes
718359,201234,0,Yes
718368,201238,0,Yes
718392,201234,1,No
718400,201128,0,No
718485,201234,0,Yes
718503,201238,0,Yes
718511,201238,0,Yes
718533,201344,1,Yes
718542,201234,0,Yes
718543,201234,0,Yes
718549,201234,0,Yes
718568,201238,0,Yes
718658,201128,0,Yes
718678,201128,0,Yes
718685,201234,0,Yes
718688,201234,0,Yes
718756,201234,0,Yes
718786,201128,5,No
718854,201344,1,Yes
723220,201234,0,Yes
719027,201234,1,No
719032,201568,3,No
719044,201234,0,Yes
719065,201128,4,Yes
719104,201564,9,No
719106,201234,0,Yes
719118,201344,2,Yes
719128,201348,15,Yes
719136,201344,0,No
719237,201238,0,Yes
719258,201234,0,Yes
719305,201238,0,Yes
719327,201234,0,Yes
719333,201564,0,Yes
719334,201234,0,Yes
719339,201344,0,Yes
719340,201234,0,Yes
719347,201344,6,Yes
719357,201344,7,Yes
719405,201234,4,Yes
719416,201564,1,Yes
719425,201234,2,No
719448,201234,2,Yes
719451,201234,1,No
719651,201344,0,Yes
719660,201344,0,Yes
719703,201344,7,Yes
719793,201234,1,Yes
719820,201234,1,Yes
719840,201234,0,No
719841,201234,0,No
719848,201128,4,Yes
719854,201238,0,Yes
719865,201128,0,Yes
719919,201234,1,Yes
714006,201234,0,Yes
720036,201348,0,Yes
720081,201234,2,No
720165,201344,0,Yes
720174,201234,0,Yes
720187,201344,2,No
720205,201238,1,Yes
720209,201128,0,Yes
720210,201454,4,No
720211,201128,4,Yes
720212,201234,9,No
720227,201234,1,Yes
720234,201234,17,Yes
720305,201234,12,No
720396,201128,0,Yes
720397,201234,5,No
720399,201234,0,Yes
720401,201344,3,Yes
720408,201344,0,Yes
720435,201344,0,Yes
720473,201234,0,Yes
720518,201234,3,Yes
720525,201128,2,No
720568,201344,0,Yes
720591,201128,1,Yes
720592,201234,1,No
720650,201234,0,No
720651,201128,1,Yes
720652,201234,1,No
720648,201234,0,Yes
720655,201234,1,Yes
720658,201234,5,Yes
720660,201234,2,Yes
720723,201344,2,No
720738,201234,0,No
720758,201344,1,Yes
720782,201234,0,Yes
720785,201344,1,Yes
720808,201348,0,Yes
720849,201234,0,Yes
720869,201128,8,Yes
720884,201234,6,No
720920,201234,0,Yes
720927,201234,2,Yes
720942,201344,0,Yes
720962,201234,4,Yes
720964,201234,0,Yes
720971,201238,0,Yes
720991,201234,1,Yes
721023,201234,0,No
721062,201234,3,Yes
721078,201234,0,Yes
721104,201128,0,Yes
721124,201234,0,Yes
721154,201344,1,Yes
721227,201344,0,Yes
721230,201234,0,Yes
721235,201234,2,Yes
721297,201234,7,Yes
721339,201234,1,Yes
721354,201234,4,No
721360,201344,0,Yes
721361,201234,0,Yes
721366,201344,0,Yes
721369,201234,0,Yes
721372,201234,0,Yes
721391,201234,1,Yes
721395,201238,0,Yes
721414,201234,3,No
721475,201678,0,Yes
721482,201344,0,Yes
721508,201234,0,Yes
721523,201348,0,Yes
721525,201344,0,Yes
721526,201238,1,Yes
721537,201234,3,No
721617,201344,1,Yes
721621,201234,10,No
721626,201234,0,Yes
721673,201234,1,Yes
721679,201238,2,No
721706,201904,0,Yes
721750,201234,0,Yes
721760,201234,1,No
721763,201238,0,Yes
721773,201234,0,Yes
721783,201234,0,Yes
721799,201344,1,Yes
721805,201234,0,Yes
721821,201344,4,No
721823,201344,1,Yes
721836,201234,0,No
721837,201344,2,No
721877,201128,0,Yes
721897,201344,7,Yes
721927,201344,0,Yes
721991,201234,0,Yes
722015,201348,16,Yes
722024,201234,2,Yes
722026,201234,8,Yes
722027,201234,0,Yes
722075,201238,0,Yes
722076,201234,0,Yes
722077,201238,0,Yes
722086,202014,1,No
722099,201564,10,Yes
722156,201234,1,No
722158,201344,3,Yes
722166,201234,3,No
722184,201234,1,Yes
722186,201234,6,No
722220,201344,1,Yes
722255,201234,1,No
722262,201128,0,No
722265,201234,4,No
722293,201348,0,Yes
722296,201454,1,No
722322,201238,1,No
722350,201348,0,Yes
722361,201234,0,Yes
722366,201344,0,Yes
722407,201344,1,Yes
722417,201344,1,Yes
722419,201344,7,Yes
722446,201234,8,No
722502,201344,0,Yes
722528,201238,2,Yes
722569,201234,2,Yes
722624,201234,0,Yes
722636,201234,0,Yes
722637,201128,1,Yes
722638,201234,3,No
722658,201234,0,Yes
722674,201234,5,Yes
722675,201234,0,Yes
722677,201234,1,No
722680,201234,0,Yes
722684,201454,0,Yes
722796,201674,4,No
722829,201234,0,Yes
722832,201344,0,Yes
722833,201564,11,Yes
722834,201344,0,Yes
722862,201234,1,Yes
722892,201234,0,No
722894,201234,0,Yes
722899,201234,5,Yes
722903,201784,0,Yes
722904,201234,0,Yes
722908,201234,1,No
722916,201458,0,Yes
722931,201234,1,Yes
722946,201234,2,Yes
722957,201234,0,Yes
722979,201234,9,Yes
722982,201238,1,No
722998,201234,3,No
723023,201234,1,Yes
723039,201234,3,No
723045,201234,0,No
723055,201234,0,Yes
723056,201234,1,Yes
723101,201234,1,Yes
723114,201564,0,Yes
723127,201234,0,Yes
723141,201344,1,Yes
723149,201454,5,No
723155,201234,4,No
723194,201234,3,No
723227,201234,0,No
723241,201234,0,Yes
723300,201348,8,Yes
723330,201348,2,No
723332,201238,4,Yes
723375,201234,0,Yes
723420,201454,0,Yes
723422,201234,1,Yes
723424,201234,0,Yes
723433,201234,4,Yes
723445,201234,2,No
723460,201234,4,No
723483,201234,0,No
723508,201234,3,Yes
723522,201344,0,Yes
723544,201344,0,Yes
723588,201234,1,No
723594,201344,1,Yes
723641,201234,0,Yes
723672,201234,4,No
723670,201234,2,Yes
723674,201234,0,Yes
723681,201234,0,Yes
723687,201234,4,Yes
723689,201344,1,No
723694,201344,0,Yes
723712,201234,0,Yes
723728,201234,0,Yes
723729,201238,0,No
723739,201674,0,Yes
723813,201234,3,No
723846,201234,0,No
723851,201128,0,Yes
723854,201234,0,Yes
