UID,TERM,DFWIS,GRADUATED
900579,201564,0,Yes
900813,201904,1,Yes
900571,201564,0,Yes
900590,201568,0,Yes
900958,201458,1,No
900582,201564,0,Yes
900585,201674,5,No
900610,201674,0,Yes
900839,201564,0,Yes
900288,201564,0,No
900878,201674,1,Yes
900583,201564,0,No
900833,201564,1,Yes
900929,201564,0,No
900934,201564,5,No
900938,201564,0,Yes
900939,201788,3,Yes
900951,201564,1,Yes
901136,201564,0,Yes
900575,201458,0,Yes
900601,201564,0,Yes
900906,201564,0,Yes
900912,201564,1,Yes
900915,201564,0,No
902016,201564,2,Yes
902020,201564,0,Yes
901426,201564,2,Yes
901428,201458,0,Yes
901432,201564,2,Yes
901435,201564,0,No
901454,201904,0,No
901468,201564,1,Yes
901455,201564,0,No
901743,201674,1,Yes
901398,201564,0,No
901797,201674,0,Yes
901559,201674,0,No
902324,201784,0,Yes
902176,201564,0,Yes
902618,201458,1,Yes
902723,201564,0,Yes
902725,201788,0,Yes
902731,201564,0,No
902733,201564,3,No
902139,201564,7,Yes
902141,201564,0,Yes
902246,201564,4,No
902637,201564,0,Yes
902600,201674,1,No
902707,201564,0,Yes
902713,201564,7,No
902721,201564,1,Yes
902167,201674,2,Yes
902649,202014,0,No
902236,201784,0,Yes
902218,201674,1,Yes
903136,201674,0,Yes
903177,201784,0,Yes
903251,201894,0,Yes
903432,201674,0,Yes
903345,201458,3,No
903496,201568,0,Yes
903500,201564,0,Yes
903502,201564,1,Yes
903503,201564,0,Yes
903100,201674,7,Yes
903288,201674,1,No
903294,201564,0,No
903300,201564,6,No
903736,201564,4,No
775311,201674,6,Yes
903823,201564,1,No
904018,201894,12,No
903819,201564,1,Yes
903838,201568,0,Yes
903842,201564,0,No
903895,201564,4,No
804245,201564,8,No
903971,201564,0,Yes
903977,201564,0,Yes
903910,201564,0,Yes
795245,201564,3,No
903915,201564,2,No
903916,201568,0,Yes
903932,201564,8,No
903934,201564,0,No
903946,201564,3,No
904048,201674,0,Yes
903818,201458,5,No
903707,201674,1,Yes
904769,201674,2,No
747594,201674,0,Yes
905503,201894,3,Yes
905460,201784,5,Yes
905596,201564,0,Yes
905597,201564,1,Yes
795088,201674,3,No
905158,201568,0,Yes
795185,201564,0,No
905300,201564,0,Yes
905677,201564,6,Yes
905696,201564,7,No
905642,201564,1,Yes
905663,201568,1,Yes
905670,201568,0,Yes
905671,201564,8,No
905211,201894,0,Yes
905720,201564,0,No
905202,201564,1,Yes
905206,201564,1,Yes
905207,201568,1,Yes
905208,201458,3,No
905209,201568,0,Yes
905210,201564,0,Yes
905436,201564,0,Yes
905437,201564,0,Yes
905438,201564,2,Yes
905439,201564,1,No
905740,201568,0,Yes
905318,201674,1,No
905812,201674,0,Yes
905825,201674,0,Yes
905599,201564,0,Yes
905216,201564,7,No
905769,201568,2,Yes
905845,201564,1,Yes
905847,202344,0,No
905876,201564,1,Yes
905991,202014,0,Yes
906164,201564,2,No
905896,201898,0,Yes
800618,201564,1,No
905936,201564,0,Yes
905945,201564,0,Yes
905957,201564,0,Yes
908577,201784,1,Yes
909555,201564,0,No
910970,201564,2,Yes
910972,201564,0,Yes
910992,201564,6,Yes
910999,201564,0,No
911024,201904,1,No
910958,201564,0,Yes
910672,202234,0,No
911650,201564,0,Yes
913837,201564,2,No
913934,201564,1,Yes
914417,201674,0,Yes
915275,201784,0,Yes
914709,201784,9,No
916942,201564,0,Yes
916958,201564,0,Yes
916968,201564,0,Yes
916997,201564,0,No
917004,201674,0,Yes
917384,201568,0,Yes
917045,201564,0,No
917023,201564,0,Yes
917024,201568,0,Yes
917207,201674,1,Yes
917075,201458,0,No
917076,201564,1,No
918871,201564,5,No
920587,201564,3,Yes
931864,201674,0,No
931929,201674,0,Yes
794417,201564,2,No
931935,201564,0,Yes
931943,201564,6,Yes
931491,201564,2,Yes
932601,202344,0,No
932759,201894,0,No
932163,201564,2,Yes
932166,201564,0,Yes
932172,201784,2,Yes
932328,202344,0,No
932342,201564,4,No
932343,201564,0,Yes
932383,201784,0,Yes
932385,201784,1,Yes
932392,201564,0,Yes
715959,201564,0,Yes
932439,201564,7,No
932415,201564,3,Yes
932419,201564,3,Yes
932516,201894,0,Yes
932091,201564,0,Yes
932335,201564,0,Yes
932336,201568,0,Yes
932339,201564,2,Yes
932155,201568,0,Yes
932156,201564,0,No
932678,201564,4,No
932120,201784,0,No
932137,201894,0,Yes
932258,201894,0,Yes
932881,201564,0,Yes
933308,201564,0,No
932815,201788,0,Yes
932952,201564,3,No
933619,201674,0,Yes
932797,201894,1,Yes
933158,201564,8,No
932996,201674,0,Yes
933006,201674,1,Yes
933031,201564,1,Yes
932780,202014,3,No
932843,201564,2,No
932848,201564,0,No
932585,201564,1,Yes
933301,201564,0,Yes
934311,201784,0,Yes
934562,201674,0,Yes
934685,201674,0,Yes
934775,201674,0,Yes
935820,201564,2,No
935822,201564,0,No
935833,201564,2,No
935927,201564,4,No
935754,201568,0,Yes
935794,201564,0,No
935800,201564,4,Yes
935949,201674,0,Yes
936559,201784,10,Yes
936596,201564,1,Yes
936628,201564,2,Yes
936629,201568,1,Yes
936683,201784,0,Yes
936593,201564,0,Yes
936689,201564,0,Yes
936690,201564,1,Yes
936696,201568,5,No
936866,201564,0,No
936867,201564,0,Yes
936560,201568,2,No
936661,201564,0,Yes
936663,201564,8,Yes
916924,201904,0,Yes
936829,201674,0,Yes
936703,201564,0,Yes
798747,201564,15,No
936845,201674,2,No
936907,201894,0,Yes
715858,201564,0,Yes
936949,201674,4,Yes
936640,201564,1,Yes
936710,201564,2,Yes
751223,201564,4,No
937556,201564,1,Yes
937734,201564,0,Yes
937111,201564,0,No
937167,202014,4,No
937118,201564,4,No
772326,201564,0,Yes
937339,201564,3,Yes
937349,201784,0,No
937434,201564,9,Yes
937435,201564,0,Yes
936649,201564,0,Yes
937529,201564,0,No
937273,201564,0,No
937464,201674,5,Yes
937607,201894,0,Yes
937590,201568,0,Yes
937674,201564,1,Yes
937715,201564,8,No
937717,201674,0,Yes
937738,201674,0,Yes
937050,201564,5,No
937394,201674,1,Yes
937592,201784,0,Yes
938208,201784,1,Yes
938291,201674,5,Yes
938310,201674,1,Yes
938262,201784,3,No
938394,201674,0,No
938283,201564,0,Yes
938344,201678,0,Yes
938452,201674,0,Yes
938463,201674,4,No
938476,201674,0,Yes
938537,201784,0,No
938551,202014,1,No
938021,201674,0,No
938032,201894,0,Yes
938041,201674,0,Yes
938070,201674,0,Yes
938118,201784,0,No
937888,201674,0,No
938784,201674,0,Yes
938865,201564,6,Yes
938868,201564,0,Yes
938721,201564,0,Yes
939030,201674,0,Yes
938659,201674,0,Yes
802282,201564,0,No
938672,201564,0,Yes
939123,201678,1,Yes
939137,201894,1,No
938682,201674,0,No
938685,201674,0,Yes
938686,201784,9,Yes
938687,201674,1,Yes
790554,201674,0,Yes
749622,201674,2,Yes
939226,201674,0,No
939251,201564,0,No
939252,201564,5,Yes
939612,201674,2,No
905344,201894,0,Yes
939618,201904,5,No
939658,201904,7,No
799687,201674,10,Yes
937739,201564,7,Yes
939691,201784,0,Yes
940025,201674,0,No
940026,201674,3,No
939342,201904,2,Yes
939503,201784,1,Yes
939507,201564,1,No
939727,201894,0,Yes
939734,201904,0,No
939626,201674,0,No
939645,201674,6,No
937654,201564,0,Yes
939893,201564,0,No
939962,201674,1,Yes
939966,201674,9,Yes
940001,201674,0,No
939307,201788,0,Yes
939510,201674,0,Yes
940750,201904,0,Yes
940806,201894,0,Yes
722124,201564,0,Yes
940834,201784,0,Yes
940416,201678,0,Yes
940555,201674,2,No
940248,201784,1,Yes
940601,201568,3,No
940707,201904,0,No
941141,201564,2,Yes
941507,201674,0,Yes
941508,201564,4,No
941162,201564,9,No
941409,201564,3,Yes
941491,202014,8,No
941379,201674,0,Yes
940884,201674,1,No
941020,201674,6,No
941176,201674,0,Yes
940976,201784,0,Yes
941407,201564,8,Yes
941476,201674,3,Yes
942017,201674,0,Yes
936998,201674,2,No
942036,201564,1,Yes
941690,201564,0,Yes
941706,201568,5,No
941881,201674,0,Yes
941889,201674,0,Yes
942177,201674,0,Yes
942178,201674,3,No
942188,201674,5,No
942193,201674,1,Yes
942306,201784,0,Yes
942032,201674,1,Yes
942420,201674,20,Yes
942438,201674,0,Yes
942444,201784,1,Yes
941759,201564,5,No
942200,201674,5,No
942547,201564,0,Yes
942583,201564,1,Yes
942624,201904,0,Yes
942522,201674,0,Yes
942554,201568,4,Yes
779223,201564,0,Yes
942858,201564,0,Yes
943157,201894,0,Yes
942571,201678,0,Yes
942662,201904,3,Yes
942826,201784,1,Yes
942877,201788,1,Yes
942883,201564,0,Yes
778575,201454,0,Yes
942906,201674,4,Yes
942466,201564,1,Yes
942913,201674,1,Yes
942937,201564,6,No
942780,202014,8,No
943431,202238,0,No
943456,201784,0,Yes
943793,201784,0,Yes
943472,201674,1,Yes
943588,201674,0,Yes
944317,201564,4,No
944661,201674,0,Yes
944708,201674,0,Yes
944342,201564,3,No
944417,201674,0,Yes
944310,201674,0,Yes
944270,201568,10,No
944295,201674,4,Yes
944209,201904,3,No
944527,201674,1,Yes
944225,201674,10,Yes
945323,201784,8,No
945342,201674,0,No
945363,201904,1,Yes
945387,201674,2,Yes
945345,201564,0,Yes
944816,201674,2,Yes
945221,201674,0,Yes
945304,201674,0,Yes
945318,201564,6,No
945927,201564,2,Yes
945941,201904,0,Yes
945963,201894,0,Yes
945929,201564,0,Yes
946208,201784,0,Yes
937093,201674,0,Yes
946015,201674,3,Yes
938833,201674,0,Yes
945952,201564,3,Yes
945629,201674,0,Yes
945483,201784,1,Yes
945749,201784,3,Yes
946555,201904,3,No
946693,201904,1,Yes
946354,201904,0,Yes
947374,201784,6,No
947721,201674,0,Yes
947727,201894,0,Yes
947600,201674,0,Yes
947196,201674,7,No
948088,201784,0,Yes
948192,201784,2,Yes
948224,201894,0,Yes
948363,201894,1,Yes
947849,201674,4,No
949149,201904,5,No
949321,201904,1,No
949377,201674,7,No
948958,201784,0,Yes
949110,201894,5,Yes
948720,201904,0,Yes
950053,201894,0,Yes
949742,201674,3,Yes
950686,201894,1,Yes
951003,201904,0,Yes
950851,201904,0,No
950318,201904,0,Yes
950416,201894,0,Yes
951431,201674,0,Yes
951462,201904,0,No
951607,201894,1,Yes
951075,201674,7,Yes
951412,201784,0,Yes
952379,201904,0,Yes
952454,201674,1,Yes
952314,201784,1,Yes
952128,201784,18,No
953198,201784,1,Yes
953206,201894,0,Yes
953310,202014,0,Yes
952824,201894,9,No
952888,201784,0,Yes
953498,201784,10,Yes
953774,201564,10,Yes
953971,201674,0,Yes
954139,201894,0,Yes
953787,201674,0,Yes
953757,201674,0,Yes
953935,201674,0,Yes
954235,201564,0,Yes
954272,201674,4,Yes
954275,201674,4,Yes
954279,201904,3,Yes
954333,201674,3,No
954348,201894,0,Yes
954358,201674,7,No
954366,201674,10,No
954591,201674,0,Yes
954427,201564,0,No
951285,201564,1,No
954543,201904,2,Yes
954497,202344,0,No
954228,201674,0,Yes
954231,201674,0,Yes
954866,201674,4,Yes
955492,201674,2,Yes
955509,201674,0,Yes
956794,201674,0,Yes
956437,201784,0,Yes
956542,202344,0,No
956816,201894,0,Yes
956748,201674,0,Yes
956751,201674,0,Yes
956760,201674,6,No
956761,201674,1,No
957815,201674,0,Yes
957829,201784,0,Yes
959314,201784,0,Yes
960087,201784,0,Yes
959760,201904,3,No
959782,201784,0,No
960599,201674,0,No
960745,201784,0,No
961149,201674,0,Yes
961211,201674,4,Yes
961702,201784,0,Yes
961777,201674,1,Yes
962009,201674,2,Yes
962234,202124,0,Yes
963406,201784,7,No
963914,201784,0,Yes
965268,201784,0,Yes
964772,201784,0,Yes
964981,201784,1,No
965518,201784,2,Yes
965805,201894,2,No
967994,201784,3,Yes
967574,201674,0,Yes
967571,201564,1,Yes
968621,202014,0,No
968315,201904,0,Yes
968336,201784,0,Yes
968464,201674,0,Yes
968498,201784,0,Yes
969421,201784,1,Yes
970017,201678,7,No
970027,201784,0,Yes
971131,201674,2,Yes
970648,201674,0,Yes
971885,201784,4,Yes
971988,201784,2,Yes
971458,201674,1,No
971546,201784,0,Yes
971577,201674,0,Yes
972371,201674,2,Yes
973017,201894,0,Yes
972998,201674,0,Yes
972999,201674,4,No
972970,201784,1,Yes
972954,201674,0,Yes
972987,201674,0,Yes
973711,201674,0,Yes
973996,201784,1,Yes
974001,201674,1,Yes
974349,201784,0,Yes
974491,201784,2,Yes
975068,201898,1,Yes
975250,201674,5,No
975449,201674,0,Yes
975911,201784,10,Yes
975954,201784,1,Yes
976478,201674,1,Yes
976512,201784,0,Yes
976642,201674,3,Yes
976987,201784,3,Yes
977881,201784,7,No
977901,201674,3,No
977325,201674,2,Yes
977496,201784,0,Yes
978512,201784,6,Yes
978607,201784,0,Yes
980052,201784,8,Yes
980729,201674,0,No
980809,201674,0,No
981219,201784,0,Yes
981343,201674,0,Yes
981692,201674,0,Yes
982240,201784,0,Yes
982984,201784,0,Yes
983742,201674,2,Yes
938835,201674,0,Yes
983941,201674,0,Yes
984079,201784,0,Yes
985104,202014,0,Yes
985347,201674,2,No
985377,202014,1,No
984825,201784,0,Yes
986573,201894,0,No
986529,201674,0,Yes
986726,201674,2,Yes
986843,201674,0,Yes
987702,201674,1,No
988964,201784,0,No
988359,201784,1,Yes
988516,201674,0,Yes
989516,201674,0,Yes
990066,201674,2,Yes
991083,201674,0,Yes
991744,201674,6,No
991754,201784,0,Yes
991849,201674,0,Yes
992230,201674,0,Yes
992243,201674,0,Yes
992095,201674,2,Yes
993504,201784,0,No
993702,201674,1,Yes
993715,201674,0,Yes
993868,201678,1,Yes
994865,201908,2,Yes
995082,201784,3,Yes
768292,201674,0,Yes
997240,201788,0,Yes
997057,201784,2,No
997898,201788,7,No
998723,201784,4,Yes
998313,201674,0,Yes
998488,201784,0,Yes
1000200,201784,0,Yes
999643,201674,1,Yes
999929,201674,35,No
999933,201674,26,No
749621,201678,1,Yes
1001438,201674,2,Yes
1002279,201674,0,Yes
1002337,201784,0,No
1002426,201674,0,No
1001907,201784,0,Yes
1002017,201894,0,Yes
1002574,201674,4,No
1003354,201784,1,Yes
1005254,201904,0,Yes
1006129,201674,0,No
1006251,201674,0,No
1006517,201904,0,Yes
1006642,201894,0,Yes
1006902,201784,0,Yes
1006911,201674,0,Yes
1006394,201784,0,Yes
1007514,201674,0,No
1007655,201674,0,Yes
1008121,201784,0,Yes
1008924,201674,3,No
1008925,201674,6,Yes
1009010,201564,0,No
1008988,201564,2,No
1009077,201674,2,Yes
1009133,201784,4,Yes
1009851,201674,3,Yes
744710,201238,0,Yes
1009863,201568,5,No
1009864,201568,0,No
1009335,201568,0,No
766517,201674,0,Yes
1009919,201674,2,Yes
1009486,201674,0,Yes
1009247,201674,10,No
778481,201678,0,Yes
1009364,201784,8,No
1009444,201564,5,No
1009445,201564,4,Yes
942428,201674,2,Yes
1009385,201784,1,Yes
1009387,201894,1,Yes
1009812,201894,1,Yes
1010100,201784,0,Yes
1010467,201674,0,Yes
1010094,201564,0,Yes
1010339,201904,1,Yes
1017680,201674,8,Yes
1018002,201674,0,No
1018044,201784,0,Yes
1018045,201674,1,Yes
1018264,201564,0,Yes
1018164,201568,2,Yes
1018165,201894,4,No
1018359,201564,3,No
1018360,201564,0,Yes
1018361,201564,0,No
1018404,201564,4,No
1018208,201674,0,Yes
1018218,201894,0,Yes
1018219,201784,13,No
1017857,201674,0,Yes
1017880,201674,0,Yes
1018781,201674,4,No
1018302,201674,0,Yes
1019032,201674,0,Yes
1018472,201674,0,Yes
1017602,201674,0,Yes
1018842,201784,2,Yes
1018843,201564,0,Yes
1019055,201674,0,Yes
1018206,201674,1,Yes
1019424,201674,0,Yes
1019443,201674,3,Yes
1019451,201674,1,Yes
1019485,201674,7,No
1019701,201904,0,Yes
1019778,201674,2,No
745889,201784,0,Yes
1019853,201674,0,Yes
1019769,201894,2,Yes
1019877,201674,4,Yes
1019895,201784,1,Yes
1019917,201674,4,Yes
1019952,201674,0,Yes
1019956,201674,0,No
1019972,201674,0,Yes
1019973,201784,0,Yes
1019559,201564,0,Yes
1019978,201904,0,Yes
1019612,201674,1,Yes
1019627,201674,8,No
1019832,201564,4,No
1019261,201674,3,Yes
1019270,201674,0,Yes
1019311,201898,0,Yes
1019338,201674,0,No
1019386,201674,4,No
1019408,201674,0,Yes
1019414,201674,0,Yes
1020536,202014,0,No
1020612,201674,1,No
1020290,201674,0,Yes
1020293,201674,1,Yes
1020605,201674,0,Yes
1020694,201568,7,No
1020243,201674,1,Yes
1020708,201904,0,Yes
1020870,201674,0,Yes
1020880,201784,0,Yes
1020914,201784,0,Yes
1020465,201674,5,Yes
1020590,201674,1,No
1020819,201674,2,Yes
1020110,201674,0,Yes
1020250,201674,0,No
1020445,201568,0,No
1019822,201674,0,Yes
1021326,201674,3,No
1021379,201784,0,Yes
1021604,201894,1,Yes
1021646,201674,7,No
1021658,201674,0,Yes
707782,201344,0,Yes
1021427,201674,1,Yes
1021506,201674,0,Yes
1021385,201568,6,Yes
1021433,201674,3,Yes
993638,201674,0,Yes
1010135,201674,2,No
1021593,201674,0,Yes
1021720,201674,0,Yes
1021185,201678,0,Yes
1021637,201674,4,No
1021691,201674,1,Yes
1021348,201678,0,Yes
1021380,201674,0,Yes
1021538,201674,2,Yes
1022293,201784,6,Yes
1022307,201784,5,Yes
1022017,201568,0,Yes
1022206,201674,1,Yes
1022420,201674,0,Yes
1021797,201674,0,Yes
1022011,201674,3,No
1022335,201784,3,No
1022435,201568,0,Yes
1022483,201674,1,No
1022496,201784,5,No
1022499,201784,6,No
1021986,201784,6,No
1021999,201904,0,Yes
1022062,201674,7,No
1022063,201674,0,Yes
1022112,201904,0,Yes
1022278,201674,2,Yes
1022418,201568,6,Yes
1022426,201674,2,No
1022429,201784,1,Yes
1022434,201568,0,No
1022141,201904,0,Yes
954472,201674,7,No
937657,201674,0,Yes
943776,201674,0,Yes
1022691,201568,0,Yes
1023053,201674,0,Yes
1023305,201674,1,Yes
1022994,202014,0,Yes
1022879,201904,1,Yes
1022936,201674,3,Yes
1023022,201784,0,Yes
1023056,201894,2,Yes
1022617,201674,0,Yes
1022760,201674,2,No
1022651,201894,7,Yes
1022654,201784,3,Yes
1022663,201674,0,Yes
1023162,201674,0,Yes
779088,201904,3,No
932102,201674,0,Yes
1023244,201674,0,Yes
1023817,201674,0,Yes
1023425,201784,5,No
1023356,201674,0,Yes
1023510,201674,1,Yes
1023589,201674,0,Yes
1023652,201674,9,Yes
1023374,201784,3,Yes
1022404,201674,3,No
1024332,201674,0,Yes
1024355,201674,0,Yes
1033627,201674,13,No
1024728,201674,1,No
1024309,201894,0,Yes
1024442,201674,0,Yes
1021509,201674,0,Yes
1024626,201674,2,Yes
1024638,201904,6,No
1024379,201674,0,No
733247,201674,1,Yes
1024658,201784,4,No
1024697,201674,7,No
1024703,201674,1,No
1022403,201674,0,Yes
775087,201674,1,No
1024855,201674,1,No
1024922,201674,2,Yes
1024760,201674,2,Yes
1024773,201674,7,No
1027287,201674,0,Yes
1027267,201784,0,Yes
1027919,201674,4,No
1029756,201674,0,No
1030488,201674,1,Yes
1030968,201784,0,Yes
1031305,202014,0,No
1031927,201674,1,Yes
1032203,201674,0,Yes
1032282,201674,0,Yes
1033484,201894,2,Yes
1033360,201674,0,Yes
1033624,201674,0,Yes
1033342,201674,0,Yes
1033345,201674,0,No
1033261,201674,0,Yes
1035139,201674,3,Yes
1036787,202344,0,No
1037289,201674,0,No
1038529,201894,0,Yes
1039745,201904,0,Yes
1040806,201894,7,Yes
1041419,202128,4,No
1041530,201784,1,Yes
1041564,201784,0,Yes
1041051,201784,0,Yes
1041133,201898,0,Yes
1041145,201904,1,No
1041163,201784,0,Yes
1041167,201674,3,Yes
1041178,201784,2,Yes
1041220,201904,1,Yes
1041229,201784,4,Yes
1041246,201784,6,No
1041266,201784,3,Yes
1041279,201784,0,Yes
1041297,201784,0,Yes
1041585,201784,4,Yes
1041623,201784,0,No
1042213,201674,0,Yes
1042328,201678,4,No
1043680,201674,16,No
1043939,201674,4,No
1044010,202344,0,No
1045943,201674,6,No
1047324,201674,2,Yes
1047552,201674,3,No
1046958,201674,0,No
1048506,201904,1,No
1048681,201674,1,Yes
1049075,201674,2,No
1050194,201674,0,Yes
1050151,201674,0,Yes
1050157,201674,0,Yes
1018341,201674,1,No
1050093,201674,6,No
1050103,202014,1,No
1051118,201894,3,Yes
1050797,201784,4,Yes
1050848,201784,9,Yes
1050853,201784,5,Yes
1050874,201784,4,Yes
1050732,201674,0,Yes
1051022,201674,9,Yes
1018022,201674,0,Yes
1051136,201674,5,Yes
1050612,201674,0,Yes
1050918,201784,0,No
1051012,201674,1,Yes
937704,201674,0,Yes
1051180,201674,0,Yes
1051182,201784,0,Yes
1051214,201674,0,Yes
1051253,201674,0,Yes
1051269,201674,0,No
1052013,201908,0,Yes
1052035,201674,6,Yes
1051845,201674,0,Yes
1052043,201784,2,No
1052047,201784,1,Yes
1052075,201674,0,No
1051415,201674,1,Yes
1051439,201894,0,Yes
1051454,201894,0,Yes
1019048,201674,0,Yes
1051494,201784,0,Yes
1051498,201784,0,Yes
1051461,201674,1,Yes
1051557,201784,4,No
1051558,201784,2,Yes
1051462,201568,8,Yes
1051574,201904,1,No
1051626,201674,0,Yes
1051744,201674,0,Yes
1051701,201784,0,Yes
1051835,201894,13,Yes
1051853,201674,0,Yes
1051854,201674,3,Yes
1051402,201784,6,No
1051410,201674,13,No
1051964,201674,0,No
1052011,201674,6,No
1051829,201784,1,Yes
1051920,201674,3,Yes
1051335,201674,0,Yes
1051362,201674,0,Yes
1051598,201674,1,No
1051632,201678,0,Yes
1052266,201674,0,No
1052270,201674,4,Yes
1052287,201784,2,Yes
1052304,201784,0,Yes
1052320,201784,3,Yes
1052321,201568,0,Yes
1052325,201568,1,No
1052105,201674,3,Yes
1052201,201674,0,Yes
939816,201674,0,Yes
1052371,201674,0,Yes
1052511,202014,0,No
1052313,201674,0,Yes
1052518,201904,1,Yes
768383,201784,0,Yes
1052490,201674,0,No
1052769,201674,1,Yes
1052771,201674,10,No
1052792,201678,5,No
1052795,201674,0,Yes
1052841,201678,4,No
1052551,201674,0,Yes
1052804,201678,0,Yes
1053189,202014,6,No
1052818,201784,1,Yes
1052821,201674,4,Yes
1052822,201674,5,No
1052116,201784,0,Yes
1052138,201784,1,No
1052182,201674,9,Yes
1052454,201674,5,Yes
1052458,201674,5,Yes
1052554,201674,0,Yes
1052754,201674,0,Yes
1052773,201674,0,Yes
1053345,201674,0,Yes
1053346,201674,3,Yes
1053349,201674,0,Yes
1052931,201678,0,Yes
715818,201674,0,Yes
1053251,201674,0,Yes
1053286,201674,0,Yes
1053336,201674,0,Yes
1053369,201904,1,Yes
1053039,201894,4,Yes
1053052,201784,0,No
1053090,201784,0,No
1053235,201894,2,No
1053237,201674,1,Yes
1053375,201784,2,Yes
936684,201674,1,Yes
1053379,201674,0,Yes
753180,201674,5,No
1052970,201674,0,Yes
1053448,201674,1,Yes
1053364,201898,1,Yes
1052965,201674,5,Yes
1053275,201674,4,No
1052865,201674,0,Yes
1053174,201674,0,Yes
1053175,201674,3,Yes
1053219,201894,5,Yes
1053464,201674,0,Yes
1053473,201568,0,Yes
768337,201674,0,Yes
1052842,201784,1,No
1052846,201674,3,Yes
1052852,201784,1,Yes
1053130,201674,0,Yes
1053991,201784,6,No
1053992,201784,0,No
1053994,201784,5,No
1054012,201784,1,Yes
1054033,201674,0,Yes
1054043,201674,1,Yes
1053713,201674,2,Yes
1022400,201674,0,Yes
1053918,202124,0,No
1053974,201784,1,Yes
1054282,201784,0,Yes
1054283,201894,0,Yes
1053807,201674,2,Yes
1053969,201674,0,Yes
1054008,201674,1,No
1054125,201784,0,No
1053774,201674,2,Yes
1053778,201674,0,Yes
1054319,201674,2,Yes
1054341,201674,3,Yes
1054357,201904,2,No
1053787,201568,5,Yes
1053669,201674,0,Yes
1053687,201674,0,Yes
1053694,201674,4,No
1053711,201568,0,No
1053924,201678,0,Yes
1054671,201894,0,Yes
1054695,201784,0,Yes
1054697,201898,18,No
1054751,201894,2,Yes
1054752,202014,6,No
1054906,201674,6,Yes
1054915,201674,17,No
1021394,201908,1,No
1055120,201674,3,No
1055125,201568,3,No
1055119,201674,0,No
1055176,201894,1,Yes
1055178,201894,14,No
1054782,201674,0,No
1054879,201674,5,Yes
1055069,201784,1,Yes
1055188,201784,0,Yes
1054450,201784,0,No
1054502,202124,0,No
1055088,201678,0,Yes
1054493,201674,0,Yes
1054494,201674,2,Yes
1054497,201674,2,Yes
1054961,201568,3,No
1054863,201674,4,No
1055546,201904,0,No
1056578,201894,0,Yes
1060281,201674,2,No
1060364,201674,0,Yes
1060367,201674,0,Yes
1060368,201894,8,No
1054504,201674,0,No
1060414,201674,0,Yes
1060421,201674,0,Yes
1060423,201674,5,Yes
1060427,201674,2,Yes
1060428,201674,0,No
1053986,201674,0,Yes
1060307,201784,0,Yes
1060312,201784,1,No
1060404,201674,4,Yes
1060406,201674,0,Yes
1060595,201678,0,Yes
1060617,201678,0,Yes
1060937,201674,0,Yes
1060978,201674,6,No
715736,201674,1,Yes
1060993,201674,1,Yes
1060996,201674,1,No
1060464,201674,0,Yes
1060468,201674,8,No
1060472,201674,4,No
1060785,201904,0,Yes
1060806,201674,0,Yes
1060811,201674,0,Yes
1060682,201784,0,Yes
1060697,201784,0,Yes
1060734,201894,1,Yes
1060935,201568,2,No
1060945,201674,11,No
1060947,201674,3,No
1060560,201904,2,No
1018818,201678,1,Yes
1061090,201894,6,Yes
1060747,201674,1,Yes
1061156,201568,0,No
1061159,201678,0,Yes
1060500,201784,0,Yes
1060527,201784,1,Yes
1060819,201674,10,No
1060824,201674,0,Yes
1060887,201674,1,Yes
1060889,201784,0,Yes
1060912,201894,2,Yes
1061009,202014,0,No
1061306,201904,1,Yes
1061610,201674,0,Yes
1061641,201674,3,Yes
1061217,201784,0,Yes
1061259,201674,1,Yes
1061303,201674,2,Yes
1061379,201674,1,Yes
1061511,201674,0,Yes
1061513,201674,0,Yes
1061517,201674,5,No
1061521,201674,0,Yes
1061523,201678,0,Yes
1061530,201674,14,No
1061690,201674,0,Yes
1061693,201674,1,No
1062027,201784,3,Yes
1061376,201674,0,Yes
1061357,201674,0,Yes
1061430,201674,5,Yes
1061470,201674,7,No
1061538,201674,3,No
1061550,201674,2,No
1061556,201674,0,Yes
1061563,201674,0,No
1061567,201674,1,Yes
1061568,201674,0,Yes
1061578,201674,1,No
1061382,201674,0,Yes
1061705,201674,0,No
1061483,201784,5,Yes
1061492,201784,3,No
1061849,201674,0,Yes
1061861,201894,0,Yes
1061886,201678,3,No
1061402,201674,4,Yes
1061621,201674,1,Yes
1061946,201678,0,Yes
1062171,201678,0,Yes
1062438,201898,0,Yes
1062819,201784,1,Yes
1062004,201784,1,Yes
1062467,201784,0,Yes
1022963,201674,0,Yes
1062539,201674,0,No
1062549,201674,2,Yes
1062551,201674,1,Yes
1062912,201674,7,No
1062973,201674,0,Yes
1062974,201678,1,Yes
1062975,201674,0,No
1062064,201674,0,Yes
1062066,201788,1,Yes
1062098,201674,1,Yes
1062135,201674,0,Yes
1062382,201784,12,No
1061351,201674,1,Yes
1062743,201894,4,No
1062069,201674,7,No
1062521,201674,5,No
1062524,201674,3,No
1063790,201784,0,Yes
1063816,201784,4,Yes
1063541,201674,0,Yes
1063195,201784,0,No
1063723,201894,4,Yes
1063727,201784,0,Yes
1063493,201784,0,Yes
1063271,202344,0,No
1063370,201674,0,Yes
1063389,201674,0,Yes
1063399,201784,0,Yes
1063426,201674,1,Yes
1063427,201894,6,Yes
1063437,201784,0,Yes
1063913,201784,0,Yes
1063920,201784,0,No
