UID,TERM,PLU_SCHOLARSHIP,GRADUATED
1322720,201894,9937.0,No
1322721,201894,12857.0,Yes
1322960,202014,23996.0,No
1322737,201904,14333.0,Yes
1323034,201904,13928.0,Yes
1323067,202014,17000.0,No
1323702,202014,17168.0,No
1323970,201904,19419.0,Yes
1323972,201904,15364.0,No
1323861,201904,13507.0,Yes
1323869,201904,12085.0,No
1323875,201904,15680.0,No
1323904,201904,13000.0,No
1324057,202234,15850.0,No
1324078,201894,14807.0,No
1324125,201904,18237.0,No
1323999,201904,14057.0,No
1324022,201904,16182.0,No
1324037,202124,10770.5,No
1323839,201894,11364.0,Yes
1323495,202124,16175.0,No
1323541,202014,15171.0,No
1323559,202014,13250.0,No
1323594,202014,17614.0,No
1323615,202124,15500.0,No
1323631,202124,14209.0,No
1324857,201904,13000.0,No
1324321,201894,9500.0,Yes
1324965,201904,16230.0,No
1324974,201904,9000.0,No
1324294,202014,14346.0,No
1324406,201904,8500.0,Yes
1324542,201904,14069.0,No
1324582,202124,18155.0,No
1324643,202344,15241.0,No
1324274,202014,16121.0,No
1324277,201904,12483.0,No
1324289,201904,11750.0,No
1324442,201908,15323.0,No
1322793,201898,8500.0,Yes
1324438,201904,13250.0,Yes
1324456,201904,9000.0,No
1324415,201894,11109.0,No
1324714,202124,15550.0,No
1324718,202124,14184.0,No
1325529,202014,14750.0,No
1325669,201904,17401.0,No
1325673,201904,9000.0,No
1325690,201904,12483.0,No
1283245,201904,10500.0,Yes
1325693,201904,13918.0,Yes
1325703,201904,12548.0,No
1325708,201904,12129.0,Yes
1218516,201904,13258.0,No
1278624,201904,5408.0,Yes
775665,201894,13821.0,Yes
1325740,202014,12500.0,No
1325743,201904,14750.0,Yes
1325748,201904,14267.0,No
1325780,201894,14924.0,Yes
1325238,201904,20783.0,No
1325265,201904,21012.0,Yes
1326156,202014,12500.0,No
1326170,201904,16142.0,No
1326133,201908,8500.0,Yes
1326407,201904,14250.0,Yes
1280550,201904,11500.0,Yes
1326452,202014,13000.0,No
1326508,202014,17324.0,No
1316328,201904,21873.0,Yes
1326115,201894,13387.0,Yes
1326457,202014,16111.0,No
1326458,201894,8500.0,Yes
1326074,201894,9603.0,No
1326029,201904,15323.0,Yes
1326271,201904,15250.0,No
1326287,201904,19493.0,Yes
1326333,202014,9250.0,Yes
1325895,201894,8000.0,No
1327210,201894,16794.0,Yes
1327214,201904,10750.0,No
1327215,201904,12663.0,Yes
1271381,201904,18135.0,No
1170093,201904,14750.0,Yes
1326945,202124,16127.0,Yes
1327248,201894,12000.0,No
1327267,201904,12596.0,No
1327272,201908,12083.0,Yes
1327299,201904,21977.0,Yes
1462699,202014,14610.0,No
1327320,201904,14663.0,Yes
1327246,201894,5702.0,No
1327260,201904,15436.0,No
1321458,201904,21632.0,Yes
1326586,201894,11750.0,Yes
1326738,202018,12750.0,No
1326891,201894,8500.0,Yes
1327022,201904,12060.0,Yes
1327557,201894,15643.0,Yes
1327770,201904,15295.0,No
1754627,202128,11150.0,No
1327478,201898,10000.0,Yes
1327940,201904,0.0,No
1327789,202014,17250.0,No
1325579,201904,13928.0,Yes
1328524,201904,10751.0,Yes
1328583,201904,13800.0,No
1328631,201904,13174.0,No
1328712,201894,6500.0,No
1328761,201904,10750.0,No
1328293,202344,14045.0,No
1328490,201904,12250.0,Yes
1329127,201904,13508.0,No
1329144,201904,20892.0,No
1329226,202128,11704.0,No
1329242,202124,18750.0,No
1275056,201904,10500.0,No
1069679,201904,14659.0,Yes
1328810,201904,12129.0,Yes
1322268,201898,8500.0,Yes
1328920,201894,9000.0,Yes
1328957,201904,12200.0,Yes
1328836,201904,15521.0,Yes
1329102,202014,12500.0,No
1329113,201904,14432.0,No
1329220,201894,10049.0,Yes
1329221,201894,7500.0,Yes
1329386,202014,16958.0,No
1083821,201904,21027.0,No
1328857,202014,13000.0,No
1329445,202014,13000.0,No
1169999,202014,18750.0,No
1328894,201908,11203.0,No
1329646,201904,15875.0,No
1330204,202124,23408.0,No
1329581,202014,14500.0,No
1329753,201904,13500.0,No
1329838,201904,15389.0,No
1329844,201904,13750.0,Yes
1329924,202014,0.0,No
1330285,202344,17991.0,No
1330075,201904,12500.0,No
1329630,201904,16695.0,No
1329632,201904,6034.0,No
1329950,201904,5135.0,Yes
1330330,202124,11704.0,No
1330340,202014,15458.0,No
1330354,202234,16350.0,No
1330724,202124,17679.0,No
1330729,201894,14909.0,No
1535649,202014,16250.0,No
1331021,201904,18264.0,Yes
1330818,202014,19512.0,No
1330830,202234,17986.0,No
1330843,202014,21250.0,No
1330897,201904,12083.0,Yes
1330912,202014,14421.0,No
1330936,202344,15016.0,No
1330682,202014,17250.0,No
1330371,202124,12575.0,Yes
1330415,202234,16136.0,No
1330696,202124,20476.0,No
1331061,201904,14108.0,No
1324821,201904,16561.0,No
1331633,202014,11500.0,No
1331357,201904,21632.0,No
1331655,201894,8500.0,Yes
1331331,201904,10855.0,No
1331620,201904,12500.0,No
1331768,201904,15635.0,No
1331774,201904,14225.0,No
1331780,201904,21588.0,No
1536650,202014,14610.0,No
1331808,201904,12250.0,No
1331815,201894,14248.0,No
1331291,201894,14941.0,No
1331615,201904,13250.0,Yes
1331796,201904,11932.0,No
1332227,201904,15726.0,No
1332362,202128,14208.0,No
1332374,201894,16510.0,Yes
1332648,202124,13000.0,No
1332413,201904,9920.0,Yes
1332708,202124,14485.0,No
1002237,201784,8500.0,Yes
1332371,202014,13596.0,Yes
1332164,201904,11262.0,Yes
1332169,201904,10092.0,No
1332569,201904,10000.0,No
1331939,201904,15635.0,Yes
1331945,201904,12483.0,Yes
1331563,201894,8836.0,No
1332193,202014,13596.0,Yes
1332347,201904,10330.0,No
1332384,202014,17096.0,No
1333145,202124,13305.0,No
1333177,202014,21750.0,No
1333245,201904,18080.0,No
1332881,201904,13658.0,No
1332919,201904,12250.0,Yes
1327421,201904,20562.0,No
1279879,201904,13250.0,Yes
1333514,201904,13827.0,No
1333651,202014,12250.0,No
1333720,202124,14100.0,Yes
1333771,202234,22526.0,No
1335683,201904,10454.0,Yes
1335874,202234,18250.0,No
1335333,201904,14000.0,Yes
1335334,201904,12129.0,No
1335635,201904,12483.0,Yes
1335645,201904,11500.0,No
1335650,201904,10000.0,No
1333120,201894,9937.0,No
1335812,201904,10816.0,Yes
1335888,202014,22720.0,No
1335900,201894,14807.0,No
1199171,202014,16361.0,Yes
1335271,201904,14642.0,Yes
1332615,201894,9000.0,No
1335469,201904,11383.0,Yes
1336404,201904,9000.0,No
1336737,202014,15750.0,No
1336044,201904,15873.0,No
1336116,201904,15793.0,Yes
1336414,201904,11328.0,Yes
1336253,202124,12200.0,No
1336422,201904,10162.0,No
1337017,201904,14373.0,No
1337996,202018,8853.0,No
1338752,201904,11500.0,Yes
1338300,202124,12700.0,No
1338617,202128,12895.0,No
1339029,201904,17981.0,No
1339051,202014,13346.0,No
1339092,202234,13000.0,No
1340503,201904,12750.0,Yes
1342142,201904,9500.0,No
1344081,201904,17477.0,No
1343461,202014,14750.0,No
1343520,201904,11732.0,No
1327220,201904,12751.0,Yes
1344494,201904,14858.0,No
1346575,202128,12500.0,No
1346625,201904,16354.0,No
1347080,201904,10500.0,No
1347383,201904,13500.0,No
1347992,201904,9000.0,Yes
1348858,201904,14559.0,No
1349784,201904,15554.0,No
1350784,201904,12597.0,No
1350809,201904,13000.0,No
1354012,201904,15152.0,Yes
1354494,201904,10500.0,No
1355450,201904,9500.0,No
1355024,201904,15320.0,Yes
1355940,201904,9375.0,No
1356792,201904,13111.0,No
1356461,201904,12083.0,No
1357805,202234,13100.0,No
1357903,201904,12458.0,Yes
1358837,201904,14542.0,No
1359290,201904,13125.0,No
1358689,201904,15272.0,No
1360322,201904,11000.0,No
1361898,202014,8500.0,No
1362239,201904,10000.0,No
1362621,201904,12083.0,Yes
1363076,201904,12369.0,No
1365234,201904,12483.0,No
1365536,201904,11049.0,No
1367944,201904,7321.0,No
1369931,201904,11750.0,No
1370809,201904,13708.0,No
1370744,201904,16625.0,No
1371449,202014,14784.0,Yes
1371138,201904,14660.0,Yes
1371188,201904,11364.0,Yes
1373036,201904,16250.0,No
1372640,201904,12129.0,No
1372687,201904,13570.0,No
1373708,201904,11500.0,No
1373273,201904,19593.0,Yes
1376588,202124,14303.0,No
1376878,201904,11500.0,Yes
1377935,201904,14995.0,No
1378817,202014,26482.0,Yes
1379238,202124,10651.0,Yes
1379290,202018,13500.0,No
1379577,201904,18083.0,No
1381642,201904,14237.0,Yes
1382020,201904,16537.0,Yes
1383591,202344,12500.0,No
1383629,202014,11000.0,Yes
1383851,201904,14924.0,No
1383191,201904,12483.0,No
1383230,201904,16750.0,No
1383996,201904,12750.0,No
1384141,201904,11500.0,No
1385815,201904,12000.0,Yes
1385449,201904,10500.0,Yes
1385557,201904,12758.0,No
1386492,201904,13083.0,Yes
1386820,201904,15291.0,Yes
1386357,201904,15171.0,Yes
1335708,201904,19162.0,No
1387355,201904,14642.0,Yes
1389479,201904,16103.0,Yes
1390219,201904,13500.0,No
1390426,201904,10289.0,No
1389899,201904,9500.0,Yes
1390841,201904,13855.0,Yes
1391559,201904,12923.0,Yes
1392277,201904,18865.0,No
1392616,201904,14563.0,Yes
1392896,201904,14715.0,No
1393376,201904,14965.0,Yes
1392699,201904,10000.0,Yes
1393808,201904,14311.0,No
1394588,201904,11500.0,Yes
1394468,202234,11500.0,No
1395122,201904,12000.0,Yes
1397673,201904,12483.0,Yes
1398191,201904,9000.0,Yes
1399813,201904,12858.0,Yes
1400519,201904,16753.0,Yes
1401631,201904,15323.0,No
1401354,201904,15993.0,No
1402319,201908,14000.0,Yes
1402903,201904,13146.0,Yes
1403099,201898,8500.0,No
1404801,202344,17563.0,No
1405188,202014,17251.0,No
1406331,202014,14709.0,Yes
1407654,202344,17991.0,No
1407949,202014,14750.0,No
1408216,202124,10210.0,Yes
1408239,202014,9750.0,No
1326902,202014,19751.0,No
1409833,202014,10500.0,No
1409769,202014,14125.0,No
1410764,202018,16031.0,No
1410589,202014,16031.0,No
1411428,202014,22720.0,No
1411483,202014,15236.0,No
1410793,202014,18250.0,No
1411061,202014,14111.0,No
1412033,202014,21250.0,No
1412180,202014,17027.0,No
1411686,202014,16395.0,No
1411779,202014,13750.0,No
1412257,202014,18208.0,No
1412605,202014,17750.0,No
1412709,202014,14208.0,Yes
1413488,202014,20750.0,No
1413155,202014,17500.0,No
1413179,202014,12500.0,No
1413180,202014,13596.0,No
1413246,202014,15250.0,No
1413480,202124,14210.0,No
1413891,202014,16250.0,No
1414550,202014,13176.0,No
1414569,202014,16500.0,No
1414771,202014,15708.0,No
1415702,202014,14500.0,No
1415807,202128,10500.0,No
1415437,202014,16750.0,No
1415663,202014,14250.0,No
1416911,202014,15208.0,Yes
1417007,202014,14000.0,No
1417077,202014,15436.0,No
1417367,202014,13596.0,No
1418706,202014,14476.0,No
1418315,202014,17000.0,No
1419999,202014,19750.0,No
1419640,202014,16154.0,No
1419787,202124,17100.0,Yes
1419804,202344,13139.0,No
1343359,202014,19375.0,No
1420861,202234,13000.0,No
1420469,202014,16000.0,No
1421575,202014,13721.0,Yes
1422158,202014,12000.0,No
1422291,202014,16250.0,No
1421951,202014,15250.0,No
1422497,202014,20723.0,No
1422512,202014,17370.0,No
1422519,202124,14750.0,No
1423502,202014,19250.0,No
1423607,202014,15983.0,Yes
1424349,202014,15250.0,No
1424423,202014,14250.0,No
1423934,202014,17500.0,No
1425115,202014,15750.0,No
1424635,202014,22721.0,Yes
1425807,202014,10500.0,No
1426021,202014,17751.0,No
1425329,202014,16031.0,No
1426429,202014,13789.0,No
1426432,202014,10000.0,No
1426954,202014,13000.0,Yes
1427891,202014,17500.0,No
1428081,202014,14750.0,No
1427553,202014,14250.0,No
1429188,201904,13868.0,No
1430514,201904,22304.0,No
1431323,202124,17707.0,No
1431668,201904,13578.0,Yes
1433192,201904,11398.0,Yes
1433599,201904,14633.0,No
1428842,201904,18012.0,Yes
1436061,201904,9250.0,No
1436459,201904,17071.0,No
1436605,201904,13258.0,No
1440413,201904,14626.0,Yes
1440505,201898,11750.0,Yes
1440687,201904,12750.0,No
1440691,202124,15150.0,No
1441093,201904,10750.0,No
1440674,201898,7500.0,Yes
1440675,201898,7500.0,No
1333155,201904,16232.0,No
776352,201904,12690.0,No
1073872,201904,16250.0,Yes
1336423,201904,15000.0,No
1441544,201904,16142.0,No
1441578,201904,9000.0,Yes
1441639,202014,13596.0,No
1441969,202124,10251.0,Yes
1441912,201898,15106.0,Yes
1441595,201904,18334.0,No
1441596,201904,11500.0,No
1442231,201898,7500.0,No
1442234,202014,14346.0,No
1442620,201904,12798.0,No
1442648,202124,16850.0,No
1442651,202124,14900.0,No
1442912,201904,13868.0,No
1442476,201904,14638.0,Yes
1442623,202124,16265.0,Yes
1442737,201904,12250.0,Yes
1442832,201904,6500.0,Yes
1442572,201904,12829.0,No
715771,201904,10000.0,No
1443753,201904,14642.0,Yes
1443007,202014,13596.0,No
1443256,201904,21003.0,Yes
1443042,201904,15323.0,No
1443157,202014,19781.0,No
1443317,202014,14985.0,No
1443145,201904,12830.0,Yes
1443244,201904,13250.0,Yes
1443343,202014,5680.0,No
1443344,202234,25255.0,No
1443363,202014,9500.0,No
1443368,202014,13596.0,No
1443373,202124,16734.0,No
1443191,202014,9500.0,No
1443347,201904,12500.0,Yes
1443546,202014,20538.0,Yes
1443616,201904,20132.0,No
1443506,201904,14553.0,Yes
1443185,201904,13000.0,Yes
1443187,201904,0.0,Yes
1443429,201904,11000.0,No
1442966,202014,14250.0,No
1443678,202124,20029.0,No
1443414,201904,16763.0,No
1443726,201904,14656.0,No
1444375,202014,15021.0,No
1272055,202234,14350.0,No
1444433,201904,20001.0,Yes
1444009,201904,18287.0,Yes
1219561,201904,11000.0,No
1444329,201904,13250.0,No
1444310,201904,9500.0,No
1444292,201904,10500.0,No
1444039,201904,18029.0,No
1444058,202014,16408.0,No
1443856,201904,17730.0,Yes
1335710,201904,14037.0,Yes
1443963,201904,15680.0,No
1444346,202014,13596.0,No
1444357,202014,13596.0,No
1444359,202014,13596.0,No
1445193,201908,12983.0,No
1445241,202238,11000.0,No
1444900,201904,14957.0,No
1444998,202014,14750.0,No
1331441,202014,3000.0,No
1331440,202234,12000.0,No
1444680,202124,11500.0,No
1445356,201904,15419.0,Yes
1444773,202234,14100.0,No
1444797,201904,9000.0,No
1444884,201904,16648.0,No
1444909,201904,15642.0,No
1331816,201904,12250.0,No
1445059,201898,19716.0,No
1445145,202014,15750.0,No
1445486,202014,14355.0,No
1445922,201908,12628.0,No
1446003,201904,14750.0,Yes
1446156,201904,14053.0,No
1324966,201904,14642.0,Yes
1547601,202014,13596.0,No
1548185,202014,8764.0,No
1548211,202014,14208.0,No
1446466,201904,12483.0,No
1446273,201904,12083.0,No
1446285,201904,13500.0,No
1446569,201904,14642.0,Yes
1336084,201904,10500.0,No
1446555,201904,12655.0,Yes
1446627,202014,14346.0,No
1446799,202234,2800.0,No
1446937,202234,16850.0,No
1446400,201904,16457.0,Yes
1446446,202124,16850.0,No
1446541,202018,12250.0,No
1446360,202014,8750.0,Yes
1446616,202014,14500.0,No
1446734,201904,13561.0,No
1446694,201904,13279.0,No
1446256,201904,12750.0,Yes
1446269,201904,11429.0,Yes
1446562,202014,24628.0,No
1446298,202014,18019.0,No
1446722,201904,20045.0,No
1446802,201904,9500.0,Yes
1447100,201904,12858.0,Yes
1447615,201904,10568.0,Yes
1447618,201904,19531.0,No
1447122,202014,11854.0,No
1447242,201904,13758.0,Yes
1447295,202234,17026.0,No
1447333,202014,11750.0,No
1447270,201904,10000.0,Yes
1447417,202014,12500.0,No
1447428,202234,8501.0,No
1447438,202234,14600.0,No
1447176,202014,21913.0,No
1447207,202124,15376.0,No
1447472,202234,16141.0,No
1447643,201904,12483.0,No
1447653,201904,11750.0,Yes
1447667,201904,14099.0,Yes
1332769,201904,21632.0,Yes
1447346,202014,12557.0,No
1447372,202124,14889.0,No
1447535,201904,14632.0,No
1447233,202014,12000.0,No
1447235,202014,18001.0,No
763627,201904,16442.0,No
1271575,201904,19305.0,No
1447714,201904,9000.0,Yes
1448258,201904,12129.0,No
1447873,202124,16850.0,No
1447969,202014,14471.0,No
1447989,202014,17750.0,No
1280756,201904,13378.0,No
1448074,201904,0.0,Yes
1448078,201904,14646.0,No
1448194,201904,13258.0,Yes
783994,202014,13500.0,No
1448390,202124,13702.0,Yes
1448455,202124,16976.0,No
1448314,201904,9759.0,Yes
1322833,201904,12250.0,Yes
1448406,201904,13458.0,No
1448435,202014,25868.0,Yes
1448545,201904,12737.0,No
1448639,201898,6500.0,No
1449006,201908,12773.0,Yes
1449019,201904,0.0,Yes
1448588,201904,9250.0,No
1448492,202014,15878.0,No
1448511,201904,9260.0,No
1442646,202014,7500.0,No
1448709,201904,17063.0,Yes
1449163,201904,9000.0,Yes
1448934,201904,9000.0,No
1549989,202014,4396.72,No
1448619,202014,9426.0,No
1444378,201904,10000.0,No
1448624,201904,18012.0,Yes
1448634,201904,12353.0,No
1448820,201904,21633.0,Yes
1550000,202014,14771.0,No
1550014,202014,18018.0,No
1448505,202014,19250.0,No
1449030,202124,15934.0,No
1449078,201904,1081.6,No
1449079,201904,11773.0,Yes
1449102,202124,19085.0,No
1449249,201904,4177.0,Yes
1532785,202014,13741.0,Yes
1449750,201904,12909.0,No
1449752,201904,6500.0,No
1449758,201904,0.0,Yes
1449759,201904,12083.0,Yes
1449335,201904,6500.0,No
1449442,201904,15566.0,Yes
1449297,202234,17850.0,No
1449345,202238,11000.0,No
1449351,201904,14145.0,Yes
1449355,201904,17354.0,No
1449383,201904,13000.0,No
1449386,201904,12129.0,Yes
1449409,201904,20563.0,No
1449248,201904,14408.0,No
1449325,201904,8211.0,No
1449328,201904,13707.0,Yes
1449769,201904,15261.0,No
1449795,201904,12483.0,No
1447546,201908,10453.0,Yes
1450589,201904,13166.0,No
1450017,201904,15681.0,Yes
1450036,202124,13000.0,No
1450056,202014,15000.0,Yes
1450219,201904,10000.0,No
1450222,201904,20928.0,No
1450223,201904,10454.0,Yes
1449942,201908,16878.0,Yes
1450276,202234,13500.0,No
1450593,201904,15233.0,Yes
1447629,202014,11241.0,Yes
1327502,201904,10000.0,No
1450702,201904,17073.0,No
1450113,201904,20928.0,Yes
1450991,201904,10599.0,No
1451001,202014,16852.0,No
1451092,201904,11500.0,Yes
1451340,201904,16191.0,No
1451341,201904,9000.0,No
1451349,201904,8750.0,Yes
1450719,202014,14750.0,No
1451373,201904,16148.0,Yes
1451378,201904,8751.0,Yes
1451379,202014,11242.0,Yes
1451380,201904,17572.0,Yes
1451382,201904,17214.0,No
1451383,201908,13612.0,Yes
1450754,202014,13750.0,Yes
1450766,202014,19351.0,No
1451018,201904,11250.0,No
1451024,202238,13325.0,No
1451031,201904,9000.0,Yes
1450984,201904,13000.0,No
1551896,202014,15958.0,No
1346240,201908,16879.0,Yes
931448,201904,17198.0,No
1451043,201904,18450.0,Yes
1451293,201904,12083.0,Yes
1451308,201904,11954.0,Yes
1451318,201904,5135.0,Yes
1451334,201904,18915.0,Yes
1451355,202014,11750.0,No
1451385,201904,13500.0,No
1451388,201904,12938.0,Yes
1452026,201904,12288.0,No
1452062,201904,11750.0,No
1452113,201904,14211.0,No
1452064,201904,6921.0,No
1550874,202124,16749.0,No
1452156,201904,9000.0,No
1451569,201904,12969.0,No
1451575,201904,10500.0,No
1451612,202344,15741.0,No
1451459,202014,14361.0,No
1451630,201904,9000.0,No
1451655,201904,14642.0,No
1451927,201904,17421.0,No
1451962,201904,12250.0,No
1452506,201904,7500.0,Yes
1452513,201904,19238.0,No
1452675,202014,14521.0,No
1452677,201904,13868.0,No
1452239,202014,1136.12,No
1452295,201904,11500.0,Yes
1452230,201908,12756.0,Yes
1452249,202014,16959.0,No
1452262,202234,18100.0,No
1452310,201904,9613.0,No
1452427,201904,15368.0,No
1452441,201904,19777.0,No
1452849,202014,14372.0,Yes
1452593,202014,13596.0,Yes
1452625,202014,15328.0,No
1687507,202234,17526.0,No
1687520,202234,10350.0,No
1452517,201904,2167.0,No
1322707,201904,10500.0,No
1452668,201904,13870.0,No
1452670,201904,0.0,No
1452860,202014,15861.0,No
1452867,202014,14500.0,No
1452489,201904,10500.0,Yes
1452653,202014,14250.0,No
1452416,201908,9000.0,Yes
1452419,201908,8500.0,No
1452808,202014,16203.0,No
1453363,201904,16583.0,No
1453530,201904,17418.0,Yes
1453626,202014,14454.0,No
1453086,202014,14250.0,No
1453091,202014,15111.0,No
1453345,201904,8588.0,No
1453025,201908,10454.0,Yes
1453279,201904,8500.0,Yes
1453280,202014,0.0,Yes
1561651,202014,15387.0,No
1453566,201904,12250.0,No
1453572,201904,11978.0,No
1453531,201908,11953.0,Yes
1451102,201904,10000.0,No
1452301,201904,10454.0,Yes
1452940,201904,15250.0,Yes
1452414,201904,10454.0,Yes
1453422,202234,13100.0,No
1452955,201904,14455.0,Yes
1453267,202234,18500.0,No
1278733,201904,14250.0,Yes
1453542,202014,12605.0,No
1452907,202014,14346.0,No
1453286,201904,11500.0,No
1453288,201904,0.0,Yes
1453299,202124,15476.0,No
1454161,202014,11387.0,No
1453660,201904,13669.0,Yes
1453709,202124,18820.0,No
1453843,201904,10500.0,Yes
1453846,201904,10454.0,Yes
1453901,202124,18806.0,No
1453907,202124,15250.0,No
1453922,202124,20851.0,No
1453928,202128,15682.0,No
1453970,202014,14250.0,No
1453981,202014,14250.0,No
1454013,202014,18031.0,No
1453779,202344,13500.0,No
1453783,202018,17509.0,No
1453868,202014,15250.0,No
1454654,202014,12500.0,Yes
1455032,202014,14203.0,Yes
1455043,201904,19533.0,No
725932,201238,7000.0,Yes
1454934,201904,17070.0,No
1455014,202014,13723.0,No
1454474,202014,12500.0,No
1455244,201904,13928.0,No
1349759,201904,13000.0,Yes
1062577,201904,12359.0,No
1452276,201904,15298.0,Yes
1455790,202014,13596.0,No
709302,201234,9138.0,Yes
1455149,201904,19510.0,No
1455283,201904,15638.0,Yes
1455354,202014,16250.0,No
1455140,201908,13796.0,Yes
1452925,201904,14205.0,Yes
1455332,201908,11953.0,Yes
1455520,202014,15000.0,No
1455138,201904,12250.0,No
1455333,201904,13868.0,No
1455337,201904,14842.0,No
1455672,202014,5680.0,No
1455935,201904,11656.0,No
1455995,202014,5680.0,No
1455919,201904,8500.0,No
1455920,201904,15526.0,Yes
1455356,201904,13662.0,Yes
1280952,201908,11203.0,No
1456140,202014,14750.0,No
1456170,202014,16750.0,No
1455950,201904,12822.0,Yes
1455890,202014,15371.0,No
1455891,202014,13596.0,No
1455900,201904,3177.0,Yes
1455914,201904,8500.0,Yes
1456475,202124,12000.0,No
1456533,202014,16971.0,No
1456740,201904,13750.0,Yes
1457093,202014,13500.0,No
1457276,202124,24113.0,No
1457343,202124,17325.0,No
1456704,202128,8500.0,No
1456883,202124,20118.0,No
1456940,202014,5265.0,No
1456948,202014,17250.0,No
1456986,202014,18750.0,No
1457017,202014,20500.0,No
1457023,202344,6184.0,No
1457156,202014,18751.0,No
1457261,202124,19050.0,No
1457506,202234,18169.0,No
1457735,202234,0.0,No
1457564,202124,15235.0,No
1457980,202124,5852.0,No
1457876,202234,13000.0,No
1458042,202234,17350.0,No
1457782,202234,21350.0,No
1458759,201904,12508.0,No
1458760,202014,7500.0,No
1458762,201904,7500.0,Yes
1458688,201904,11750.0,No
1459026,201904,8500.0,Yes
1459033,201904,8500.0,No
1458592,201904,10000.0,No
1458619,201904,10000.0,No
1458386,202234,18026.0,No
1458523,202124,17303.0,No
1458547,202124,16035.0,No
1458555,202014,11966.0,No
1459119,202014,18352.0,No
1459077,202014,16458.0,No
1459083,202124,11650.0,No
1459219,202014,15500.0,No
1459233,202014,14621.0,No
1459235,202014,18958.0,No
1459413,201904,8500.0,Yes
1326475,202014,17000.0,No
1459375,201904,15110.0,Yes
1459334,202014,14500.0,No
1459385,202124,16575.0,No
1460356,202014,14250.0,No
1460518,202014,14871.0,No
1564899,202014,12500.0,Yes
1460429,202124,14350.0,Yes
1459977,202014,14500.0,No
1460064,202014,14346.0,No
1461001,202014,17500.0,No
1461022,202014,13596.0,No
1461026,202014,11500.0,No
1461044,202014,14821.0,No
1461047,202014,15321.0,No
1460902,202014,16361.0,No
1461217,202234,20850.0,No
1461144,202014,15720.0,No
1461458,202124,11251.0,Yes
1460797,201904,9417.0,No
1460964,202014,17000.0,No
1460986,201904,14897.0,No
1461176,201904,8500.0,Yes
1461262,202014,13596.0,Yes
1461266,202014,20458.0,No
1460792,202014,17268.0,No
1461184,202128,9250.0,No
1461186,202014,15708.0,No
1461655,202234,8501.0,No
1461664,201904,8500.0,No
1461857,202014,15250.0,No
1461485,201904,11709.0,Yes
1462001,202124,15000.0,No
1462048,202014,16250.0,No
1461631,202014,16500.0,No
1461715,202124,20505.0,No
1461588,202014,8000.0,No
1461890,202344,12000.0,No
1459114,201904,13166.0,Yes
1461936,202014,17000.0,No
1462019,202014,16500.0,Yes
1462125,202014,15361.0,Yes
1461669,202014,15750.0,No
1461763,202124,19702.0,No
1461808,202234,16050.0,No
1461721,202014,14500.0,No
1462137,202014,14000.0,Yes
1462989,202014,13596.0,No
1462993,202014,14721.0,No
1462430,202124,14596.0,No
1462431,202014,16021.0,No
1462467,202014,16121.0,No
1462572,202124,12383.0,No
1462558,202234,15099.0,No
1462606,202124,18969.5,No
1462579,202124,10000.0,No
1462536,202014,14611.0,No
1462644,202014,7500.0,No
1462749,201904,7500.0,Yes
1462592,201904,8750.0,Yes
1462601,201904,7500.0,No
715146,201124,9948.0,Yes
1462953,202014,13221.0,No
1462955,202014,15958.0,No
1463089,202014,15671.0,No
1463108,201908,7500.0,Yes
1463280,202014,14085.0,Yes
1463294,202014,20500.0,No
1463780,202014,12500.0,No
1323837,202124,15650.0,No
1463083,201904,11000.0,Yes
1463316,201904,15926.0,Yes
1463400,202014,15021.0,No
1463412,202234,22350.0,No
1458856,202124,10300.0,No
1463834,202234,18319.0,No
1464225,202014,0.0,No
1463842,202014,12000.0,No
1465704,202124,15600.0,No
1466393,202124,16922.0,No
1467551,202014,13621.0,No
1468782,202014,12000.0,No
1469198,202124,16100.0,No
1469534,202124,16175.0,Yes
1469114,202014,15000.0,No
1470245,202124,13600.0,No
1469904,202014,14843.0,No
1470693,202124,5000.0,No
1470917,202014,14750.0,No
1470306,202124,14600.0,No
1472047,202234,18850.0,No
1472852,202124,15250.0,No
1473644,202124,17950.0,No
1473420,202124,16350.0,No
1473501,202014,11750.0,No
1475098,202124,20450.0,No
1201828,202124,17226.0,Yes
1474838,202344,0.0,No
1474926,202124,20850.0,No
1474994,202124,16723.0,No
1475409,202124,18750.0,No
1476846,202014,14346.0,No
1477456,202014,14346.0,No
1477569,202014,5265.0,Yes
1478099,202014,13500.0,No
1477815,202014,14000.0,No
1478994,202124,23798.0,No
1479367,202344,9500.0,No
1479609,202124,12450.0,No
1480411,202014,15250.0,No
1480820,202124,15300.0,No
1480716,202124,15350.0,No
1482167,202124,17125.0,No
1482804,202014,15208.0,No
1483453,202124,12368.0,No
1483715,202124,16850.5,No
1484164,202124,15700.0,No
1484192,202014,14250.0,Yes
1484494,202014,14251.0,No
1485463,202124,14657.0,Yes
1484947,202124,17950.0,No
1486231,202014,14250.0,No
1486258,202014,14096.0,No
1486577,202014,16171.0,No
1487932,202018,14500.0,No
1488919,202014,18500.0,No
1488732,202014,21250.0,No
1489715,202014,14500.0,Yes
1490473,202014,23644.0,No
1490098,202234,17250.0,No
1490312,202014,18269.0,No
1490598,202014,17031.0,No
1490904,202124,17400.0,No
1491482,202014,14000.0,Yes
1491492,202014,16372.0,No
1491647,202014,13764.0,No
1492105,202014,15471.0,No
1492250,202014,14111.0,No
