UID,TERM,NON_PLU_SCHOLARSHIP,GRADUATED
734071,201454,9318.0,Yes
734210,201564,7691.0,Yes
733973,201454,9318.0,Yes
733991,201564,3388.0,Yes
734099,201344,2874.0,No
733826,201348,8873.0,Yes
734417,201454,7624.0,Yes
734955,201234,4026.0,Yes
735659,201344,7650.0,No
735152,201234,3275.0,No
736495,201788,7718.0,Yes
736512,201234,3768.0,No
736484,201234,1600.0,No
736170,201344,7582.0,Yes
737164,201234,3250.0,Yes
736773,201234,5381.0,No
736863,201344,3288.0,Yes
736699,201454,8193.0,Yes
736743,201234,5431.0,No
736978,201344,2248.0,No
737856,201894,8175.0,Yes
737567,201344,9526.0,Yes
737709,201234,4471.0,Yes
738055,201234,5268.0,Yes
738185,201234,4126.0,Yes
737459,201344,803.0,Yes
737205,201234,2950.0,Yes
737806,201564,6156.0,Yes
737643,201564,6360.0,Yes
737555,201894,5938.0,Yes
737557,202014,8118.0,No
737798,201344,2298.0,Yes
737799,201234,4447.0,Yes
737800,201234,5309.0,No
737452,201344,4173.0,No
737900,201234,4786.0,Yes
737949,201234,1800.0,No
738714,201234,5431.0,Yes
738738,201454,7599.0,No
738511,201238,6786.0,Yes
738430,201344,8876.0,Yes
738521,201238,1950.0,Yes
714257,201234,5270.0,No
738386,201234,6786.0,No
738263,201348,1748.0,Yes
738706,201348,1597.0,Yes
739413,201344,2995.0,No
739426,201344,4619.0,Yes
739431,201344,1198.0,No
739312,201344,9276.0,No
739203,201344,2373.0,Yes
739474,201344,6640.0,Yes
739495,201344,8876.0,Yes
739588,201238,5350.0,No
739754,201348,2347.0,Yes
740041,201348,1548.0,Yes
740121,201234,5820.0,No
739872,201238,5041.0,Yes
740000,201344,5023.0,Yes
739988,201344,4374.0,Yes
740371,201238,6322.0,Yes
739972,201344,1448.0,Yes
740551,201344,1048.0,Yes
740559,201344,3323.0,Yes
739875,201344,6774.0,Yes
739960,201344,2398.0,No
740321,201344,7787.0,No
740348,201454,3365.0,No
740565,201344,6068.0,Yes
741015,201344,948.0,No
740716,201238,7134.0,Yes
741186,201238,4068.0,Yes
741229,201348,6226.0,Yes
740847,201344,1198.0,Yes
741041,201344,3938.0,Yes
740672,201234,6786.0,No
740779,201238,6757.0,No
741098,201344,2970.0,Yes
740874,201564,2963.0,Yes
741558,201454,5733.0,Yes
741651,201344,4963.0,No
741657,201344,5557.0,Yes
741880,201344,8251.0,No
741662,201348,6462.0,Yes
742067,201344,4546.0,Yes
742075,201344,3323.0,Yes
742076,201344,7751.0,Yes
741743,201344,9276.0,Yes
741556,201344,2147.0,No
741697,201784,6444.0,Yes
741863,201344,3323.0,No
742119,201238,7534.0,Yes
741643,201344,3403.0,Yes
741684,201348,3323.0,Yes
742017,201564,8366.0,Yes
743062,201344,9276.0,Yes
742363,201344,2823.0,Yes
742384,201344,5769.0,Yes
742932,201894,3409.0,Yes
743032,201344,5016.0,No
743080,201348,2898.0,No
743085,201344,2598.0,No
742361,201344,6463.0,Yes
742439,201344,3098.0,Yes
742747,201238,2115.6,No
742846,201238,5128.0,Yes
742521,201454,8643.0,Yes
742880,201454,8534.0,Yes
743532,201344,7145.0,Yes
743757,201238,6767.0,No
743844,201344,8876.0,Yes
743721,201454,7392.0,No
743928,201344,1998.0,Yes
743455,201238,4283.97,No
743859,201344,9276.0,Yes
743657,201454,1590.0,Yes
743811,201344,8876.0,Yes
743537,201454,6459.0,Yes
743273,201344,2298.0,No
743583,201344,1748.0,No
743740,201344,8876.0,Yes
743827,201344,2498.0,Yes
743837,201344,2698.0,Yes
743580,201344,5963.0,Yes
743137,201454,3878.0,No
744001,201344,1598.0,Yes
744542,201454,8918.0,Yes
744607,201454,2809.0,No
744646,201454,5358.0,Yes
744665,201238,3275.0,Yes
744325,201344,4516.0,Yes
744326,201344,6785.0,No
744738,201238,1350.0,Yes
744775,201674,2483.0,Yes
744818,201344,7500.0,No
743936,201344,2448.0,Yes
744069,201344,3573.0,Yes
744105,201344,5963.0,Yes
744149,201344,1098.0,Yes
744180,201344,8851.0,No
744301,201344,2548.0,Yes
745103,201454,2555.0,Yes
745567,201344,8651.0,No
745578,201344,1548.0,Yes
744874,201344,4068.0,Yes
744940,201564,9341.0,No
744979,201674,1483.0,Yes
745045,201344,1955.0,Yes
745218,201344,4516.0,Yes
745232,201344,4259.0,Yes
745420,201344,3323.0,No
745600,201344,3785.0,No
745620,201344,1598.0,No
745361,201344,1498.0,No
745630,201344,7200.0,No
744989,201454,7624.0,No
745191,201454,7549.0,Yes
745516,201344,848.0,No
745528,201344,9276.0,Yes
745529,201344,4889.0,No
745540,201344,9276.0,Yes
745543,201344,8876.0,No
745895,201564,7647.0,Yes
746199,201344,3198.0,Yes
745795,201344,3048.0,No
745800,201454,1790.0,Yes
745863,201344,5329.0,Yes
745905,201458,3365.0,Yes
746163,201344,4490.0,Yes
745826,201344,4950.0,Yes
745828,201348,6395.0,Yes
745975,201344,2098.0,Yes
747137,201344,8401.0,Yes
746863,201344,3323.0,No
747036,201458,3294.95,No
747118,201564,8566.0,Yes
747221,201344,1348.0,Yes
747240,201344,2548.0,Yes
747750,201564,5368.0,No
748056,201564,8091.0,Yes
747326,201238,5453.0,Yes
747331,201238,2157.0,No
747418,201344,3298.0,Yes
747781,201564,1813.0,Yes
747273,201454,6849.0,Yes
747379,201454,7322.0,No
747404,201344,9526.0,No
747536,201344,6463.0,Yes
747601,201344,2448.0,Yes
748444,201344,1848.0,Yes
748447,201344,3323.0,Yes
748542,201454,3090.0,No
748349,201348,3322.0,Yes
748354,201344,8876.0,No
748510,201454,3365.0,Yes
748098,201344,5016.0,No
748099,201344,2923.0,No
748209,201344,1348.0,No
748626,201344,4773.0,Yes
748300,201348,997.0,Yes
748574,201344,9276.0,Yes
748584,201344,3251.0,Yes
748874,201238,7234.0,No
748104,201344,7407.0,Yes
748566,201454,970.0,Yes
749949,201344,7582.0,No
749192,201454,1690.0,Yes
749423,201344,8601.0,Yes
749691,201344,2596.0,Yes
749698,201454,3365.0,Yes
749805,201344,8876.0,No
689708,201348,5014.0,Yes
750637,201454,6233.0,No
750700,201454,9193.0,No
750712,201454,9015.0,No
750643,201454,801.0,Yes
748656,201344,5779.0,Yes
751553,201348,9523.0,No
751516,201454,690.0,Yes
751575,201344,4516.0,No
750873,201344,3323.0,Yes
751309,201344,1798.0,Yes
750953,201344,7832.0,Yes
751024,201564,4768.0,Yes
751181,201344,2748.0,No
751268,201344,4963.0,Yes
751202,201454,6346.0,Yes
750810,201344,3323.0,Yes
750886,201348,2398.0,Yes
751072,201344,2748.0,No
752430,201454,7624.0,Yes
751781,201564,8941.0,No
751625,201348,965.0,No
752540,201344,3323.0,Yes
752557,201344,1148.0,No
752146,201238,3275.0,No
752003,201344,7832.0,No
750974,201344,1398.0,Yes
752139,201454,3365.0,Yes
753178,201564,9341.0,Yes
752914,201674,5060.0,Yes
753014,201344,3807.0,No
753031,201344,4792.0,Yes
752563,201344,1648.0,Yes
752565,201344,1348.0,Yes
753154,201344,3323.0,No
753001,201344,1598.0,No
752722,201344,6368.0,Yes
752734,201344,8000.0,Yes
752816,201344,8451.0,No
752567,201344,3048.0,No
752587,201344,7650.0,Yes
752707,201344,3221.0,Yes
752708,201344,2998.0,Yes
753979,201344,8401.0,Yes
753714,201344,9526.0,No
753726,201344,3323.0,Yes
753731,201348,7605.0,Yes
753736,201344,9526.0,Yes
753954,201344,2998.0,Yes
754065,201344,1698.0,Yes
754103,201344,8701.0,No
754109,201344,7307.0,No
754131,201344,1748.0,No
754163,201344,5829.0,No
753715,201344,2198.0,Yes
753719,201344,5016.0,No
753721,201344,1748.0,No
753836,201674,883.0,Yes
753357,201348,3323.0,No
753462,201344,3298.0,Yes
753966,201348,7180.0,Yes
754729,201344,4963.0,Yes
754731,201348,3322.0,No
754754,201344,4229.0,No
754914,201564,8941.0,Yes
754935,201454,9318.0,No
754247,201348,6462.0,Yes
754622,201344,1498.0,Yes
754781,201564,1863.0,Yes
754787,201564,7622.0,Yes
744739,201564,4226.0,Yes
754259,201344,5016.0,Yes
754592,201454,5390.0,No
754642,201344,2998.0,Yes
755467,201454,8843.0,No
755334,201454,4053.0,Yes
755140,201344,5016.0,No
755142,201344,7292.0,Yes
755608,201344,7292.0,Yes
755613,201344,8000.0,Yes
755188,201344,7320.0,No
755189,201344,9276.0,Yes
749868,201344,6807.0,No
755680,201454,6233.0,Yes
755346,201454,8918.0,Yes
755670,201344,1897.0,Yes
755735,201344,0.0,No
755760,201344,4022.0,Yes
755832,201348,8598.0,No
755835,201344,1248.0,No
756306,201344,4439.0,Yes
756436,201348,2797.0,No
755831,201674,3378.0,Yes
756399,201344,1648.0,Yes
756460,201344,3323.0,Yes
757175,201454,8174.13,No
757189,201344,4903.0,No
756780,201344,4566.0,Yes
757167,201344,3323.0,No
757183,201454,7624.0,No
757002,201454,2590.0,Yes
757085,201344,2998.0,Yes
757609,201344,6657.0,No
757860,201344,7582.0,No
757907,201454,3023.0,Yes
757847,201454,6099.0,Yes
758031,201344,3248.0,Yes
757824,201674,8961.0,No
757623,201454,2540.0,No
757917,201344,7807.0,No
758519,201344,5429.0,No
754614,201454,8835.0,Yes
759086,201454,9318.0,Yes
759092,201454,7068.65,No
759826,201454,8843.0,Yes
759226,201454,9276.0,Yes
759882,201344,948.0,Yes
761104,201344,1248.0,No
761302,201454,1840.0,No
760656,201454,940.0,Yes
761573,201344,6547.0,No
761534,201454,8918.0,Yes
762015,201904,8081.0,Yes
761947,201348,3323.0,No
762958,201454,5731.0,Yes
762258,201454,5006.0,Yes
752887,201564,2965.0,Yes
762308,201454,1640.0,Yes
762606,201454,3480.0,Yes
747739,201674,4128.0,Yes
763765,201454,4259.0,Yes
763778,201454,1890.0,No
763789,201454,9016.0,Yes
763152,201564,5756.0,No
763472,201564,7647.0,No
749631,201674,2533.0,Yes
764099,201454,7592.0,Yes
764176,201454,2640.0,Yes
764175,201344,3198.0,Yes
763841,201678,5804.0,Yes
764610,201344,7582.0,Yes
764013,201454,3365.0,No
763855,201344,4260.0,No
764138,201454,9015.0,No
763810,201454,6299.0,Yes
763829,201454,9072.0,Yes
763876,201344,4480.0,Yes
764179,201454,5952.0,Yes
764943,201454,6111.0,Yes
765089,201674,3408.0,No
764890,201454,2981.0,Yes
764622,201348,5897.0,No
764975,201344,3430.0,Yes
764881,201454,7624.0,Yes
765044,201564,7647.0,No
765060,201564,2888.0,No
765063,201454,5773.0,Yes
765209,201344,1298.0,Yes
764771,201454,4321.0,Yes
765140,201454,4259.0,Yes
764935,201348,3298.0,Yes
764744,201458,7623.0,No
764746,201674,5495.0,Yes
766005,201454,5115.0,Yes
766046,201454,801.0,Yes
765866,201454,8893.0,Yes
766196,201454,3821.0,Yes
765641,201454,7624.0,No
766176,201564,9341.0,Yes
765506,201348,3323.0,Yes
766309,201454,5321.0,No
765531,201454,4295.0,No
765548,201674,7267.0,Yes
765555,201784,4591.0,No
765573,201674,3008.0,No
765825,201564,3599.0,Yes
766569,201564,8416.0,Yes
766969,201564,1607.0,Yes
767021,201454,1324.0,Yes
766458,201454,7624.0,Yes
766469,201454,990.0,Yes
766331,201454,7693.0,No
766538,202234,8918.0,No
766706,201454,5371.0,Yes
766721,201454,9318.0,No
766801,201454,2640.0,Yes
767055,201454,3365.0,Yes
767054,201454,890.0,Yes
767056,201454,7624.0,Yes
766653,201454,940.0,Yes
766680,201454,9318.0,No
767228,201784,5594.0,Yes
767662,201348,2698.0,No
767650,201454,4259.0,Yes
767773,201454,2590.0,Yes
767322,201454,4521.0,Yes
767797,202128,4870.0,No
767639,201454,3365.0,No
767687,201454,1290.0,Yes
767577,201454,940.0,No
768213,201564,7647.0,No
768540,201454,2240.0,Yes
768323,201454,7122.0,No
768586,201454,6699.0,Yes
768468,201348,2148.0,Yes
768635,201454,5006.0,Yes
768422,201674,4910.0,No
768510,201564,9391.0,Yes
768594,201454,8042.0,Yes
769288,201454,2728.0,No
769468,201458,6005.0,Yes
768930,201454,5371.0,Yes
769234,201454,2590.0,Yes
769627,201454,9318.0,Yes
768926,201784,8138.0,Yes
769355,201454,8742.0,Yes
768817,201454,3365.0,No
769117,201564,8015.0,Yes
769488,201564,4168.0,No
769123,201458,2390.0,Yes
769018,201454,1540.0,Yes
754309,201454,3365.0,No
770313,201564,6322.0,No
769766,201454,8993.0,Yes
769949,201454,2090.0,Yes
770358,201348,3322.0,Yes
770247,201454,3365.0,No
770248,201458,3365.0,No
770379,201454,7293.0,Yes
769919,201454,3365.0,No
770609,201348,1448.0,Yes
770861,201454,1740.0,Yes
770868,201348,9275.0,Yes
771403,201454,2740.0,No
770751,201564,7647.0,Yes
770799,201898,8392.0,No
771111,201454,4408.0,No
770721,201454,9318.0,No
771648,201454,3365.0,Yes
771939,201454,801.0,Yes
772216,201784,2788.0,Yes
772223,201454,990.0,Yes
771862,201454,2890.0,No
771697,201454,2024.89,No
771698,201348,3219.0,Yes
771706,201454,3653.0,Yes
772034,201674,3001.0,Yes
772156,201454,5311.0,Yes
772198,201454,8692.0,No
772211,201784,9413.0,Yes
772879,201564,5194.0,Yes
772994,201454,5233.0,Yes
772997,201454,1240.0,Yes
772348,201454,6704.0,No
772551,201564,6381.0,Yes
772597,201674,9361.0,No
772314,201564,863.0,No
772265,201674,2130.0,Yes
773117,201454,8918.0,Yes
773510,201454,3365.0,Yes
773057,201454,3365.0,Yes
774571,201454,940.0,Yes
774588,201454,8592.0,Yes
773935,201458,4359.0,Yes
773988,201454,4616.0,Yes
774108,201564,5460.0,Yes
774110,201458,4870.0,Yes
774129,201454,8918.0,Yes
774199,201454,3290.0,Yes
774297,201904,9551.0,Yes
774390,201454,8042.0,Yes
774393,201454,7092.0,No
774409,201454,8918.0,No
774106,201458,6057.0,Yes
774147,201454,8918.0,Yes
774436,201454,5952.0,Yes
774437,201454,9318.0,Yes
774371,201454,1690.0,No
774446,201454,9318.0,Yes
774464,201454,1140.0,Yes
774223,201454,7049.0,Yes
774505,201454,7224.0,Yes
774729,201564,6256.0,Yes
775031,201454,7291.0,Yes
775191,201454,7321.0,No
774836,201454,2390.0,Yes
775462,201454,8643.0,Yes
775436,201348,1948.0,Yes
775439,201454,8918.0,Yes
775442,201454,1090.0,Yes
774940,201454,6065.0,No
775494,201454,7624.0,Yes
775651,201454,8643.0,Yes
776447,201564,7465.0,Yes
775903,201454,2130.0,Yes
775666,202344,10322.0,No
775910,201894,8026.0,Yes
775980,201454,1290.0,No
775817,201784,5066.0,No
775770,201564,4618.0,Yes
776130,201564,4856.0,Yes
776177,201454,5006.0,Yes
775911,201454,3845.0,Yes
776391,201454,3378.74,No
776108,201454,7349.0,Yes
776339,201458,6005.0,Yes
776438,201454,890.0,No
776795,201454,7599.0,No
777287,201458,6232.0,Yes
777290,201454,7692.0,Yes
777251,201454,4070.0,Yes
777328,201674,4901.0,Yes
777368,201674,9335.0,No
776497,201454,9318.0,No
776776,201454,5733.0,No
776848,201454,6018.0,Yes
777270,201454,3365.0,No
776481,201564,3313.0,Yes
776482,201454,9318.0,No
776485,201454,3340.0,No
776492,201568,3012.0,No
777310,201898,6992.0,No
776573,201458,8941.0,No
777148,201454,9027.0,Yes
776672,201454,5421.0,Yes
776875,201454,890.0,Yes
776986,201454,8918.0,Yes
776992,201454,4321.0,No
776472,201454,6006.0,Yes
777054,201454,2590.0,Yes
777098,201454,490.28,No
776709,201454,7224.0,No
776963,201348,3323.0,No
776964,201454,7942.0,No
777161,201564,3388.0,Yes
776574,201454,3971.0,No
777106,201454,8893.0,No
777243,201454,1190.0,Yes
777793,201454,6233.0,Yes
777841,201454,3365.0,Yes
778013,201454,3780.0,Yes
778085,201454,3547.7,No
778096,201458,3927.0,Yes
778008,201454,9318.0,Yes
778119,201454,3294.0,No
778132,201454,2340.0,Yes
778133,201454,3895.0,Yes
777828,201674,7667.0,Yes
778031,201454,3365.0,No
777710,201454,3365.0,No
777932,201454,8918.0,No
778044,201454,7892.0,No
777867,201454,4453.0,Yes
778913,201454,6032.0,Yes
778445,201454,7199.0,Yes
778470,201674,7442.0,Yes
778675,201454,3795.0,No
778877,201454,2190.0,No
778337,201454,5733.0,Yes
778899,201454,2555.0,No
778914,201454,6233.0,Yes
778180,201564,7315.0,Yes
778187,201564,8941.0,No
778196,201674,1250.0,Yes
778252,201458,2620.0,Yes
776721,201564,4426.0,Yes
778778,201454,8893.0,Yes
778706,201674,5660.0,Yes
778917,201454,6006.0,Yes
778918,201454,4997.0,Yes
778919,201454,9318.0,No
778727,201564,3599.0,Yes
778760,201454,5733.0,Yes
778942,201454,2555.0,Yes
778200,201454,1990.0,No
778197,201454,5168.0,No
778589,201454,4540.0,Yes
779408,201674,8085.0,No
779427,201894,8326.0,Yes
779844,201564,5460.0,No
779265,201454,3937.0,No
779467,201674,2768.0,Yes
779126,201564,1413.0,Yes
779766,201674,3733.0,Yes
779187,201454,3365.0,Yes
779188,201454,3365.0,No
779190,201454,840.0,No
779192,201454,5571.0,Yes
779450,201454,7624.0,Yes
779451,201454,6233.0,Yes
779773,201454,5733.0,Yes
779097,201454,1890.0,No
779118,201564,1813.0,No
779144,201458,5732.0,No
780269,201564,9316.0,No
780381,201564,4259.0,Yes
780426,201674,6689.0,Yes
780242,201898,8324.0,Yes
780530,201674,2130.0,Yes
780073,201564,8941.0,Yes
780075,201564,2130.0,No
780760,201564,7522.0,Yes
780894,201674,5876.0,No
781345,201564,7647.0,Yes
782181,201454,1140.0,No
782182,201454,6006.0,Yes
781713,201674,8536.0,Yes
782264,201564,5256.0,Yes
782477,202014,2922.0,No
782953,201674,9361.0,Yes
782381,201564,1263.0,Yes
782639,201564,3388.0,Yes
782449,201564,6616.0,Yes
782447,201454,7249.0,No
783408,201454,6006.0,Yes
783242,201674,9361.0,Yes
784450,201454,4270.0,Yes
784473,201454,8743.0,Yes
783957,201454,7624.0,Yes
784407,201454,5566.0,Yes
784580,201564,2988.0,Yes
784112,201454,6233.0,Yes
784113,201564,7966.0,Yes
783971,201454,2981.0,Yes
784263,201568,7122.0,No
783760,201564,9066.0,Yes
784291,201454,5572.0,No
784622,201454,2240.0,Yes
785091,201454,5636.0,Yes
785031,201564,8816.0,No
784988,201454,3365.0,Yes
785087,201454,5540.0,Yes
779398,201454,6827.0,No
785669,201454,3795.0,Yes
785622,201674,7935.0,No
786268,201674,8836.0,Yes
785662,201454,3365.0,Yes
786296,201894,7297.0,Yes
785498,201458,2440.0,Yes
787942,201564,2763.0,No
788958,201454,3365.0,No
787947,201454,1340.0,Yes
789546,201904,4870.0,Yes
789587,201568,1491.0,Yes
789269,201454,4345.0,No
789880,201674,9361.0,Yes
789122,201568,5757.0,Yes
789425,201454,8442.0,No
789146,201454,6506.0,Yes
789446,202124,1360.0,Yes
784761,201564,3393.0,Yes
789225,201454,3365.0,No
789286,201674,6160.0,No
790026,201454,5733.0,No
790068,201454,3365.0,No
790682,201454,4925.0,Yes
789993,201454,2768.0,Yes
790056,201674,3408.0,No
790580,201564,6460.0,Yes
790668,201564,5745.0,Yes
789990,201674,5660.0,Yes
790013,201454,6949.0,Yes
790211,201454,6506.0,Yes
790578,201454,6506.0,Yes
790038,201454,5575.0,Yes
790742,201564,1013.0,Yes
791417,201454,6459.0,Yes
791498,201564,9341.0,Yes
790862,201454,3240.0,Yes
793286,201564,3388.0,Yes
794255,201454,5733.0,Yes
794316,202014,4133.0,No
793819,201564,3388.0,Yes
793566,201674,5626.0,No
793923,201564,5756.0,Yes
793579,201454,4679.0,Yes
794517,201894,9126.0,Yes
778149,201564,6872.0,Yes
766787,201454,7624.0,Yes
774546,201894,5647.0,Yes
722364,201234,4700.0,No
729051,201234,7534.0,No
730893,201234,3100.0,Yes
731897,201344,2981.0,No
794379,201564,1013.0,No
794380,201454,4695.0,Yes
794506,201568,6664.0,Yes
794557,201458,4863.0,Yes
795116,201894,2273.0,Yes
795342,201564,6064.0,Yes
795422,201564,1013.0,No
794884,201784,4901.0,Yes
794789,201674,8961.0,No
794794,201564,7515.0,Yes
794376,201564,3388.0,No
795043,201564,7647.0,Yes
794944,201564,1463.0,Yes
795364,201454,1440.0,Yes
796458,201564,1413.0,Yes
796393,202014,9626.0,No
796976,201564,1613.0,Yes
797842,201674,1250.0,Yes
797948,201564,2988.0,Yes
797730,201674,9361.0,No
795099,201564,6772.0,Yes
797857,201564,1013.0,Yes
797830,201564,5481.0,No
799226,201564,8941.0,No
798930,201564,3613.0,Yes
798505,202014,487.0,Yes
799743,201564,9316.0,No
799953,201784,8424.0,No
800015,201564,4579.0,Yes
800036,201674,3408.0,Yes
800216,201564,3893.0,Yes
799795,201564,2963.0,No
799806,201564,5960.0,Yes
799906,201564,1563.0,No
799689,201564,3388.0,No
800867,201564,5689.0,Yes
794857,201564,9291.0,No
800908,201784,8488.0,Yes
800936,201564,3388.0,No
800963,201784,2335.0,Yes
800865,201678,7267.0,Yes
800471,201674,9361.0,Yes
800483,201784,4259.0,Yes
800514,201904,7726.0,Yes
800724,201568,8939.0,No
748178,201674,3987.0,Yes
800281,201564,7647.0,Yes
800610,201564,8922.0,Yes
800667,201568,2555.0,Yes
800818,201564,4531.0,Yes
795308,201564,913.0,Yes
800703,201564,8266.0,Yes
800839,201564,5756.0,Yes
800840,201564,4256.0,Yes
800567,201674,4259.0,Yes
800735,201784,2535.0,Yes
801168,201564,8266.0,Yes
801180,201564,8941.0,Yes
801415,201564,8941.0,No
801419,201784,9013.0,Yes
801570,201678,8959.0,No
801066,201564,5953.0,Yes
801094,201564,8941.0,Yes
802534,201564,2663.0,No
801928,201564,9341.0,Yes
803200,201564,3843.0,Yes
803213,201674,8886.0,Yes
802795,201458,6265.0,Yes
802863,201564,3363.0,Yes
802807,201568,3673.0,Yes
802616,201564,6256.0,Yes
802723,201564,2013.0,Yes
800996,201564,1963.0,Yes
803108,201564,9341.0,Yes
803141,201564,7515.0,No
803144,201674,1655.0,Yes
800877,201674,6160.0,No
803189,201564,8941.0,Yes
795292,201564,2941.0,No
803711,201674,1683.0,Yes
804041,201564,7647.0,Yes
804087,201784,7719.0,Yes
804096,201674,6160.0,Yes
778643,201674,1983.0,No
803851,201568,2963.0,Yes
799915,201458,6264.0,No
803419,201564,1763.0,No
803638,201898,8324.0,Yes
803647,201564,4918.0,Yes
804009,201458,4259.0,No
804266,201564,1013.0,Yes
804339,201458,3365.0,Yes
804361,202124,4880.0,Yes
804364,201564,3600.0,No
804163,201564,3734.0,No
804553,201904,9551.0,No
804102,201784,9013.0,Yes
804627,201674,8961.0,No
804323,201564,8941.0,No
804901,201564,2713.0,Yes
805149,201674,8885.0,No
804017,201564,3388.0,Yes
806545,201564,2700.0,No
810859,201564,4269.0,No
813164,201674,7685.0,No
816388,201674,7667.0,Yes
818217,201674,6486.0,Yes
819113,201564,3388.0,Yes
820056,201898,7742.0,Yes
824789,201564,1263.0,Yes
828151,201568,5191.0,Yes
829217,201564,4368.0,Yes
830599,201674,5953.0,Yes
733915,201674,7667.0,Yes
835584,201674,8486.0,No
836348,201564,1013.0,No
835696,201674,9361.0,No
836778,201674,4823.9,No
837978,201674,9361.0,Yes
838559,201674,3469.0,Yes
839727,201894,3473.0,Yes
840808,201564,2913.0,Yes
842699,201564,7265.0,No
844229,201674,6023.42,No
844902,201674,1383.0,Yes
845016,201564,1713.0,No
845745,201674,8961.0,No
846877,201568,8666.0,No
849201,201674,6160.0,No
851217,201898,7076.0,Yes
852085,201564,8816.0,No
855894,201564,8465.0,Yes
857582,201674,1033.0,No
859837,201674,7642.0,Yes
863187,201564,2555.0,Yes
863812,201564,2663.0,No
864902,201564,3388.0,Yes
865548,201564,8766.0,Yes
866426,201784,4787.0,Yes
868371,201674,7936.0,Yes
868372,201564,8716.0,Yes
872554,201564,9341.0,Yes
873383,201674,6042.0,No
876451,201784,10413.0,No
876810,201784,835.0,Yes
883978,201674,6842.0,Yes
885041,201674,3408.0,Yes
887024,201564,9341.0,Yes
887153,201564,7647.0,No
886783,201564,413.0,Yes
888417,201564,4287.0,Yes
889296,201564,9341.0,Yes
891435,201568,1513.0,No
899291,201564,1613.0,Yes
899301,201564,2563.0,Yes
899463,201564,7865.0,Yes
899429,201564,3388.0,Yes
899497,201564,4555.03,No
899513,201564,8966.0,No
899522,201564,7647.0,No
899526,201564,2981.0,Yes
775228,202344,7511.0,No
899538,201564,9341.0,No
899540,201564,7215.0,No
801178,201564,8941.0,Yes
899602,201568,7922.0,Yes
774288,201564,8941.0,Yes
899626,201784,7319.0,Yes
899628,201564,3656.0,Yes
899634,201564,3163.0,Yes
899654,201564,8466.0,Yes
899453,201564,7534.0,Yes
900098,201674,5748.0,Yes
899917,201784,2685.0,Yes
899835,201784,6440.0,No
900323,201674,7935.0,Yes
899871,201564,6256.0,Yes
899918,201564,6901.0,Yes
899886,201564,8941.0,Yes
900813,201904,3273.0,Yes
900833,201564,7566.0,Yes
900934,201564,3388.0,No
900938,201564,2813.0,Yes
900951,201564,8941.0,Yes
901136,201564,1913.0,Yes
902020,201564,3593.0,Yes
901426,201564,963.0,Yes
901428,201458,2140.0,Yes
901743,201674,8035.0,Yes
901559,201674,9361.0,No
902139,201564,7647.0,Yes
902141,201564,3388.0,Yes
902713,201564,9341.0,No
902167,201674,8961.0,Yes
903177,201784,9863.0,Yes
903496,201568,1863.0,Yes
903288,201674,3408.0,No
903294,201564,3388.0,No
775311,201674,5364.0,Yes
903823,201564,3363.0,No
903842,201564,3388.0,No
804245,201564,7672.0,No
903910,201564,1363.0,Yes
795245,201564,2963.0,No
903916,201568,2768.0,Yes
903932,201564,8566.0,No
903946,201564,2988.0,No
903818,201458,3340.0,No
904769,201674,5828.0,No
747594,201674,4891.0,Yes
905596,201564,3388.0,Yes
905597,201564,5961.0,Yes
905158,201568,8939.0,Yes
795185,201564,5960.0,No
905663,201568,1513.0,Yes
905211,201894,8418.0,Yes
905206,201564,2988.0,Yes
905207,201568,2555.0,Yes
905208,201458,1231.59,No
905210,201564,7715.0,Yes
905437,201564,2555.0,Yes
905438,201564,4988.0,Yes
905439,201564,2555.0,No
905812,201674,1383.0,Yes
905599,201564,2963.0,Yes
905216,201564,3388.0,No
905769,201568,3388.0,Yes
905845,201564,1163.0,Yes
905876,201564,3638.0,Yes
905991,202014,487.0,Yes
905896,201898,8417.0,Yes
905936,201564,6552.0,Yes
910970,201564,7897.0,Yes
910972,201564,7216.0,Yes
910992,201564,2863.0,Yes
910999,201564,7647.0,No
910958,201564,3388.0,Yes
910672,202234,7043.0,No
913837,201564,9341.0,No
914709,201784,7738.0,No
916942,201564,2212.0,Yes
917004,201674,3597.0,Yes
917045,201564,8566.0,No
917023,201564,6256.0,Yes
917024,201568,8939.0,Yes
917076,201564,5939.0,No
794417,201564,5961.0,No
931491,201564,813.0,Yes
932759,201894,7354.0,No
932166,201564,863.0,Yes
932172,201784,640.6,Yes
932383,201784,9413.0,Yes
932415,201564,4331.0,Yes
932419,201564,3681.0,Yes
932091,201564,3638.0,Yes
932336,201568,7033.0,Yes
932339,201564,5552.0,Yes
932155,201568,6255.0,Yes
932156,201564,3388.0,No
932120,201784,6440.0,No
932137,201894,3548.0,Yes
933308,201564,1513.0,No
932952,201564,3756.0,No
932797,201894,8193.0,Yes
933158,201564,913.0,No
932996,201674,9336.0,Yes
933006,201674,1250.0,Yes
933031,201564,5756.0,Yes
932780,202014,6643.0,No
932585,201564,963.0,Yes
933301,201564,2555.0,Yes
935927,201564,7247.0,No
936628,201564,3388.0,Yes
936629,201568,7005.0,Yes
936593,201564,6256.0,Yes
936663,201564,4466.0,Yes
936845,201674,9361.0,No
936640,201564,2988.0,Yes
936710,201564,5460.0,Yes
751223,201564,8941.0,No
772326,201564,2971.0,Yes
937435,201564,9341.0,Yes
937529,201564,5460.0,No
