UID,TERM,WORK_STUDY,GRADUATED
704204,201128,1750.0,Yes
704268,201124,1241.0,No
704344,201234,1800.0,No
704444,201124,1359.0,Yes
704479,201234,1727.0,Yes
704525,201454,1800.0,Yes
704653,201344,2179.0,No
704762,201234,100.0,Yes
704879,201234,1800.0,Yes
704953,201234,1800.0,Yes
704984,201234,1800.0,Yes
704986,201234,1800.0,No
705105,201234,1800.0,Yes
705133,201344,1900.0,Yes
705149,201234,340.0,Yes
705256,201234,1646.0,Yes
705261,201234,725.0,Yes
705293,201344,1800.0,No
705319,201234,1800.0,Yes
705354,201344,1800.0,No
705531,201344,1250.0,Yes
705915,201344,1800.0,Yes
706112,201234,1800.0,Yes
706121,201238,1800.0,No
706182,201234,1376.0,No
706271,201234,1800.0,Yes
706326,201234,1000.0,Yes
706550,201344,987.0,Yes
706562,201344,1800.0,No
706599,201564,3150.0,Yes
706721,201124,1676.0,Yes
706753,201454,1800.0,Yes
706777,201124,1750.0,No
706886,201454,1800.0,Yes
706970,201124,907.0,Yes
707041,201234,1435.0,Yes
707050,201348,1800.0,Yes
707095,201128,3000.0,Yes
707414,201234,1348.0,No
707546,201344,171.0,No
707620,201234,1800.0,Yes
707622,201124,1750.0,No
707705,201124,901.0,No
707764,201234,1800.0,No
707837,201344,452.0,Yes
707898,201344,825.0,No
707943,201124,1750.0,No
708123,201124,1750.0,Yes
708242,201454,1800.0,Yes
708256,201234,1800.0,No
708363,201124,1750.0,No
708374,201234,2000.0,No
708391,201234,1800.0,Yes
708414,201124,1750.0,Yes
708441,201124,1750.0,No
708451,201234,925.0,No
708529,201234,1800.0,Yes
708533,201344,4000.0,Yes
708559,201124,1554.0,No
708565,201238,1800.0,No
708575,201238,1800.0,Yes
708591,201674,1900.0,Yes
708605,201234,995.0,No
708616,201124,1000.0,No
708620,201124,1750.0,Yes
708625,201124,1750.0,Yes
708627,201344,206.0,Yes
709542,201234,1800.0,No
709553,201234,1224.0,No
709651,201234,1800.0,No
709750,201234,1800.0,Yes
709766,201234,1532.0,No
709906,201234,1033.0,Yes
709911,201344,1800.0,Yes
710073,201234,1800.0,Yes
710388,201234,1800.0,Yes
710487,201234,1784.0,No
710642,201234,1500.0,Yes
710708,201234,2000.0,Yes
710791,201234,464.0,No
710816,201234,1800.0,Yes
710927,201234,1800.0,Yes
711126,201124,1750.0,No
711195,201344,3300.0,Yes
711214,201234,1800.0,Yes
711282,201238,1800.0,Yes
711346,201344,402.0,No
711347,201454,1372.0,No
711362,201234,1800.0,Yes
711393,201124,1750.0,Yes
711413,201234,1800.0,No
711486,201124,1148.0,Yes
711516,201238,1300.0,Yes
711605,201234,1621.0,Yes
711719,201234,889.0,Yes
711871,201674,3150.0,No
711877,201124,1750.0,Yes
712063,201234,1800.0,No
712114,201344,1800.0,Yes
712120,201234,1800.0,Yes
712132,201344,1800.0,No
712189,201234,1800.0,Yes
712197,201344,1800.0,Yes
712295,201124,1512.0,Yes
712381,201124,1750.0,No
712446,201128,746.0,Yes
712448,201124,1200.0,No
712557,201124,1100.0,No
712633,201124,845.0,No
712635,201124,1750.0,No
712734,201234,1800.0,Yes
712918,201234,1800.0,Yes
712937,201568,1900.0,Yes
713187,201234,1800.0,Yes
713230,201124,1700.0,No
713749,201124,1750.0,Yes
713810,201234,1250.0,Yes
713859,201564,1900.0,Yes
713901,201344,1447.0,Yes
713961,201234,1900.0,Yes
714088,201234,884.0,Yes
714189,201454,1694.0,Yes
714194,201564,1693.0,No
714223,201238,1456.0,Yes
714263,201234,1800.0,No
714267,201234,3508.0,Yes
714293,201564,976.0,No
714315,201234,1800.0,Yes
714325,201344,260.0,Yes
714377,201238,1800.0,Yes
714405,201234,438.0,Yes
714411,201234,140.0,Yes
714437,201234,1434.0,Yes
714456,201234,1800.0,Yes
714465,201128,807.0,No
714580,201674,1250.0,Yes
714727,201784,0.0,Yes
714836,201674,1900.0,Yes
714995,201128,1731.0,Yes
714999,201454,1800.0,Yes
683442,201124,1750.0,No
715097,201674,871.0,No
715163,201128,1000.0,No
715212,201124,1750.0,Yes
715224,201344,1625.0,Yes
715300,201344,1900.0,Yes
715320,201344,1750.0,No
715325,201344,1900.0,Yes
715327,201564,1900.0,Yes
715430,201674,1800.0,Yes
715436,201454,1800.0,Yes
715502,201564,980.0,Yes
715505,201344,1121.0,Yes
715536,201348,1800.0,Yes
715718,201784,351.0,Yes
715749,201454,1800.0,Yes
715796,201674,623.0,Yes
715836,201234,1493.0,Yes
715873,201564,1900.0,No
715984,201344,1560.0,No
715992,201454,1800.0,No
715994,201348,1900.0,Yes
716101,201344,1800.0,No
716179,201234,1800.0,No
716220,201238,1540.0,Yes
716229,201234,0.0,Yes
716425,201568,3226.0,Yes
716539,201234,1700.0,Yes
716550,201234,0.0,Yes
716554,201234,1680.0,Yes
716618,201234,2175.0,No
716628,201234,1624.0,Yes
716630,201234,1300.0,No
716652,201234,1800.0,Yes
716799,201234,1800.0,Yes
716914,201128,3302.0,No
717041,201128,1750.0,Yes
717069,201234,1800.0,Yes
717070,201238,1800.0,Yes
717147,201234,1295.0,Yes
717160,201234,0.0,Yes
717161,201234,1675.0,Yes
717183,201124,853.0,Yes
717231,201344,1800.0,No
717233,201234,1796.0,Yes
716827,201234,1800.0,Yes
717503,201344,1650.0,Yes
719124,201234,3475.0,Yes
717745,201234,1800.0,Yes
717817,201344,1800.0,Yes
717821,201238,1752.0,Yes
717840,201234,2000.0,No
717881,201234,1800.0,Yes
717952,201344,1800.0,No
717954,201454,2500.0,Yes
717960,201234,1800.0,No
718054,201128,1750.0,Yes
718353,201234,1134.0,Yes
718359,201234,1800.0,Yes
718400,201128,1000.0,No
718485,201234,1900.0,Yes
718533,201344,1800.0,Yes
718542,201234,1800.0,Yes
718543,201234,1900.0,Yes
718568,201238,2275.0,Yes
718688,201234,1500.0,Yes
718854,201344,1900.0,Yes
723220,201234,1800.0,Yes
719027,201234,1800.0,No
719032,201568,1800.0,No
719044,201234,1175.0,Yes
719104,201564,1900.0,No
719118,201344,1800.0,Yes
719128,201348,3400.0,Yes
719136,201344,2184.0,No
719333,201564,2584.0,Yes
719339,201344,1800.0,Yes
719340,201234,764.0,Yes
719347,201344,1800.0,Yes
719357,201344,1800.0,Yes
719425,201234,1800.0,No
719660,201344,1800.0,Yes
719703,201344,1422.0,Yes
719793,201234,384.0,Yes
719820,201234,1900.0,Yes
719841,201234,1800.0,No
719854,201238,1800.0,Yes
719865,201128,1750.0,Yes
719919,201234,1204.0,Yes
720036,201348,1900.0,Yes
720081,201234,1800.0,No
720212,201234,1800.0,No
720234,201234,1800.0,Yes
720305,201234,200.0,No
720397,201234,1800.0,No
720435,201344,609.0,Yes
720525,201128,1496.0,No
720568,201344,345.0,Yes
720592,201234,1800.0,No
720650,201234,895.0,No
720651,201128,1750.0,Yes
720652,201234,1800.0,No
720648,201234,1800.0,Yes
720655,201234,1800.0,Yes
720738,201234,1539.0,No
720782,201234,1800.0,Yes
720884,201234,1800.0,No
720920,201234,900.0,Yes
720991,201234,1800.0,Yes
721023,201234,1800.0,No
721062,201234,1800.0,Yes
721104,201128,1743.0,Yes
721227,201344,1800.0,Yes
721230,201234,1800.0,Yes
721235,201234,1800.0,Yes
721297,201234,1800.0,Yes
721339,201234,1800.0,Yes
721354,201234,1079.0,No
721360,201344,1800.0,Yes
721372,201234,1800.0,Yes
721391,201234,1800.0,Yes
721414,201234,374.0,No
721475,201678,1900.0,Yes
721523,201348,1151.0,Yes
721617,201344,2500.0,Yes
721621,201234,778.0,No
721626,201234,1800.0,Yes
721673,201234,1800.0,Yes
721706,201904,2100.0,Yes
721760,201234,1494.0,No
721763,201238,1000.0,Yes
721773,201234,1050.0,Yes
721821,201344,1800.0,No
721823,201344,1800.0,Yes
721836,201234,1800.0,No
721837,201344,1800.0,No
722015,201348,1800.0,Yes
722026,201234,0.0,Yes
722027,201234,1500.0,Yes
722184,201234,1690.0,Yes
722186,201234,1173.0,No
722265,201234,375.0,No
722293,201348,2305.0,Yes
722322,201238,1800.0,No
722350,201348,1800.0,Yes
722366,201344,1900.0,Yes
722446,201234,1616.0,No
722502,201344,1353.0,Yes
722569,201234,1900.0,Yes
722624,201234,1800.0,Yes
722637,201128,1000.0,Yes
722638,201234,0.0,No
722674,201234,1800.0,Yes
722680,201234,800.0,Yes
722684,201454,1981.0,Yes
722796,201674,1250.0,No
722832,201344,2750.0,Yes
722834,201344,1650.0,Yes
722862,201234,0.0,Yes
722899,201234,1405.0,Yes
722904,201234,1800.0,Yes
722957,201234,156.0,Yes
722979,201234,1800.0,Yes
722998,201234,1800.0,No
723045,201234,1800.0,No
723056,201234,1290.0,Yes
723101,201234,1900.0,Yes
723141,201344,500.0,Yes
723155,201234,1800.0,No
723227,201234,1800.0,No
723241,201234,260.0,Yes
723300,201348,1800.0,Yes
723330,201348,1800.0,No
723424,201234,1800.0,Yes
723433,201234,1590.0,Yes
723445,201234,855.0,No
723460,201234,1800.0,No
723508,201234,1800.0,Yes
723544,201344,1500.0,Yes
723588,201234,1144.0,No
723594,201344,1800.0,Yes
723641,201234,1750.0,Yes
723672,201234,1585.0,No
723712,201234,1750.0,Yes
723729,201238,1800.0,No
723813,201234,1800.0,No
723846,201234,1800.0,No
723868,201234,452.0,Yes
723873,201234,1800.0,Yes
723893,201234,755.0,Yes
723950,201344,1800.0,Yes
724139,201234,1900.0,Yes
724242,201344,1800.0,Yes
724249,201234,1800.0,No
724270,201344,1800.0,No
724287,201564,1900.0,Yes
724323,201234,1000.0,No
724378,201234,1500.0,Yes
724413,201234,1048.0,Yes
724448,201784,2251.0,No
724628,201234,1054.0,Yes
724703,201234,1060.0,No
724714,201234,558.0,Yes
724719,201234,0.0,Yes
724727,201234,670.0,No
724754,201234,563.0,Yes
724764,202124,1250.0,Yes
724796,201234,1800.0,Yes
724803,201234,1800.0,No
724808,201234,1800.0,No
724840,201234,1800.0,No
724873,201344,1800.0,No
724888,201234,1800.0,No
724891,201238,1348.0,No
724893,201234,1800.0,Yes
724959,201234,2514.0,Yes
725122,201344,1800.0,Yes
725178,201234,1900.0,Yes
725202,201234,1800.0,Yes
725222,201234,1800.0,No
725226,201234,1415.0,No
725230,201234,1800.0,No
725238,201344,805.0,Yes
723785,201234,1800.0,Yes
725366,201234,1800.0,No
725382,201234,411.0,Yes
725405,201234,1800.0,Yes
725407,201454,1800.0,Yes
725425,201234,1800.0,Yes
684607,201234,1800.0,Yes
725547,201344,946.0,No
725554,201344,1800.0,No
725574,201344,1800.0,Yes
725723,201344,1800.0,Yes
725895,201234,1900.0,Yes
725914,201234,1500.0,Yes
724175,201234,1103.0,Yes
725829,201234,1800.0,No
725959,201344,1800.0,Yes
725962,201234,1500.0,Yes
726037,201234,1800.0,No
726060,201234,2633.0,Yes
726069,201234,1800.0,No
726160,201234,0.0,Yes
726230,201454,1800.0,Yes
726255,201234,2250.0,No
726287,201234,1900.0,Yes
726335,201238,1800.0,Yes
726343,201234,1507.0,Yes
726347,201234,1355.0,No
726488,201238,1800.0,No
726494,201234,1800.0,Yes
726504,201234,1000.0,Yes
726505,201234,1800.0,Yes
726477,201234,167.0,No
726756,201234,842.0,Yes
726780,201234,942.0,Yes
726817,201128,1750.0,No
726857,201454,1900.0,Yes
726876,201234,1800.0,No
726886,201344,810.0,Yes
726923,201238,1800.0,No
726928,201234,1800.0,Yes
726930,201238,1800.0,Yes
726932,201454,1800.0,Yes
727027,201674,164.0,Yes
727196,201234,1155.0,No
727208,201234,1900.0,Yes
727217,201234,1800.0,No
727223,201234,920.0,Yes
727243,201234,1800.0,No
727250,201344,1800.0,No
727318,201234,1800.0,No
727335,201454,1800.0,Yes
727412,201234,1800.0,Yes
727421,201234,1800.0,No
727440,201234,1800.0,Yes
727451,201234,1348.0,Yes
727470,201344,1900.0,Yes
726915,201234,1800.0,Yes
727535,201564,1900.0,Yes
727654,201674,1456.0,Yes
729102,201238,1800.0,Yes
728031,201238,1800.0,Yes
728069,201234,1900.0,Yes
728157,201234,1900.0,Yes
728163,201234,1800.0,No
728235,201234,1060.0,Yes
728236,201234,1801.0,No
728313,201454,1800.0,Yes
728347,201234,1800.0,Yes
728295,201238,1800.0,Yes
728361,201344,500.0,No
727963,201344,1300.0,No
728020,201238,1600.0,No
728024,201238,1462.0,Yes
727705,201234,1800.0,Yes
727707,201234,1800.0,No
728245,201234,1750.0,No
727755,201234,1800.0,Yes
727759,201234,1800.0,Yes
727824,201348,1800.0,No
728709,201234,1348.0,No
728559,201234,1800.0,Yes
728939,201234,1379.0,Yes
728435,201454,0.0,Yes
728703,201234,1800.0,No
729070,201234,1800.0,No
728562,201234,1800.0,Yes
728971,201238,1335.0,Yes
728973,201234,1800.0,No
728976,201234,3700.0,Yes
728983,201234,1800.0,No
728994,201234,1800.0,Yes
729027,201234,1800.0,Yes
729033,201234,1800.0,No
729054,201234,1800.0,Yes
729114,201454,1800.0,No
729073,201234,1084.0,No
729122,201234,1800.0,Yes
729130,201234,2900.0,Yes
729197,201238,839.0,No
729199,201234,1800.0,Yes
729232,201344,1800.0,No
728397,201234,1950.0,No
728404,201234,1800.0,Yes
728439,201234,1800.0,No
728480,201344,1800.0,Yes
728601,201234,1800.0,Yes
729352,201234,1800.0,No
729367,201234,118.0,No
729378,201238,1007.0,Yes
729533,201238,1800.0,Yes
729317,201234,1800.0,No
729809,201238,1900.0,Yes
729864,201454,1800.0,No
729892,201234,1900.0,Yes
729259,201234,1800.0,No
729480,201454,1800.0,Yes
729163,201234,2326.0,Yes
729941,201234,1800.0,No
729887,201234,1800.0,Yes
729962,201234,1800.0,No
729963,201234,2750.0,No
729970,201234,1900.0,Yes
729438,201238,2600.0,Yes
729973,201234,1800.0,No
729780,201234,1549.0,No
729907,201344,1800.0,No
729664,201234,1800.0,No
730964,201454,1800.0,Yes
730103,201344,1800.0,Yes
730117,201348,1800.0,Yes
730157,201344,1800.0,Yes
730416,201344,1800.0,No
730429,201454,1800.0,Yes
730439,201344,1800.0,No
730485,201238,1800.0,Yes
730581,201344,1800.0,Yes
730693,201564,1900.0,Yes
730796,201234,1900.0,Yes
730801,201784,1250.0,Yes
730885,201234,1800.0,No
731716,201344,330.0,No
731737,201344,1800.0,Yes
731413,201234,2800.0,No
731579,201234,1800.0,No
731649,201238,1900.0,Yes
731066,201454,1800.0,Yes
731201,201344,530.0,Yes
731237,201344,1800.0,Yes
731281,201234,2500.0,No
731406,201564,1900.0,No
731435,201234,1460.0,Yes
731443,201344,1900.0,Yes
731274,201564,1900.0,Yes
731418,201234,1900.0,Yes
731420,201234,1800.0,No
731421,201234,1900.0,No
731424,201234,767.0,Yes
731522,201234,1800.0,No
731604,201344,1900.0,Yes
731605,201344,1800.0,Yes
731652,201234,1800.0,Yes
731359,201234,1800.0,No
731945,201344,1800.0,Yes
703748,201344,1800.0,Yes
731993,201454,1597.0,Yes
732082,201454,1800.0,Yes
732161,201454,1800.0,Yes
732165,201234,1800.0,Yes
732258,201234,0.0,No
732259,201234,1800.0,Yes
732018,201344,1800.0,Yes
732374,201564,1900.0,Yes
732268,201234,2050.0,Yes
732041,201234,1800.0,Yes
732509,201234,1800.0,Yes
733326,201344,1800.0,Yes
733336,201674,0.0,Yes
732658,201348,1800.0,Yes
732697,201454,500.0,Yes
732953,201344,494.0,Yes
733010,201344,1800.0,Yes
733019,201454,1800.0,Yes
733271,201348,1800.0,No
733348,201344,1800.0,Yes
732861,201234,1800.0,No
733200,201348,971.0,Yes
733254,201234,1900.0,Yes
733922,201568,846.0,Yes
733946,201344,1800.0,Yes
734025,201454,1800.0,Yes
734074,201454,1800.0,Yes
734172,201344,1800.0,Yes
733601,201344,1605.0,No
733612,201344,1127.0,Yes
733823,201344,1800.0,Yes
734691,201234,1800.0,Yes
734417,201454,475.0,Yes
734458,201344,1789.0,Yes
734955,201234,0.0,Yes
735240,201344,750.0,Yes
735152,201234,1800.0,No
735339,201344,2483.0,Yes
735523,201454,1250.0,No
735542,201344,1900.0,Yes
736334,201344,1800.0,Yes
736433,201344,1800.0,Yes
736484,201234,1800.0,No
735948,201348,1800.0,Yes
736170,201344,1531.0,Yes
736265,201344,1800.0,Yes
737164,201234,1800.0,Yes
736773,201234,1800.0,No
736674,201234,1353.0,No
736699,201454,0.0,Yes
736743,201234,1646.0,No
737006,201344,1800.0,No
736630,201234,1800.0,Yes
737856,201894,1250.0,Yes
738072,201894,3150.0,Yes
738075,201454,1546.0,Yes
737567,201344,1800.0,Yes
737709,201234,2714.0,Yes
738055,201234,1900.0,Yes
738185,201234,3200.0,Yes
737459,201344,1679.0,Yes
737205,201234,1800.0,Yes
737806,201564,1900.0,Yes
737555,201894,1800.0,Yes
737798,201344,1900.0,Yes
737799,201234,0.0,Yes
737800,201234,1900.0,No
737452,201344,0.0,No
737949,201234,1800.0,No
738738,201454,1800.0,No
738511,201238,1900.0,Yes
738425,201344,1250.0,Yes
738430,201344,1800.0,Yes
738521,201238,1800.0,Yes
714257,201234,500.0,No
738386,201234,1900.0,No
738706,201348,1800.0,Yes
739307,201344,1750.0,Yes
739399,201454,1800.0,No
739400,201344,1265.0,Yes
739413,201344,1800.0,No
739419,201348,1800.0,No
739426,201344,2500.0,Yes
739431,201344,1800.0,No
739312,201344,380.0,No
739202,201454,1800.0,No
739203,201344,2786.0,Yes
739397,201344,1162.0,Yes
739466,201344,1000.0,No
739474,201344,2250.0,Yes
739495,201344,1800.0,Yes
739518,201344,1800.0,Yes
739537,201348,1800.0,Yes
739086,201234,1900.0,Yes
739732,201238,1900.0,No
739754,201348,1800.0,Yes
739794,201344,1800.0,Yes
740041,201348,1900.0,Yes
740258,201234,1900.0,Yes
740000,201344,1800.0,Yes
739988,201344,1900.0,Yes
739972,201344,1800.0,Yes
740559,201344,1800.0,Yes
739875,201344,1800.0,Yes
740321,201344,1800.0,No
740348,201454,1800.0,No
740443,201348,1800.0,No
740151,201344,1800.0,Yes
740178,201904,1770.0,No
741015,201344,1800.0,No
740786,201344,1800.0,Yes
740847,201344,1800.0,Yes
741041,201344,1800.0,Yes
740655,201344,1800.0,Yes
741225,201454,1800.0,No
741226,201344,1800.0,Yes
740672,201234,1563.0,No
740922,201348,1800.0,Yes
741098,201344,1800.0,Yes
740874,201564,1900.0,Yes
741577,201344,1418.0,No
741558,201454,1900.0,Yes
741651,201344,1900.0,No
741654,201344,1800.0,Yes
741880,201344,800.0,No
741662,201348,1800.0,Yes
741737,201238,2840.0,Yes
742075,201344,850.0,Yes
741743,201344,1978.0,Yes
741556,201344,1900.0,No
741697,201784,1900.0,Yes
741863,201344,1800.0,No
742119,201238,1800.0,Yes
741643,201344,1152.0,Yes
741684,201348,1600.0,Yes
742017,201564,1500.0,Yes
742593,201344,1800.0,No
743062,201344,1800.0,Yes
742377,201454,276.0,Yes
742384,201344,1800.0,Yes
742932,201894,3800.0,Yes
743032,201344,1800.0,No
742361,201344,1650.0,Yes
742439,201344,1463.0,Yes
742747,201238,0.0,No
742861,201454,1800.0,Yes
743844,201344,1650.0,Yes
743851,201344,1802.0,Yes
743721,201454,1800.0,No
743168,201344,1800.0,Yes
743393,201344,2195.0,Yes
743396,201344,1800.0,Yes
743414,201454,1129.0,Yes
743331,201454,1800.0,No
743455,201238,1900.0,No
743647,201564,985.0,No
743657,201454,1800.0,Yes
743811,201344,1800.0,Yes
743381,201454,1655.0,Yes
743444,201454,0.0,Yes
743537,201454,1900.0,Yes
743273,201344,1800.0,No
743583,201344,1800.0,No
743827,201344,1800.0,Yes
743830,201344,1800.0,Yes
743837,201344,1800.0,Yes
743137,201454,1800.0,No
743253,201344,1800.0,Yes
744001,201344,1247.0,Yes
744542,201454,212.0,Yes
744607,201454,1800.0,No
744665,201238,1600.0,Yes
744282,201344,1800.0,No
744325,201344,1900.0,Yes
744326,201344,1800.0,No
744327,201348,1800.0,No
744775,201674,1500.0,Yes
744818,201344,1900.0,No
743936,201344,1800.0,Yes
744013,201344,1983.0,Yes
744069,201344,1800.0,Yes
744105,201344,1900.0,Yes
744149,201344,1800.0,Yes
744180,201344,1304.0,No
745103,201454,1800.0,Yes
745195,201344,1800.0,Yes
745578,201344,412.0,Yes
744940,201564,100.0,No
744999,201458,1800.0,No
745045,201344,100.0,Yes
745215,201344,1800.0,No
745218,201344,1900.0,Yes
745232,201344,1800.0,Yes
745280,201674,1250.0,No
745324,201344,1800.0,No
745327,201344,1800.0,Yes
744910,201344,1800.0,Yes
745420,201344,1800.0,No
745600,201344,900.0,No
745620,201344,1766.0,No
745346,201344,1800.0,Yes
745630,201344,1579.0,No
745057,201344,1215.0,Yes
745191,201454,1800.0,Yes
745516,201344,1800.0,No
745528,201344,1800.0,Yes
745529,201344,1800.0,No
745532,201344,1800.0,Yes
745540,201344,1800.0,Yes
745543,201344,183.0,No
745795,201344,1650.0,No
745800,201454,610.0,Yes
745850,201344,1800.0,No
745863,201344,1352.0,Yes
745893,201344,1800.0,Yes
746176,201344,1800.0,Yes
746159,201238,867.0,Yes
746163,201344,1800.0,Yes
745823,201344,0.0,Yes
745826,201344,1800.0,Yes
745829,201344,0.0,Yes
745975,201344,1800.0,Yes
732095,201344,935.0,No
746839,201454,726.0,Yes
746863,201344,1800.0,No
746923,201344,1800.0,No
747051,201348,1499.0,Yes
747029,201344,1900.0,No
747083,201348,1000.0,No
747221,201344,1787.0,Yes
747240,201344,1800.0,Yes
747428,201674,1250.0,Yes
748056,201564,1250.0,Yes
748057,201564,1500.0,No
747417,201344,1900.0,Yes
747305,201344,1801.0,No
747306,201344,0.0,No
748019,201344,147.0,Yes
747781,201564,1812.0,Yes
747273,201454,1800.0,Yes
747379,201454,1250.0,No
747404,201344,1800.0,No
747601,201344,1800.0,Yes
748420,201344,1800.0,Yes
748430,201344,1800.0,Yes
748444,201344,1800.0,Yes
748542,201454,1800.0,No
748510,201454,1000.0,Yes
748188,201454,1800.0,No
748209,201344,1800.0,No
748626,201344,1773.0,Yes
748300,201348,1800.0,Yes
748691,201454,1800.0,No
748693,201344,1800.0,Yes
748574,201344,1557.0,Yes
748584,201344,1800.0,Yes
748104,201344,1661.0,Yes
749949,201344,1800.0,No
749192,201454,1800.0,Yes
749423,201344,1800.0,Yes
749485,201348,1800.0,No
749492,201344,1500.0,Yes
749589,201344,1800.0,Yes
749683,201344,1800.0,No
749691,201344,1800.0,Yes
749567,201344,1006.0,Yes
749698,201454,1800.0,Yes
749675,201348,1800.0,No
749805,201344,1800.0,No
749816,201344,830.0,No
750637,201454,1900.0,No
750700,201454,1800.0,No
750712,201454,1800.0,No
750067,201454,1069.0,Yes
750132,201454,930.0,Yes
750643,201454,1800.0,Yes
750668,201454,1800.0,No
751277,201344,1800.0,No
751478,201454,1800.0,Yes
751354,201564,1800.0,Yes
751553,201348,1800.0,No
750888,201344,1800.0,Yes
750796,201344,1800.0,Yes
751080,201344,1900.0,No
751571,201344,4650.0,Yes
750862,201344,1800.0,No
750873,201344,1750.0,Yes
751309,201344,1552.0,Yes
750851,201344,1800.0,Yes
750953,201344,1800.0,Yes
751181,201344,1900.0,No
751268,201344,1800.0,Yes
751316,201674,3700.0,Yes
750806,201344,1530.0,Yes
750807,201344,1800.0,Yes
750810,201344,0.0,Yes
750886,201348,1800.0,Yes
751053,201344,1800.0,No
751072,201344,1800.0,No
751073,201454,1251.0,Yes
752430,201454,1250.0,Yes
751882,201344,1800.0,No
752064,201348,1800.0,No
752470,201344,1800.0,Yes
752475,201344,1800.0,Yes
751625,201348,1800.0,No
751786,201344,1800.0,Yes
752557,201344,1800.0,No
752146,201238,1656.0,No
752159,201454,1800.0,Yes
751806,201344,1900.0,Yes
752003,201344,1887.0,No
750974,201344,1800.0,Yes
751979,201344,1800.0,Yes
751989,201344,1800.0,No
753142,201348,1800.0,Yes
753178,201564,1900.0,Yes
752914,201674,2250.0,Yes
753014,201344,1800.0,No
753031,201344,2750.0,Yes
752607,201454,179.0,No
752617,201344,1900.0,Yes
752563,201344,3617.0,Yes
753060,201344,1800.0,No
752625,201454,1800.0,No
752722,201344,1800.0,Yes
752734,201344,1250.0,Yes
752825,201344,1800.0,Yes
752567,201344,1800.0,No
752586,201348,1900.0,Yes
752587,201344,140.0,Yes
752707,201344,1900.0,Yes
752708,201344,1800.0,Yes
753937,201344,1800.0,Yes
753714,201344,1800.0,No
753726,201344,1250.0,Yes
753731,201348,1800.0,Yes
753736,201344,1384.0,Yes
754202,201344,1800.0,Yes
754116,201344,606.0,Yes
754173,201344,1800.0,Yes
754090,201344,1309.0,No
754095,201344,1800.0,No
753602,201344,1800.0,Yes
753577,201344,1800.0,No
754053,201344,1060.0,Yes
754065,201344,1800.0,Yes
753381,201344,1900.0,Yes
749818,201344,1800.0,Yes
753906,201454,118.0,Yes
754103,201344,916.0,No
754163,201344,1250.0,No
754176,201344,1800.0,Yes
753715,201344,1800.0,Yes
753719,201344,1900.0,No
753720,201344,1800.0,Yes
753721,201344,1800.0,No
753836,201674,1250.0,Yes
753449,201344,0.0,Yes
754235,201344,1800.0,Yes
754729,201344,1900.0,Yes
754731,201348,1193.0,No
754754,201344,1800.0,No
754914,201564,1230.0,Yes
754935,201454,1800.0,No
754624,201344,1250.0,No
754961,201564,948.0,Yes
754321,201344,606.0,No
754787,201564,1900.0,Yes
744739,201564,1900.0,Yes
754259,201344,773.0,Yes
754592,201454,1800.0,No
754639,201344,1800.0,Yes
754640,201348,3291.0,Yes
754642,201344,1000.0,Yes
754714,202344,864.0,No
754281,201344,1900.0,No
755401,201344,1900.0,Yes
755193,201344,1800.0,Yes
755156,201454,2523.0,No
755467,201454,1800.0,No
755334,201454,1800.0,Yes
755403,201344,1550.0,No
755300,201344,1500.0,No
755573,201564,1900.0,No
755140,201344,1900.0,No
755142,201344,1800.0,Yes
755608,201344,1900.0,Yes
755613,201344,1800.0,Yes
755618,201344,1900.0,Yes
755183,201344,1900.0,Yes
749868,201344,1800.0,No
755680,201454,1900.0,Yes
755346,201454,2801.0,Yes
755670,201344,1900.0,Yes
755832,201348,1800.0,No
755835,201344,1800.0,No
756306,201344,1800.0,Yes
756427,201454,1900.0,Yes
756560,201348,1800.0,Yes
756668,201344,1800.0,Yes
756155,201454,1800.0,Yes
756198,201564,2534.0,Yes
755831,201674,1900.0,Yes
756365,201454,1800.0,Yes
756399,201344,1800.0,Yes
756460,201344,1900.0,Yes
756481,201564,1800.0,Yes
757169,201454,1800.0,Yes
757175,201454,1223.0,No
756780,201344,1800.0,Yes
757167,201344,1900.0,No
757183,201454,1900.0,No
756733,201344,1800.0,No
757002,201454,1800.0,Yes
757085,201344,1900.0,Yes
757493,201454,1800.0,No
757535,201678,1900.0,Yes
757847,201454,1800.0,Yes
758139,201454,1800.0,Yes
758148,201454,2000.0,No
757702,201454,1800.0,Yes
757936,201454,1800.0,Yes
757821,201454,968.0,No
757824,201674,2191.0,No
757972,201454,1801.0,Yes
758215,201454,1800.0,Yes
758369,201454,1800.0,Yes
758519,201344,1800.0,No
758556,201454,1900.0,Yes
754614,201454,0.0,Yes
759291,201454,1800.0,Yes
759407,201454,1800.0,Yes
759086,201454,1557.0,Yes
759710,201344,1250.0,No
759728,201344,1650.0,Yes
759729,201344,1800.0,Yes
759551,201344,1800.0,Yes
759826,201454,1758.0,Yes
759706,201564,1900.0,No
760494,201454,1477.0,Yes
759882,201344,1800.0,Yes
760375,201454,1550.0,No
761097,201454,1800.0,Yes
761165,201454,2150.0,Yes
761104,201344,1029.0,No
761443,201564,1900.0,Yes
760945,201454,1800.0,Yes
760656,201454,1800.0,Yes
760791,201454,1800.0,Yes
761573,201344,1800.0,No
761676,201564,1900.0,Yes
762157,201454,1125.0,Yes
762015,201904,1900.0,Yes
762164,201344,1900.0,No
761658,201674,1250.0,Yes
762372,201454,1800.0,Yes
